"","interaction_ID","sender_celltype","sender_gene","receiver_celltype","receiver_gene","ligand_log2FC","ligand_p_val_adj","receptor_log2FC","receptor_p_val_adj"
"6359","Ery:FADD_Gran:TRADD","Ery","FADD","Gran","TRADD",NA,NA,NA,NA
"6360","Ery:FYN_Gran:SPN","Ery","FYN","Gran","SPN",NA,NA,NA,NA
"6361","Ery:HLA-B_Gran:SIGLEC10","Ery","HLA-B","Gran","SIGLEC10",NA,NA,NA,NA
"6362","Ery:ICAM2_Gran:ITGAM","Ery","ICAM2","Gran","ITGAM",NA,NA,NA,NA
"6363","Ery:IL1R1_Gran:IL1RAP","Ery","IL1R1","Gran","IL1RAP",NA,NA,NA,NA
"6364","Ery:LTB_Gran:TNFRSF1A","Ery","LTB","Gran","TNFRSF1A",NA,NA,NA,NA
"6365","Ery:RPS27A_Gran:ADRB2","Ery","RPS27A","Gran","ADRB2",NA,NA,NA,NA
"6366","Ery:RPS27A_Gran:TGFBR1","Ery","RPS27A","Gran","TGFBR1",NA,NA,NA,NA
"6367","Ery:SELPLG_Gran:ITGAM","Ery","SELPLG","Gran","ITGAM",NA,NA,NA,NA
"6368","Ery:SELPLG_Gran:ITGB2","Ery","SELPLG","Gran","ITGB2",NA,NA,NA,NA
"6369","Ery:SELPLG_Gran:SELL","Ery","SELPLG","Gran","SELL",NA,NA,NA,NA
"6370","Ery:TGM2_Gran:ITGA4","Ery","TGM2","Gran","ITGA4",NA,NA,0.26934471267845,9.54823233491811e-49
"6371","Ery:TGM2_Gran:ITGB1","Ery","TGM2","Gran","ITGB1",NA,NA,NA,NA
"6372","Ery:TNFSF13_Gran:FAS","Ery","TNFSF13","Gran","FAS",NA,NA,NA,NA
"6373","Ery:TNFSF13_Gran:TNFRSF1A","Ery","TNFSF13","Gran","TNFRSF1A",NA,NA,NA,NA
"6374","Ery:UBC_Gran:ADRB2","Ery","UBC","Gran","ADRB2",NA,NA,NA,NA
"6375","Ery:UBC_Gran:TGFBR1","Ery","UBC","Gran","TGFBR1",NA,NA,NA,NA
"6376","HSPC:B2M_T:LILRB1","HSPC","B2M","T","LILRB1",NA,NA,NA,NA
"6377","HSPC:CASP8_T:FAS","HSPC","CASP8","T","FAS",NA,NA,NA,NA
"6378","HSPC:HLA-A_T:KIR3DL2","HSPC","HLA-A","T","KIR3DL2",NA,NA,NA,NA
"6379","HSPC:HLA-A_T:LILRB1","HSPC","HLA-A","T","LILRB1",NA,NA,NA,NA
"6380","HSPC:HLA-B_T:KIR3DL2","HSPC","HLA-B","T","KIR3DL2",NA,NA,NA,NA
"6381","HSPC:HLA-B_T:LILRB1","HSPC","HLA-B","T","LILRB1",NA,NA,NA,NA
"6382","HSPC:HLA-C_T:LILRB1","HSPC","HLA-C","T","LILRB1",NA,NA,NA,NA
"6383","HSPC:ICAM2_T:ITGAM","HSPC","ICAM2","T","ITGAM",NA,NA,NA,NA
"6384","HSPC:ITGB2_T:CD226","HSPC","ITGB2","T","CD226",NA,NA,NA,NA
"6385","HSPC:LMAN1_T:MCFD2","HSPC","LMAN1","T","MCFD2",NA,NA,NA,NA
"6386","HSPC:MMP2_T:F2R","HSPC","MMP2","T","F2R",NA,NA,NA,NA
"6387","HSPC:NUCB2_T:ERAP1","HSPC","NUCB2","T","ERAP1",NA,NA,NA,NA
"6388","HSPC:PIK3R1_T:CBL","HSPC","PIK3R1","T","CBL",NA,NA,NA,NA
"6389","HSPC:SELPLG_T:ITGAM","HSPC","SELPLG","T","ITGAM",NA,NA,NA,NA
"6390","HSPC:SYK_T:LAT","HSPC","SYK","T","LAT",NA,NA,NA,NA
"6391","HSPC:TGOLN2_T:BTN3A1","HSPC","TGOLN2","T","BTN3A1",NA,NA,NA,NA
"6392","Mono:CD86_T:CD28","Mono","CD86","T","CD28",NA,NA,NA,NA
"6393","Mono:HLA-A_T:KIR3DL2","Mono","HLA-A","T","KIR3DL2",NA,NA,NA,NA
"6394","Mono:HLA-A_T:LILRB1","Mono","HLA-A","T","LILRB1",NA,NA,NA,NA
"6395","Mono:HLA-B_T:KIR3DL2","Mono","HLA-B","T","KIR3DL2",NA,NA,NA,NA
"6396","Mono:HLA-B_T:LILRB1","Mono","HLA-B","T","LILRB1",NA,NA,NA,NA
"6397","Mono:ITGB2_T:CD226","Mono","ITGB2","T","CD226",NA,NA,NA,NA
"6398","Mono:LILRB4_T:LAIR1","Mono","LILRB4","T","LAIR1",0.333429879547968,0,NA,NA
"6399","Mono:LMAN1_T:MCFD2","Mono","LMAN1","T","MCFD2",NA,NA,NA,NA
"6400","Mono:NUCB2_T:ERAP1","Mono","NUCB2","T","ERAP1",NA,NA,NA,NA
"6401","Mono:SELPLG_T:ITGAM","Mono","SELPLG","T","ITGAM",NA,NA,NA,NA
"6402","Mono:TGOLN2_T:BTN3A1","Mono","TGOLN2","T","BTN3A1",NA,NA,NA,NA
"6403","Mono:TNFSF10_T:RIPK1","Mono","TNFSF10","T","RIPK1",NA,NA,NA,NA
"6404","T:B2M_T:LILRB1","T","B2M","T","LILRB1",NA,NA,NA,NA
"6405","T:GZMB_T:IGF2R","T","GZMB","T","IGF2R",NA,NA,NA,NA
"6406","T:HLA-A_T:KIR3DL2","T","HLA-A","T","KIR3DL2",NA,NA,NA,NA
"6407","T:HLA-A_T:LILRB1","T","HLA-A","T","LILRB1",NA,NA,NA,NA
"6408","T:HLA-B_T:KIR3DL2","T","HLA-B","T","KIR3DL2",NA,NA,NA,NA
"6409","T:HLA-B_T:LILRB1","T","HLA-B","T","LILRB1",NA,NA,NA,NA
"6410","T:HLA-C_T:LILRB1","T","HLA-C","T","LILRB1",NA,NA,NA,NA
"6411","T:HLA-F_T:KIR3DL2","T","HLA-F","T","KIR3DL2",NA,NA,NA,NA
"6412","T:ICAM2_T:ITGAM","T","ICAM2","T","ITGAM",NA,NA,NA,NA
"6413","T:ITGB2_T:CD226","T","ITGB2","T","CD226",NA,NA,NA,NA
"6414","T:LMAN1_T:MCFD2","T","LMAN1","T","MCFD2",NA,NA,NA,NA
"6415","T:NUCB2_T:ERAP1","T","NUCB2","T","ERAP1",NA,NA,NA,NA
"6416","T:PIK3R1_T:CBL","T","PIK3R1","T","CBL",NA,NA,NA,NA
"6417","T:POMC_T:ADRB2","T","POMC","T","ADRB2",NA,NA,NA,NA
"6418","T:SELPLG_T:ITGAM","T","SELPLG","T","ITGAM",NA,NA,NA,NA
"6419","T:SELPLG_T:SELL","T","SELPLG","T","SELL",NA,NA,NA,NA
"6420","T:SPON2_T:ITGAM","T","SPON2","T","ITGAM",NA,NA,NA,NA
"6421","T:TGFBR2_T:TGFBR1","T","TGFBR2","T","TGFBR1",NA,NA,NA,NA
"6422","T:TGOLN2_T:BTN3A1","T","TGOLN2","T","BTN3A1",NA,NA,NA,NA
"6423","T:TNFSF10_T:RIPK1","T","TNFSF10","T","RIPK1",NA,NA,NA,NA
"6424","NK:B2M_T:LILRB1","NK","B2M","T","LILRB1",NA,NA,NA,NA
"6425","NK:CD320_T:TMEM167A","NK","CD320","T","TMEM167A",NA,NA,NA,NA
"6426","NK:CLEC2D_T:KLRB1","NK","CLEC2D","T","KLRB1",NA,NA,NA,NA
"6427","NK:FASLG_T:FAS","NK","FASLG","T","FAS",NA,NA,NA,NA
"6428","NK:GZMB_T:IGF2R","NK","GZMB","T","IGF2R",NA,NA,NA,NA
"6429","NK:HLA-A_T:KIR3DL2","NK","HLA-A","T","KIR3DL2",NA,NA,NA,NA
"6430","NK:HLA-A_T:LILRB1","NK","HLA-A","T","LILRB1",NA,NA,NA,NA
"6431","NK:HLA-B_T:KIR3DL2","NK","HLA-B","T","KIR3DL2",NA,NA,NA,NA
"6432","NK:HLA-B_T:LILRB1","NK","HLA-B","T","LILRB1",NA,NA,NA,NA
"6433","NK:HLA-C_T:LILRB1","NK","HLA-C","T","LILRB1",NA,NA,NA,NA
"6434","NK:HLA-F_T:KIR3DL2","NK","HLA-F","T","KIR3DL2",0.256943668055095,5.34886135562383e-25,NA,NA
"6435","NK:ICAM2_T:ITGAM","NK","ICAM2","T","ITGAM",NA,NA,NA,NA
"6436","NK:ITGB2_T:CD226","NK","ITGB2","T","CD226",0.276819920038847,1.82603228085644e-30,NA,NA
"6437","NK:LMAN1_T:MCFD2","NK","LMAN1","T","MCFD2",NA,NA,NA,NA
"6438","NK:NUCB2_T:ERAP1","NK","NUCB2","T","ERAP1",NA,NA,NA,NA
"6439","NK:PIK3R1_T:CBL","NK","PIK3R1","T","CBL",NA,NA,NA,NA
"6440","NK:PIK3R1_T:EPN1","NK","PIK3R1","T","EPN1",NA,NA,NA,NA
"6441","NK:POMC_T:ADRB2","NK","POMC","T","ADRB2",NA,NA,NA,NA
"6442","NK:PRNP_T:TNFRSF25","NK","PRNP","T","TNFRSF25",NA,NA,NA,NA
"6443","NK:SELPLG_T:ITGAM","NK","SELPLG","T","ITGAM",NA,NA,NA,NA
"6444","NK:SELPLG_T:SELL","NK","SELPLG","T","SELL",NA,NA,NA,NA
"6445","NK:SPON2_T:ITGAM","NK","SPON2","T","ITGAM",NA,NA,NA,NA
"6446","NK:TGFBR2_T:TGFBR1","NK","TGFBR2","T","TGFBR1",NA,NA,NA,NA
"6447","NK:TGOLN2_T:BTN3A1","NK","TGOLN2","T","BTN3A1",NA,NA,NA,NA
"6448","NK:TOR2A_T:ATP5F1B","NK","TOR2A","T","ATP5F1B",NA,NA,NA,NA
"6449","DC:CADM1_T:CRTAM","DC","CADM1","T","CRTAM",NA,NA,NA,NA
"6450","DC:CD86_T:CD28","DC","CD86","T","CD28",NA,NA,NA,NA
"6451","DC:CLEC2D_T:KLRB1","DC","CLEC2D","T","KLRB1",NA,NA,NA,NA
"6452","DC:CTSG_T:F2R","DC","CTSG","T","F2R",NA,NA,NA,NA
"6453","DC:FCGR2A_T:TIGIT","DC","FCGR2A","T","TIGIT",NA,NA,NA,NA
"6454","DC:HLA-A_T:KIR3DL2","DC","HLA-A","T","KIR3DL2",NA,NA,NA,NA
"6455","DC:HLA-A_T:LILRB1","DC","HLA-A","T","LILRB1",NA,NA,NA,NA
"6456","DC:HLA-B_T:KIR3DL2","DC","HLA-B","T","KIR3DL2",NA,NA,NA,NA
"6457","DC:HLA-B_T:LILRB1","DC","HLA-B","T","LILRB1",NA,NA,NA,NA
"6458","DC:LILRB4_T:LAIR1","DC","LILRB4","T","LAIR1",NA,NA,NA,NA
"6459","DC:LMAN1_T:MCFD2","DC","LMAN1","T","MCFD2",NA,NA,NA,NA
"6460","DC:NUCB2_T:ERAP1","DC","NUCB2","T","ERAP1",NA,NA,NA,NA
"6461","DC:POMC_T:ADRB2","DC","POMC","T","ADRB2",NA,NA,NA,NA
"6462","DC:PTAFR_T:MBP","DC","PTAFR","T","MBP",NA,NA,NA,NA
"6463","DC:PTAFR_T:PRNP","DC","PTAFR","T","PRNP",NA,NA,NA,NA
"6464","DC:SELPLG_T:ITGAM","DC","SELPLG","T","ITGAM",NA,NA,NA,NA
"6465","DC:SIRPA_T:TIGIT","DC","SIRPA","T","TIGIT",NA,NA,NA,NA
"6466","DC:ST14_T:BTN3A1","DC","ST14","T","BTN3A1",NA,NA,NA,NA
"6467","DC:TGOLN2_T:BTN3A1","DC","TGOLN2","T","BTN3A1",NA,NA,NA,NA
"6468","DC:TNFSF10_T:RIPK1","DC","TNFSF10","T","RIPK1",NA,NA,NA,NA
"6469","Gran:CD86_T:CD28","Gran","CD86","T","CD28",NA,NA,NA,NA
"6470","Gran:HLA-A_T:KIR3DL2","Gran","HLA-A","T","KIR3DL2",NA,NA,NA,NA
"6471","Gran:HLA-A_T:LILRB1","Gran","HLA-A","T","LILRB1",NA,NA,NA,NA
"6472","Gran:HLA-B_T:KIR3DL2","Gran","HLA-B","T","KIR3DL2",NA,NA,NA,NA
"6473","Gran:HLA-B_T:LILRB1","Gran","HLA-B","T","LILRB1",NA,NA,NA,NA
"6474","Gran:LILRB4_T:LAIR1","Gran","LILRB4","T","LAIR1",NA,NA,NA,NA
"6475","Gran:LMAN1_T:MCFD2","Gran","LMAN1","T","MCFD2",NA,NA,NA,NA
"6476","Gran:NUCB2_T:ERAP1","Gran","NUCB2","T","ERAP1",NA,NA,NA,NA
"6477","Gran:PTAFR_T:PRNP","Gran","PTAFR","T","PRNP",NA,NA,NA,NA
"6478","Gran:SELPLG_T:ITGAM","Gran","SELPLG","T","ITGAM",NA,NA,NA,NA
"6479","Gran:TGOLN2_T:BTN3A1","Gran","TGOLN2","T","BTN3A1",NA,NA,NA,NA
"6480","Gran:TNFSF10_T:RIPK1","Gran","TNFSF10","T","RIPK1",NA,NA,NA,NA
"6481","B:BTLA_T:CD247","B","BTLA","T","CD247",NA,NA,NA,NA
"6482","B:BTLA_T:TNFRSF14","B","BTLA","T","TNFRSF14",NA,NA,NA,NA
"6483","B:CASP8_T:FAS","B","CASP8","T","FAS",NA,NA,NA,NA
"6484","B:CD320_T:TMEM167A","B","CD320","T","TMEM167A",NA,NA,NA,NA
"6485","B:CD72_T:CD5","B","CD72","T","CD5",-0.260419106897373,4.90677899522048e-52,NA,NA
"6486","B:CD86_T:CD28","B","CD86","T","CD28",NA,NA,NA,NA
"6487","B:FYN_T:SPN","B","FYN","T","SPN",NA,NA,NA,NA
"6488","B:HLA-A_T:KIR3DL2","B","HLA-A","T","KIR3DL2",NA,NA,NA,NA
"6489","B:HLA-A_T:LILRB1","B","HLA-A","T","LILRB1",NA,NA,NA,NA
"6490","B:HLA-B_T:KIR3DL2","B","HLA-B","T","KIR3DL2",NA,NA,NA,NA
"6491","B:HLA-B_T:LILRB1","B","HLA-B","T","LILRB1",NA,NA,NA,NA
"6492","B:HLA-C_T:LILRB1","B","HLA-C","T","LILRB1",NA,NA,NA,NA
"6493","B:ICAM2_T:ITGAM","B","ICAM2","T","ITGAM",NA,NA,NA,NA
"6494","B:ICOSLG_T:CD28","B","ICOSLG","T","CD28",NA,NA,NA,NA
"6495","B:ITGB2_T:CD226","B","ITGB2","T","CD226",NA,NA,NA,NA
"6496","B:JAM3_T:ITGAM","B","JAM3","T","ITGAM",NA,NA,NA,NA
"6497","B:JAM3_T:ITGB1","B","JAM3","T","ITGB1",NA,NA,NA,NA
"6498","B:JAM3_T:ITGB2","B","JAM3","T","ITGB2",NA,NA,NA,NA
"6499","B:LMAN1_T:MCFD2","B","LMAN1","T","MCFD2",NA,NA,NA,NA
"6500","B:PIK3R1_T:CBL","B","PIK3R1","T","CBL",NA,NA,NA,NA
"6501","B:POMC_T:ADRB2","B","POMC","T","ADRB2",NA,NA,NA,NA
"6502","B:TGOLN2_T:BTN3A1","B","TGOLN2","T","BTN3A1",NA,NA,NA,NA
"6503","Ery:B2M_T:LILRB1","Ery","B2M","T","LILRB1",NA,NA,NA,NA
"6504","Ery:CASP8_T:FAS","Ery","CASP8","T","FAS",NA,NA,NA,NA
"6505","Ery:CD69_T:KLRB1","Ery","CD69","T","KLRB1",NA,NA,NA,NA
"6506","Ery:CLEC2D_T:KLRB1","Ery","CLEC2D","T","KLRB1",NA,NA,NA,NA
"6507","Ery:FADD_T:FAS","Ery","FADD","T","FAS",NA,NA,NA,NA
"6508","Ery:FADD_T:TRADD","Ery","FADD","T","TRADD",NA,NA,NA,NA
"6509","Ery:FYN_T:SPN","Ery","FYN","T","SPN",NA,NA,NA,NA
"6510","Ery:HLA-A_T:KIR3DL2","Ery","HLA-A","T","KIR3DL2",NA,NA,NA,NA
"6511","Ery:HLA-A_T:LILRB1","Ery","HLA-A","T","LILRB1",NA,NA,NA,NA
"6512","Ery:HLA-B_T:KIR3DL2","Ery","HLA-B","T","KIR3DL2",NA,NA,NA,NA
"6513","Ery:HLA-B_T:LILRB1","Ery","HLA-B","T","LILRB1",NA,NA,NA,NA
"6514","Ery:HLA-C_T:LILRB1","Ery","HLA-C","T","LILRB1",NA,NA,NA,NA
"6515","Ery:HLA-DRA_T:LAG3","Ery","HLA-DRA","T","LAG3",NA,NA,NA,NA
"6516","Ery:ICAM2_T:ITGAM","Ery","ICAM2","T","ITGAM",NA,NA,NA,NA
"6517","Ery:ITGB2_T:CD226","Ery","ITGB2","T","CD226",NA,NA,NA,NA
"6518","Ery:NUCB2_T:ERAP1","Ery","NUCB2","T","ERAP1",-0.39501137665007,1.26413963718238e-83,NA,NA
"6519","Ery:PCSK1N_T:GPR171","Ery","PCSK1N","T","GPR171",NA,NA,NA,NA
"6520","Ery:PIK3R1_T:CBL","Ery","PIK3R1","T","CBL",NA,NA,NA,NA
"6521","Ery:POMC_T:ADRB2","Ery","POMC","T","ADRB2",NA,NA,NA,NA
"6522","Ery:PRNP_T:TNFRSF25","Ery","PRNP","T","TNFRSF25",NA,NA,NA,NA
"6523","Ery:SELPLG_T:ITGAM","Ery","SELPLG","T","ITGAM",NA,NA,NA,NA
"6524","Ery:SELPLG_T:ITGB2","Ery","SELPLG","T","ITGB2",NA,NA,NA,NA
"6525","Ery:SELPLG_T:SELL","Ery","SELPLG","T","SELL",NA,NA,NA,NA
"6526","Ery:SYK_T:LAT","Ery","SYK","T","LAT",NA,NA,NA,NA
"6527","Ery:TGOLN2_T:BTN3A1","Ery","TGOLN2","T","BTN3A1",NA,NA,NA,NA
"6528","Ery:TNFSF13_T:FAS","Ery","TNFSF13","T","FAS",NA,NA,NA,NA
"6529","Ery:TNFSF13_T:TNFRSF14","Ery","TNFSF13","T","TNFRSF14",NA,NA,NA,NA
"6530","HSPC:NECTIN2_NK:TIGIT","HSPC","NECTIN2","NK","TIGIT",NA,NA,NA,NA
"6531","HSPC:NUCB2_NK:ERAP1","HSPC","NUCB2","NK","ERAP1",NA,NA,NA,NA
"6532","HSPC:OCLN_NK:TGFBR1","HSPC","OCLN","NK","TGFBR1",NA,NA,NA,NA
"6533","HSPC:RPS27A_NK:ADRB2","HSPC","RPS27A","NK","ADRB2",NA,NA,NA,NA
"6534","HSPC:RPS27A_NK:RIPK1","HSPC","RPS27A","NK","RIPK1",NA,NA,NA,NA
"6535","HSPC:RPS27A_NK:SMAD3","HSPC","RPS27A","NK","SMAD3",NA,NA,NA,NA
"6536","HSPC:RPS27A_NK:TGFBR1","HSPC","RPS27A","NK","TGFBR1",NA,NA,NA,NA
"6537","HSPC:TGFB1_NK:SMAD3","HSPC","TGFB1","NK","SMAD3",NA,NA,NA,NA
"6538","HSPC:TGFBR2_NK:TGFBR1","HSPC","TGFBR2","NK","TGFBR1",NA,NA,NA,NA
"6539","HSPC:TGOLN2_NK:BTN3A1","HSPC","TGOLN2","NK","BTN3A1",NA,NA,NA,NA
"6540","HSPC:UBA52_NK:ADRB2","HSPC","UBA52","NK","ADRB2",NA,NA,NA,NA
"6541","HSPC:UBA52_NK:NOTCH1","HSPC","UBA52","NK","NOTCH1",NA,NA,NA,NA
"6542","HSPC:UBA52_NK:RIPK1","HSPC","UBA52","NK","RIPK1",NA,NA,NA,NA
"6543","HSPC:UBA52_NK:SMAD3","HSPC","UBA52","NK","SMAD3",NA,NA,NA,NA
"6544","HSPC:UBA52_NK:TGFBR1","HSPC","UBA52","NK","TGFBR1",NA,NA,NA,NA
"6545","HSPC:UBB_NK:ADRB2","HSPC","UBB","NK","ADRB2",NA,NA,NA,NA
"6546","HSPC:UBB_NK:RIPK1","HSPC","UBB","NK","RIPK1",NA,NA,NA,NA
"6547","HSPC:UBB_NK:SMAD3","HSPC","UBB","NK","SMAD3",NA,NA,NA,NA
"6548","HSPC:UBB_NK:TGFBR1","HSPC","UBB","NK","TGFBR1",NA,NA,NA,NA
"6549","HSPC:UBC_NK:ADRB2","HSPC","UBC","NK","ADRB2",NA,NA,NA,NA
"6550","HSPC:UBC_NK:RIPK1","HSPC","UBC","NK","RIPK1",NA,NA,NA,NA
"6551","HSPC:UBC_NK:SMAD3","HSPC","UBC","NK","SMAD3",NA,NA,NA,NA
"6552","HSPC:UBC_NK:TGFBR1","HSPC","UBC","NK","TGFBR1",NA,NA,NA,NA
"6553","HSPC:YBX1_NK:NOTCH1","HSPC","YBX1","NK","NOTCH1",NA,NA,NA,NA
"6554","Mono:CADM1_NK:CRTAM","Mono","CADM1","NK","CRTAM",NA,NA,NA,NA
"6555","Mono:LILRB4_NK:LAIR1","Mono","LILRB4","NK","LAIR1",0.333429879547968,0,NA,NA
"6556","Mono:NUCB2_NK:ERAP1","Mono","NUCB2","NK","ERAP1",NA,NA,NA,NA
"6557","Mono:RPS27A_NK:ADRB2","Mono","RPS27A","NK","ADRB2",NA,NA,NA,NA
"6558","Mono:RPS27A_NK:RIPK1","Mono","RPS27A","NK","RIPK1",NA,NA,NA,NA
"6559","Mono:RPS27A_NK:SMAD3","Mono","RPS27A","NK","SMAD3",NA,NA,NA,NA
"6560","Mono:RPS27A_NK:TGFBR1","Mono","RPS27A","NK","TGFBR1",NA,NA,NA,NA
"6561","Mono:SIRPA_NK:TIGIT","Mono","SIRPA","NK","TIGIT",NA,NA,NA,NA
"6562","Mono:TGFB1_NK:SMAD3","Mono","TGFB1","NK","SMAD3",NA,NA,NA,NA
"6563","Mono:TGFBR1_NK:BMPR2","Mono","TGFBR1","NK","BMPR2",NA,NA,NA,NA
"6564","Mono:TGFBR2_NK:TGFBR1","Mono","TGFBR2","NK","TGFBR1",NA,NA,NA,NA
"6565","Mono:TGOLN2_NK:BTN3A1","Mono","TGOLN2","NK","BTN3A1",NA,NA,NA,NA
"6566","Mono:TXLNA_NK:STX4","Mono","TXLNA","NK","STX4",NA,NA,NA,NA
"6567","Mono:UBA52_NK:ADRB2","Mono","UBA52","NK","ADRB2",NA,NA,NA,NA
"6568","Mono:UBA52_NK:NOTCH1","Mono","UBA52","NK","NOTCH1",NA,NA,NA,NA
"6569","Mono:UBA52_NK:RIPK1","Mono","UBA52","NK","RIPK1",NA,NA,NA,NA
"6570","Mono:UBA52_NK:SMAD3","Mono","UBA52","NK","SMAD3",NA,NA,NA,NA
"6571","Mono:UBA52_NK:TGFBR1","Mono","UBA52","NK","TGFBR1",NA,NA,NA,NA
"6572","Mono:UBB_NK:ADRB2","Mono","UBB","NK","ADRB2",NA,NA,NA,NA
"6573","Mono:UBB_NK:RIPK1","Mono","UBB","NK","RIPK1",NA,NA,NA,NA
"6574","Mono:UBB_NK:SMAD3","Mono","UBB","NK","SMAD3",NA,NA,NA,NA
"6575","Mono:UBB_NK:TGFBR1","Mono","UBB","NK","TGFBR1",NA,NA,NA,NA
"6576","Mono:UBC_NK:ADRB2","Mono","UBC","NK","ADRB2",NA,NA,NA,NA
"6577","Mono:UBC_NK:RIPK1","Mono","UBC","NK","RIPK1",NA,NA,NA,NA
"6578","Mono:UBC_NK:SMAD3","Mono","UBC","NK","SMAD3",NA,NA,NA,NA
"6579","Mono:UBC_NK:TGFBR1","Mono","UBC","NK","TGFBR1",NA,NA,NA,NA
"6580","Mono:YBX1_NK:NOTCH1","Mono","YBX1","NK","NOTCH1",NA,NA,NA,NA
"6581","T:ARRB2_NK:ADRB2","T","ARRB2","NK","ADRB2",NA,NA,NA,NA
"6582","T:NUCB2_NK:ERAP1","T","NUCB2","NK","ERAP1",NA,NA,NA,NA
"6583","T:RPS27A_NK:ADRB2","T","RPS27A","NK","ADRB2",NA,NA,NA,NA
"6584","T:RPS27A_NK:RIPK1","T","RPS27A","NK","RIPK1",NA,NA,NA,NA
"6585","T:RPS27A_NK:SMAD3","T","RPS27A","NK","SMAD3",NA,NA,NA,NA
"6586","T:RPS27A_NK:TGFBR1","T","RPS27A","NK","TGFBR1",NA,NA,NA,NA
"6587","T:TGFB1_NK:SMAD3","T","TGFB1","NK","SMAD3",0.27420084052862,4.92179456757968e-175,NA,NA
"6588","T:TGFBR1_NK:BMPR2","T","TGFBR1","NK","BMPR2",NA,NA,NA,NA
"6589","T:TGFBR2_NK:TGFBR1","T","TGFBR2","NK","TGFBR1",NA,NA,NA,NA
"6590","T:TGOLN2_NK:BTN3A1","T","TGOLN2","NK","BTN3A1",NA,NA,NA,NA
"6591","T:UBA52_NK:ADRB2","T","UBA52","NK","ADRB2",NA,NA,NA,NA
"6592","T:UBA52_NK:NOTCH1","T","UBA52","NK","NOTCH1",NA,NA,NA,NA
"6593","T:UBA52_NK:RIPK1","T","UBA52","NK","RIPK1",NA,NA,NA,NA
"6594","T:UBA52_NK:SMAD3","T","UBA52","NK","SMAD3",NA,NA,NA,NA
"6595","T:UBA52_NK:TGFBR1","T","UBA52","NK","TGFBR1",NA,NA,NA,NA
"6596","T:UBB_NK:ADRB2","T","UBB","NK","ADRB2",NA,NA,NA,NA
"6597","T:UBB_NK:RIPK1","T","UBB","NK","RIPK1",NA,NA,NA,NA
"6598","T:UBB_NK:SMAD3","T","UBB","NK","SMAD3",NA,NA,NA,NA
"6599","T:UBB_NK:TGFBR1","T","UBB","NK","TGFBR1",NA,NA,NA,NA
"6600","T:UBC_NK:ADRB2","T","UBC","NK","ADRB2",NA,NA,NA,NA
"6601","T:UBC_NK:RIPK1","T","UBC","NK","RIPK1",NA,NA,NA,NA
"6602","T:UBC_NK:SMAD3","T","UBC","NK","SMAD3",NA,NA,NA,NA
"6603","T:UBC_NK:TGFBR1","T","UBC","NK","TGFBR1",NA,NA,NA,NA
"6604","T:YBX1_NK:NOTCH1","T","YBX1","NK","NOTCH1",NA,NA,NA,NA
"6605","NK:CD320_NK:TMEM167A","NK","CD320","NK","TMEM167A",NA,NA,NA,NA
"6606","NK:CLEC2D_NK:KLRB1","NK","CLEC2D","NK","KLRB1",NA,NA,NA,NA
"6607","NK:NUCB2_NK:ERAP1","NK","NUCB2","NK","ERAP1",NA,NA,NA,NA
"6608","NK:PECAM1_NK:CD38","NK","PECAM1","NK","CD38",NA,NA,NA,NA
"6609","NK:RPS27A_NK:ADRB2","NK","RPS27A","NK","ADRB2",NA,NA,NA,NA
"6610","NK:RPS27A_NK:RIPK1","NK","RPS27A","NK","RIPK1",NA,NA,NA,NA
"6611","NK:RPS27A_NK:SMAD3","NK","RPS27A","NK","SMAD3",NA,NA,NA,NA
"6612","NK:RPS27A_NK:TGFBR1","NK","RPS27A","NK","TGFBR1",NA,NA,NA,NA
"6613","NK:TGFB1_NK:SMAD3","NK","TGFB1","NK","SMAD3",0.295412803381332,7.68585727178364e-43,NA,NA
"6614","NK:TGFBR1_NK:BMPR2","NK","TGFBR1","NK","BMPR2",NA,NA,NA,NA
"6615","NK:TGFBR2_NK:TGFBR1","NK","TGFBR2","NK","TGFBR1",NA,NA,NA,NA
"6616","NK:TGOLN2_NK:BTN3A1","NK","TGOLN2","NK","BTN3A1",NA,NA,NA,NA
"6617","NK:TOR2A_NK:ATP5F1B","NK","TOR2A","NK","ATP5F1B",NA,NA,0.299817917286333,4.83696075333145e-52
"6618","NK:TXLNA_NK:STX4","NK","TXLNA","NK","STX4",NA,NA,NA,NA
"6619","NK:UBA52_NK:ADRB2","NK","UBA52","NK","ADRB2",NA,NA,NA,NA
"6620","NK:UBA52_NK:NOTCH1","NK","UBA52","NK","NOTCH1",NA,NA,NA,NA
"6621","NK:UBA52_NK:RIPK1","NK","UBA52","NK","RIPK1",NA,NA,NA,NA
"6622","NK:UBA52_NK:SMAD3","NK","UBA52","NK","SMAD3",NA,NA,NA,NA
"6623","NK:UBA52_NK:TGFBR1","NK","UBA52","NK","TGFBR1",NA,NA,NA,NA
"6624","NK:UBB_NK:ADRB2","NK","UBB","NK","ADRB2",NA,NA,NA,NA
"6625","NK:UBB_NK:RIPK1","NK","UBB","NK","RIPK1",NA,NA,NA,NA
"6626","NK:UBB_NK:SMAD3","NK","UBB","NK","SMAD3",NA,NA,NA,NA
"6627","NK:UBB_NK:TGFBR1","NK","UBB","NK","TGFBR1",NA,NA,NA,NA
"6628","NK:UBC_NK:ADRB2","NK","UBC","NK","ADRB2",NA,NA,NA,NA
