id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	B|B	B|DC	B|Ery	B|Gran	B|HSPC	B|Mono	B|T	DC|B	DC|DC	DC|Ery	DC|Gran	DC|HSPC	DC|Mono	DC|T	Ery|B	Ery|DC	Ery|Ery	Ery|Gran	Ery|HSPC	Ery|Mono	Ery|T	Gran|B	Gran|DC	Gran|Ery	Gran|Gran	Gran|HSPC	Gran|Mono	Gran|T	HSPC|B	HSPC|DC	HSPC|Ery	HSPC|Gran	HSPC|HSPC	HSPC|Mono	HSPC|T	Mono|B	Mono|DC	Mono|Ery	Mono|Gran	Mono|HSPC	Mono|Mono	Mono|T	T|B	T|DC	T|Ery	T|Gran	T|HSPC	T|Mono	T|T
CPI-SS0B24309C7	SDC1_MDK	simple:P18827	simple:P21741	SDC1	MDK	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.003	0.0	0.013	0.042	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0A11F7B60	ITGA4_MDK	simple:P13612	simple:P21741	ITGA4	MDK	False	False	False	user_curated	False	0.061	0.053	0.0	0.062	0.091	0.066	0.0	0.467	0.458	0.0	0.467	0.497	0.471	0.0	0.531	0.523	0.0	0.532	0.562	0.536	0.0	0.257	0.248	0.0	0.258	0.287	0.262	0.0	0.248	0.239	0.0	0.248	0.278	0.252	0.0	0.255	0.246	0.0	0.256	0.285	0.26	0.0	0.265	0.256	0.0	0.266	0.295	0.27	0.0
CPI-SS071E11D75	SDC3_MDK	simple:O75056	simple:P21741	SDC3	MDK	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.009	0.0	0.018	0.048	0.022	0.0	0.012	0.004	0.0	0.013	0.043	0.017	0.0	0.017	0.008	0.0	0.018	0.047	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS03EA1937C	NCL_MDK	simple:P19338	simple:P21741	NCL	MDK	False	False	False	user_curated	False	0.695	0.686	0.0	0.695	0.725	0.699	0.0	0.577	0.569	0.0	0.578	0.607	0.582	0.0	0.447	0.438	0.0	0.448	0.477	0.452	0.0	0.56	0.551	0.0	0.56	0.59	0.564	0.0	0.686	0.678	0.0	0.687	0.716	0.691	0.0	0.444	0.435	0.0	0.445	0.474	0.449	0.0	0.436	0.428	0.0	0.437	0.466	0.441	0.0
CPI-SS0532E1B1B	ITGB2_SELPLG	simple:P05107	simple:Q14242	ITGB2	SELPLG	False	False	False	user_curated	False	0.049	0.126	0.0	0.167	0.076	0.133	0.056	0.582	0.658	0.0	0.7	0.609	0.666	0.589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.69	0.766	0.0	0.807	0.716	0.774	0.696	0.153	0.229	0.0	0.271	0.18	0.237	0.159	0.713	0.79	0.0	0.831	0.74	0.797	0.72	0.116	0.193	0.0	0.234	0.143	0.2	0.123
CPI-SS0F2A2CC0A	ITGAM_SELPLG	simple:P11215	simple:Q14242	ITGAM	SELPLG	False	False	False	user_curated	False	0.054	0.131	0.0	0.172	0.081	0.138	0.061	0.095	0.172	0.0	0.213	0.122	0.18	0.102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.241	0.318	0.0	0.359	0.268	0.325	0.248	0.022	0.098	0.0	0.14	0.049	0.106	0.028	0.229	0.305	0.0	0.347	0.256	0.313	0.236	0.055	0.132	0.0	0.173	0.082	0.139	0.062
CPI-SS07994434F	SIGLEC5_SELPLG	simple:O15389	simple:Q14242	SIGLEC5	SELPLG	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.099	0.0	0.14	0.049	0.106	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.098	0.0	0.139	0.048	0.105	0.028	0.022	0.099	0.0	0.14	0.049	0.106	0.029	0.03	0.106	0.0	0.148	0.056	0.114	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0B553DE0F	VCAN_SELPLG	simple:P13611	simple:Q14242	VCAN	SELPLG	False	False	False	user_curated	False	0.09	0.166	0.0	0.208	0.117	0.174	0.097	0.372	0.448	0.0	0.49	0.399	0.456	0.378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.348	1.425	0.0	1.466	1.375	1.432	1.355	0.038	0.114	0.0	0.156	0.065	0.122	0.044	1.473	1.55	0.0	1.591	1.5	1.557	1.48	0.062	0.139	0.0	0.18	0.089	0.146	0.069
CPI-SS087321EB5	SELL_SELPLG	simple:P14151	simple:Q14242	SELL	SELPLG	False	False	False	user_curated	False	0.05	0.127	0.0	0.168	0.077	0.134	0.057	0.319	0.396	0.0	0.437	0.346	0.403	0.326	0.077	0.154	0.0	0.195	0.104	0.162	0.084	0.463	0.54	0.0	0.581	0.49	0.547	0.47	0.264	0.341	0.0	0.382	0.291	0.348	0.271	0.37	0.446	0.0	0.488	0.397	0.454	0.377	0.126	0.202	0.0	0.244	0.153	0.21	0.133
CPI-SS0FEFADBE0	ITGB2_CD14	simple:P05107	simple:P08571	ITGB2	CD14	False	False	False	user_curated	False	0.072	0.068	0.0	0.319	0.047	0.409	0.0	0.604	0.601	0.0	0.852	0.58	0.941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.712	0.708	0.0	0.96	0.688	1.049	0.0	0.175	0.171	0.0	0.423	0.151	0.512	0.0	0.736	0.732	0.0	0.983	0.711	1.073	0.0	0.139	0.135	0.0	0.386	0.114	0.476	0.0
CPI-SS0294C06D0	ITGB1_CD14	simple:P05556	simple:P08571	ITGB1	CD14	False	False	False	user_curated	False	0.188	0.184	0.0	0.435	0.163	0.525	0.0	0.263	0.259	0.0	0.511	0.239	0.6	0.0	0.325	0.321	0.0	0.573	0.301	0.662	0.0	0.305	0.301	0.0	0.552	0.28	0.642	0.0	0.196	0.192	0.0	0.443	0.171	0.533	0.0	0.297	0.293	0.0	0.544	0.272	0.634	0.0	0.138	0.134	0.0	0.385	0.113	0.475	0.0
CPI-SS077F3546C	TLR4_CD14	simple:O00206	simple:P08571	TLR4	CD14	False	False	False	user_curated	False	0.055	0.051	0.0	0.302	0.03	0.392	0.0	0.105	0.101	0.0	0.353	0.081	0.442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.226	0.222	0.0	0.473	0.201	0.563	0.0	0.062	0.058	0.0	0.309	0.037	0.399	0.0	0.238	0.234	0.0	0.486	0.214	0.575	0.0	0.098	0.094	0.0	0.345	0.073	0.435	0.0
CPI-SS09AEB9397	APOA1_CD14	simple:P02647	simple:P08571	APOA1	CD14	False	False	False	user_curated	False	0.055	0.051	0.0	0.302	0.03	0.392	0.0	0.065	0.061	0.0	0.312	0.04	0.402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.063	0.059	0.0	0.31	0.038	0.4	0.0	0.076	0.072	0.0	0.323	0.051	0.413	0.0	0.047	0.043	0.0	0.294	0.022	0.384	0.0	0.064	0.06	0.0	0.311	0.039	0.401	0.0
CPI-SS082B13B46	TLR2_CD14	simple:O60603	simple:P08571	TLR2	CD14	False	False	False	user_curated	False	0.056	0.052	0.0	0.303	0.031	0.393	0.0	0.082	0.078	0.0	0.329	0.057	0.419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.088	0.084	0.0	0.335	0.063	0.425	0.0	0.063	0.059	0.0	0.311	0.039	0.4	0.0	0.087	0.083	0.0	0.334	0.062	0.424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS05232CAF9	ITGB2_SPON2	simple:P05107	simple:Q9BUD6	ITGB2	SPON2	False	False	False	user_curated	False	0.0	0.042	0.0	0.042	0.066	0.04	0.0	0.0	0.575	0.0	0.574	0.599	0.573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.683	0.0	0.682	0.707	0.68	0.0	0.0	0.146	0.0	0.145	0.17	0.143	0.0	0.0	0.707	0.0	0.706	0.73	0.704	0.0	0.0	0.109	0.0	0.109	0.133	0.107	0.0
CPI-SS09D3BE100	ITGB1_SPON2	simple:P05556	simple:Q9BUD6	ITGB1	SPON2	False	False	False	user_curated	False	0.0	0.159	0.0	0.158	0.182	0.156	0.0	0.0	0.234	0.0	0.233	0.258	0.231	0.0	0.0	0.296	0.0	0.295	0.32	0.293	0.0	0.0	0.275	0.0	0.275	0.299	0.273	0.0	0.0	0.166	0.0	0.166	0.19	0.164	0.0	0.0	0.268	0.0	0.267	0.291	0.265	0.0	0.0	0.108	0.0	0.108	0.132	0.106	0.0
CPI-SS07DCF8E87	ITGA5_SPON2	simple:P08648	simple:Q9BUD6	ITGA5	SPON2	False	False	False	user_curated	False	0.0	0.023	0.0	0.022	0.047	0.021	0.0	0.0	0.117	0.0	0.116	0.141	0.114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.082	0.0	0.081	0.106	0.079	0.0	0.0	0.054	0.0	0.053	0.078	0.051	0.0	0.0	0.096	0.0	0.095	0.12	0.093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS03BD26E5B	ITGAM_SPON2	simple:P11215	simple:Q9BUD6	ITGAM	SPON2	False	False	False	user_curated	False	0.0	0.048	0.0	0.047	0.072	0.045	0.0	0.0	0.089	0.0	0.088	0.113	0.086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.235	0.0	0.234	0.258	0.232	0.0	0.0	0.015	0.0	0.014	0.039	0.012	0.0	0.0	0.222	0.0	0.221	0.246	0.22	0.0	0.0	0.048	0.0	0.048	0.072	0.046	0.0
CPI-SS00EC73CED	ITGA4_SPON2	simple:P13612	simple:Q9BUD6	ITGA4	SPON2	False	False	False	user_curated	False	0.0	0.061	0.0	0.06	0.084	0.058	0.0	0.0	0.466	0.0	0.465	0.49	0.463	0.0	0.0	0.531	0.0	0.53	0.554	0.528	0.0	0.0	0.256	0.0	0.255	0.28	0.254	0.0	0.0	0.247	0.0	0.246	0.271	0.244	0.0	0.0	0.254	0.0	0.253	0.278	0.252	0.0	0.0	0.264	0.0	0.264	0.288	0.262	0.0
CPI-SS05D25F39E	ITGB2_JAM3	simple:P05107	simple:Q9BX67	ITGB2	JAM3	False	False	False	user_curated	False	0.0	0.0	0.0	0.034	0.044	0.033	0.0	0.0	0.0	0.0	0.566	0.576	0.565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.674	0.684	0.673	0.0	0.0	0.0	0.0	0.137	0.147	0.136	0.0	0.0	0.0	0.0	0.698	0.708	0.697	0.0	0.0	0.0	0.0	0.101	0.11	0.1	0.0
CPI-SS0542D117A	ITGB1_JAM3	simple:P05556	simple:Q9BX67	ITGB1	JAM3	False	False	False	user_curated	False	0.0	0.0	0.0	0.15	0.16	0.149	0.0	0.0	0.0	0.0	0.225	0.235	0.224	0.0	0.0	0.0	0.0	0.287	0.297	0.286	0.0	0.0	0.0	0.0	0.267	0.276	0.266	0.0	0.0	0.0	0.0	0.158	0.167	0.157	0.0	0.0	0.0	0.0	0.259	0.269	0.258	0.0	0.0	0.0	0.0	0.1	0.109	0.099	0.0
CPI-SS03DE1223C	ITGAM_JAM3	simple:P11215	simple:Q9BX67	ITGAM	JAM3	False	False	False	user_curated	False	0.0	0.0	0.0	0.039	0.049	0.038	0.0	0.0	0.0	0.0	0.08	0.09	0.079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.226	0.236	0.225	0.0	0.0	0.0	0.0	0.006	0.016	0.005	0.0	0.0	0.0	0.0	0.213	0.223	0.212	0.0	0.0	0.0	0.0	0.04	0.049	0.039	0.0
CPI-SS087B53ABF	JAM2_JAM3	simple:P57087	simple:Q9BX67	JAM2	JAM3	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.016	0.005	0.0	0.0	0.0	0.0	0.008	0.018	0.007	0.0	0.0	0.0	0.0	0.003	0.013	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0551A73E8	PARD3_JAM3	simple:Q8TEW0	simple:Q9BX67	PARD3	JAM3	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.021	0.011	0.0	0.0	0.0	0.0	0.029	0.038	0.028	0.0	0.0	0.0	0.0	0.012	0.022	0.011	0.0	0.0	0.0	0.0	0.021	0.031	0.02	0.0	0.0	0.0	0.0	0.008	0.018	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS07939D079	ITGB2_S100A8	simple:P05107	simple:P05109	ITGB2	S100A8	False	False	False	user_curated	False	0.168	0.717	0.252	2.412	0.101	2.255	0.302	0.7	1.249	0.785	2.945	0.634	2.787	0.835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.808	1.357	0.893	3.053	0.742	2.895	0.943	0.271	0.82	0.356	2.516	0.205	2.358	0.406	0.832	1.381	0.917	3.076	0.765	2.919	0.966	0.235	0.784	0.319	2.479	0.168	2.322	0.369
CPI-SS0EB5D4AA1	TLR4_S100A8	simple:O00206	simple:P05109	TLR4	S100A8	False	False	False	user_curated	False	0.151	0.7	0.236	2.395	0.084	2.238	0.285	0.201	0.75	0.286	2.446	0.135	2.288	0.336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.322	0.871	0.406	2.566	0.255	2.408	0.456	0.158	0.707	0.242	2.402	0.091	2.245	0.292	0.334	0.883	0.419	2.579	0.268	2.421	0.469	0.194	0.743	0.279	2.439	0.128	2.281	0.329
CPI-SS0EBE756E8	ITGB2_S100A9	simple:P05107	simple:P06702	ITGB2	S100A9	False	False	False	user_curated	False	0.448	1.015	0.289	2.738	0.184	2.641	0.49	0.981	1.548	0.821	3.27	0.717	3.173	1.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.089	1.655	0.929	3.378	0.825	3.281	1.13	0.552	1.118	0.392	2.841	0.288	2.744	0.593	1.112	1.679	0.953	3.402	0.848	3.305	1.154	0.515	1.082	0.356	2.804	0.251	2.708	0.557
CPI-SS0A15A5445	TLR4_S100A9	simple:O00206	simple:P06702	TLR4	S100A9	False	False	False	user_curated	False	0.431	0.998	0.272	2.721	0.167	2.624	0.473	0.482	1.048	0.322	2.771	0.218	2.674	0.523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.602	1.169	0.442	2.891	0.338	2.795	0.643	0.438	1.005	0.278	2.727	0.174	2.631	0.479	0.615	1.181	0.455	2.904	0.351	2.807	0.656	0.475	1.041	0.315	2.764	0.211	2.667	0.516
CPI-SS0E18854A9	ITGB2_FCER2	simple:P05107	simple:P06734	ITGB2	FCER2	False	False	False	user_curated	False	0.247	0.063	0.0	0.049	0.035	0.041	0.0	0.78	0.596	0.0	0.582	0.568	0.573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.888	0.704	0.0	0.69	0.675	0.681	0.0	0.351	0.167	0.0	0.153	0.139	0.144	0.0	0.911	0.727	0.0	0.713	0.699	0.705	0.0	0.314	0.13	0.0	0.116	0.102	0.107	0.0
CPI-SS03540A7B0	ITGB2_ICAM2	simple:P05107	simple:P13598	ITGB2	ICAM2	False	False	False	user_curated	False	0.077	0.102	0.0	0.148	0.122	0.132	0.0	0.61	0.635	0.0	0.68	0.655	0.665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.718	0.743	0.0	0.788	0.762	0.772	0.0	0.181	0.206	0.0	0.251	0.225	0.236	0.0	0.741	0.766	0.0	0.812	0.786	0.796	0.0	0.144	0.169	0.0	0.215	0.189	0.199	0.0
CPI-SS008AB1136	ITGAM_ICAM2	simple:P11215	simple:P13598	ITGAM	ICAM2	False	False	False	user_curated	False	0.083	0.108	0.0	0.153	0.127	0.137	0.0	0.124	0.149	0.0	0.194	0.168	0.178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.269	0.294	0.0	0.34	0.314	0.324	0.0	0.05	0.075	0.0	0.12	0.095	0.105	0.0	0.257	0.282	0.0	0.327	0.302	0.312	0.0	0.083	0.108	0.0	0.154	0.128	0.138	0.0
CPI-SS06DE77FEF	ITGB2_ICAM3	simple:P05107	simple:P32942	ITGB2	ICAM3	False	False	False	user_curated	False	0.242	0.389	0.0	0.364	0.332	0.327	0.245	0.774	0.922	0.0	0.896	0.864	0.859	0.777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.882	1.03	0.0	1.004	0.972	0.967	0.885	0.345	0.493	0.0	0.467	0.435	0.43	0.348	0.906	1.053	0.0	1.028	0.996	0.991	0.909	0.309	0.456	0.0	0.43	0.399	0.394	0.311
CPI-SS0309446DA	ITGAL_ICAM3	simple:P20701	simple:P32942	ITGAL	ICAM3	False	False	False	user_curated	False	0.224	0.372	0.0	0.346	0.314	0.309	0.227	0.344	0.491	0.0	0.465	0.434	0.429	0.346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.405	0.552	0.0	0.526	0.495	0.49	0.407	0.231	0.379	0.0	0.353	0.321	0.316	0.234	0.404	0.552	0.0	0.526	0.494	0.489	0.407	0.238	0.386	0.0	0.36	0.328	0.323	0.241
CPI-SS0CEB36C52	ITGB2_ICAM5	simple:P05107	simple:Q9UMF0	ITGB2	ICAM5	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.036	0.032	0.0	0.0	0.0	0.0	0.0	0.569	0.565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.677	0.673	0.0	0.0	0.0	0.0	0.0	0.14	0.136	0.0	0.0	0.0	0.0	0.0	0.7	0.696	0.0	0.0	0.0	0.0	0.0	0.103	0.099	0.0
CPI-SS0C980DB1D	ITGAL_ICAM5	simple:P20701	simple:Q9UMF0	ITGAL	ICAM5	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.019	0.015	0.0	0.0	0.0	0.0	0.0	0.138	0.134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.199	0.195	0.0	0.0	0.0	0.0	0.0	0.026	0.022	0.0	0.0	0.0	0.0	0.0	0.199	0.195	0.0	0.0	0.0	0.0	0.0	0.033	0.029	0.0
CPI-SS07EC55C69	MICA_ICAM5	simple:Q29983	simple:Q9UMF0	MICA	ICAM5	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.011	0.0	0.0	0.0	0.0	0.0	0.117	0.113	0.0	0.0	0.0	0.0	0.0	0.012	0.008	0.0	0.0	0.0	0.0	0.0	0.019	0.015	0.0	0.0	0.0	0.0	0.0	0.015	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS02B184FA2	ITGAL_LYZ	simple:P20701	simple:P61626	ITGAL	LYZ	False	False	False	user_curated	False	0.675	2.042	0.77	2.673	0.45	2.698	0.859	0.794	2.161	0.89	2.792	0.569	2.817	0.978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.855	2.222	0.951	2.853	0.63	2.878	1.039	0.682	2.049	0.777	2.68	0.457	2.705	0.866	0.855	2.222	0.95	2.853	0.63	2.878	1.038	0.689	2.056	0.784	2.687	0.464	2.712	0.872
CPI-SS0485DB044	HLA-C_CD8B	simple:P10321	simple:P10966	HLA-C	CD8B	False	False	False	user_curated	False	0.0	0.923	0.0	0.0	0.0	0.0	0.0	0.0	0.991	0.0	0.0	0.0	0.0	0.0	0.0	0.48	0.0	0.0	0.0	0.0	0.0	0.0	0.998	0.0	0.0	0.0	0.0	0.0	0.0	0.621	0.0	0.0	0.0	0.0	0.0	0.0	1.013	0.0	0.0	0.0	0.0	0.0	0.0	1.057	0.0	0.0	0.0	0.0	0.0
CPI-SS0E3102540	HLA-B_CD8B	simple:P01889	simple:P10966	HLA-B	CD8B	False	False	False	user_curated	False	0.0	1.436	0.0	0.0	0.0	0.0	0.0	0.0	1.351	0.0	0.0	0.0	0.0	0.0	0.0	0.318	0.0	0.0	0.0	0.0	0.0	0.0	1.374	0.0	0.0	0.0	0.0	0.0	0.0	0.989	0.0	0.0	0.0	0.0	0.0	0.0	1.428	0.0	0.0	0.0	0.0	0.0	0.0	1.575	0.0	0.0	0.0	0.0	0.0
CPI-SS06CBA6036	HLA-A_CD8B	simple:P04439	simple:P10966	HLA-A	CD8B	False	False	False	user_curated	False	0.0	1.095	0.0	0.0	0.0	0.0	0.0	0.0	1.11	0.0	0.0	0.0	0.0	0.0	0.0	0.764	0.0	0.0	0.0	0.0	0.0	0.0	1.09	0.0	0.0	0.0	0.0	0.0	0.0	0.896	0.0	0.0	0.0	0.0	0.0	0.0	1.157	0.0	0.0	0.0	0.0	0.0	0.0	1.425	0.0	0.0	0.0	0.0	0.0
CPI-SS0B6AD844B	LCK_CD8B	simple:P06239	simple:P10966	LCK	CD8B	False	False	False	user_curated	False	0.0	0.089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.099	0.0	0.0	0.0	0.0	0.0
CPI-SS0C3A216C7	HLA-C_KIR2DL1	simple:P10321	simple:P43626	HLA-C	KIR2DL1	False	False	False	user_curated	False	0.938	0.0	0.0	0.0	0.0	0.0	0.0	1.006	0.0	0.0	0.0	0.0	0.0	0.0	0.495	0.0	0.0	0.0	0.0	0.0	0.0	1.012	0.0	0.0	0.0	0.0	0.0	0.0	0.636	0.0	0.0	0.0	0.0	0.0	0.0	1.027	0.0	0.0	0.0	0.0	0.0	0.0	1.072	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0E9751BD3	HLA-B_KIR2DL1	simple:P01889	simple:P43626	HLA-B	KIR2DL1	False	False	False	user_curated	False	1.45	0.0	0.0	0.0	0.0	0.0	0.0	1.365	0.0	0.0	0.0	0.0	0.0	0.0	0.333	0.0	0.0	0.0	0.0	0.0	0.0	1.388	0.0	0.0	0.0	0.0	0.0	0.0	1.004	0.0	0.0	0.0	0.0	0.0	0.0	1.442	0.0	0.0	0.0	0.0	0.0	0.0	1.59	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS050610655	HLA-A_KIR2DL1	simple:P04439	simple:P43626	HLA-A	KIR2DL1	False	False	False	user_curated	False	1.11	0.0	0.0	0.0	0.0	0.0	0.0	1.125	0.0	0.0	0.0	0.0	0.0	0.0	0.779	0.0	0.0	0.0	0.0	0.0	0.0	1.105	0.0	0.0	0.0	0.0	0.0	0.0	0.911	0.0	0.0	0.0	0.0	0.0	0.0	1.172	0.0	0.0	0.0	0.0	0.0	0.0	1.44	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0FAD02171	HLA-C_NOTCH4	simple:P10321	simple:Q99466	HLA-C	NOTCH4	False	False	False	user_curated	False	0.0	0.0	0.0	0.923	0.919	0.925	0.0	0.0	0.0	0.0	0.991	0.987	0.993	0.0	0.0	0.0	0.0	0.48	0.476	0.482	0.0	0.0	0.0	0.0	0.998	0.993	1.0	0.0	0.0	0.0	0.0	0.621	0.617	0.623	0.0	0.0	0.0	0.0	1.013	1.008	1.015	0.0	0.0	0.0	0.0	1.057	1.053	1.059	0.0
CPI-SS0D37C7C70	DLK1_NOTCH4	simple:P80370	simple:Q99466	DLK1	NOTCH4	False	False	False	user_curated	False	0.0	0.0	0.0	0.087	0.083	0.089	0.0	0.0	0.0	0.0	0.035	0.031	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.029	0.035	0.0	0.0	0.0	0.0	0.064	0.059	0.066	0.0	0.0	0.0	0.0	0.043	0.039	0.045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0FB5FE587	DLL1_NOTCH4	simple:O00548	simple:Q99466	DLL1	NOTCH4	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.003	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS08998A6B8	PSEN1_NOTCH4	simple:P49768	simple:Q99466	PSEN1	NOTCH4	False	False	False	user_curated	False	0.0	0.0	0.0	0.114	0.11	0.116	0.0	0.0	0.0	0.0	0.061	0.057	0.063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.158	0.154	0.16	0.0	0.0	0.0	0.0	0.047	0.043	0.049	0.0	0.0	0.0	0.0	0.118	0.114	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0837E9F59	JAG1_NOTCH4	simple:P78504	simple:Q99466	JAG1	NOTCH4	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.011	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.035	0.042	0.0	0.0	0.0	0.0	0.012	0.008	0.014	0.0	0.0	0.0	0.0	0.032	0.028	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0F9AAE9EF	MAML2_NOTCH4	simple:Q8IZL2	simple:Q99466	MAML2	NOTCH4	False	False	False	user_curated	False	0.0	0.0	0.0	0.061	0.057	0.063	0.0	0.0	0.0	0.0	0.025	0.02	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.022	0.028	0.0	0.0	0.0	0.0	0.02	0.016	0.022	0.0	0.0	0.0	0.0	0.036	0.032	0.038	0.0	0.0	0.0	0.0	0.164	0.16	0.166	0.0
CPI-SS08DDBC107	HLA-C_FAM3C	simple:P10321	simple:Q92520	HLA-C	FAM3C	False	False	False	user_curated	False	0.999	0.945	0.986	0.964	0.954	0.962	0.0	1.067	1.013	1.054	1.032	1.021	1.029	0.0	0.556	0.502	0.543	0.521	0.51	0.518	0.0	1.074	1.019	1.061	1.038	1.028	1.036	0.0	0.697	0.643	0.684	0.662	0.652	0.66	0.0	1.089	1.034	1.076	1.053	1.043	1.051	0.0	1.133	1.079	1.12	1.098	1.088	1.096	0.0
CPI-SS01158CABF	FFAR2_FAM3C	simple:O15552	simple:Q92520	FFAR2	FAM3C	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.098	0.044	0.085	0.063	0.053	0.061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.098	0.043	0.085	0.063	0.052	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
