id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	B|B	B|Ery	B|Gran	B|HSPC	B|Mono	B|NK	B|T	Ery|B	Ery|Ery	Ery|Gran	Ery|HSPC	Ery|Mono	Ery|NK	Ery|T	Gran|B	Gran|Ery	Gran|Gran	Gran|HSPC	Gran|Mono	Gran|NK	Gran|T	HSPC|B	HSPC|Ery	HSPC|Gran	HSPC|HSPC	HSPC|Mono	HSPC|NK	HSPC|T	Mono|B	Mono|Ery	Mono|Gran	Mono|HSPC	Mono|Mono	Mono|NK	Mono|T	NK|B	NK|Ery	NK|Gran	NK|HSPC	NK|Mono	NK|NK	NK|T	T|B	T|Ery	T|Gran	T|HSPC	T|Mono	T|NK	T|T
CPI-SS0ACD6DB3B	ITGB2_MDK	simple:P05107	simple:P21741	ITGB2	MDK	False	False	False	user_curated	False	0.06	0.059	0.0	0.161	0.0	0.0	0.057	0.04	0.039	0.0	0.142	0.0	0.0	0.038	0.686	0.686	0.0	0.788	0.0	0.0	0.684	0.117	0.116	0.0	0.218	0.0	0.0	0.114	0.776	0.776	0.0	0.878	0.0	0.0	0.774	0.723	0.723	0.0	0.825	0.0	0.0	0.721	0.405	0.405	0.0	0.507	0.0	0.0	0.403
CPI-SS0B43CF7D7	ITGB1_MDK	simple:P05556	simple:P21741	ITGB1	MDK	False	False	False	user_curated	False	0.106	0.106	0.0	0.208	0.0	0.0	0.104	0.342	0.341	0.0	0.444	0.0	0.0	0.34	0.433	0.433	0.0	0.535	0.0	0.0	0.431	0.221	0.221	0.0	0.323	0.0	0.0	0.219	0.492	0.491	0.0	0.593	0.0	0.0	0.489	0.405	0.404	0.0	0.506	0.0	0.0	0.403	0.355	0.354	0.0	0.457	0.0	0.0	0.353
CPI-SS0B24309C7	SDC1_MDK	simple:P18827	simple:P21741	SDC1	MDK	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.008	0.0	0.11	0.0	0.0	0.007
CPI-SS0A11F7B60	ITGA4_MDK	simple:P13612	simple:P21741	ITGA4	MDK	False	False	False	user_curated	False	0.36	0.36	0.0	0.462	0.0	0.0	0.358	0.536	0.535	0.0	0.637	0.0	0.0	0.533	0.415	0.414	0.0	0.516	0.0	0.0	0.412	0.351	0.35	0.0	0.452	0.0	0.0	0.348	0.102	0.101	0.0	0.203	0.0	0.0	0.099	0.322	0.322	0.0	0.424	0.0	0.0	0.32	0.345	0.344	0.0	0.446	0.0	0.0	0.342
CPI-SS071E11D75	SDC3_MDK	simple:O75056	simple:P21741	SDC3	MDK	False	False	False	user_curated	False	0.016	0.015	0.0	0.118	0.0	0.0	0.014	0.011	0.011	0.0	0.113	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.006	0.0	0.109	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS03EA1937C	NCL_MDK	simple:P19338	simple:P21741	NCL	MDK	False	False	False	user_curated	False	0.402	0.402	0.0	0.504	0.0	0.0	0.4	0.65	0.65	0.0	0.752	0.0	0.0	0.648	0.728	0.727	0.0	0.83	0.0	0.0	0.726	0.646	0.645	0.0	0.748	0.0	0.0	0.644	0.199	0.199	0.0	0.301	0.0	0.0	0.197	0.694	0.694	0.0	0.796	0.0	0.0	0.692	0.469	0.469	0.0	0.571	0.0	0.0	0.467
CPI-SS0532E1B1B	ITGB2_SELPLG	simple:P05107	simple:Q14242	ITGB2	SELPLG	False	False	False	user_curated	False	0.059	0.069	0.0	0.065	0.0	0.183	0.114	0.039	0.049	0.0	0.045	0.0	0.164	0.095	0.685	0.695	0.0	0.692	0.0	0.81	0.741	0.116	0.126	0.0	0.122	0.0	0.24	0.171	0.775	0.785	0.0	0.782	0.0	0.9	0.831	0.722	0.732	0.0	0.729	0.0	0.847	0.778	0.405	0.414	0.0	0.411	0.0	0.529	0.46
CPI-SS0F2A2CC0A	ITGAM_SELPLG	simple:P11215	simple:Q14242	ITGAM	SELPLG	False	False	False	user_curated	False	0.026	0.036	0.0	0.033	0.0	0.151	0.082	0.012	0.022	0.0	0.019	0.0	0.137	0.068	0.075	0.085	0.0	0.081	0.0	0.199	0.13	0.012	0.021	0.0	0.018	0.0	0.136	0.067	0.463	0.472	0.0	0.469	0.0	0.587	0.518	0.175	0.184	0.0	0.181	0.0	0.299	0.23	0.049	0.059	0.0	0.055	0.0	0.173	0.105
CPI-SS07994434F	SIGLEC5_SELPLG	simple:O15389	simple:Q14242	SIGLEC5	SELPLG	False	False	False	user_curated	False	0.013	0.023	0.0	0.019	0.0	0.137	0.068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.016	0.0	0.013	0.0	0.131	0.062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0B553DE0F	VCAN_SELPLG	simple:P13611	simple:Q14242	VCAN	SELPLG	False	False	False	user_curated	False	0.025	0.035	0.0	0.031	0.0	0.149	0.08	0.034	0.043	0.0	0.04	0.0	0.158	0.089	0.595	0.605	0.0	0.602	0.0	0.72	0.651	0.019	0.029	0.0	0.025	0.0	0.143	0.074	1.116	1.126	0.0	1.122	0.0	1.24	1.171	0.051	0.061	0.0	0.057	0.0	0.175	0.106	0.027	0.037	0.0	0.034	0.0	0.152	0.083
CPI-SS087321EB5	SELL_SELPLG	simple:P14151	simple:Q14242	SELL	SELPLG	False	False	False	user_curated	False	0.1	0.11	0.0	0.106	0.0	0.224	0.155	0.021	0.031	0.0	0.027	0.0	0.145	0.076	0.185	0.195	0.0	0.192	0.0	0.31	0.241	0.48	0.49	0.0	0.487	0.0	0.605	0.536	0.232	0.242	0.0	0.239	0.0	0.357	0.288	0.359	0.369	0.0	0.366	0.0	0.484	0.415	0.102	0.112	0.0	0.109	0.0	0.227	0.158
CPI-SS02B7540B0	SELP_SELPLG	simple:P16109	simple:Q14242	SELP	SELPLG	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.016	0.0	0.013	0.0	0.131	0.062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.02	0.0	0.017	0.0	0.135	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0FEFADBE0	ITGB2_CD14	simple:P05107	simple:P08571	ITGB2	CD14	False	False	False	user_curated	False	0.058	0.06	0.125	0.055	0.349	0.078	0.063	0.038	0.04	0.106	0.035	0.33	0.058	0.043	0.684	0.686	0.752	0.682	0.976	0.704	0.69	0.115	0.117	0.182	0.112	0.406	0.134	0.12	0.774	0.776	0.842	0.772	1.066	0.794	0.78	0.721	0.723	0.789	0.719	1.013	0.741	0.727	0.404	0.406	0.471	0.401	0.695	0.423	0.409
CPI-SS0294C06D0	ITGB1_CD14	simple:P05556	simple:P08571	ITGB1	CD14	False	False	False	user_curated	False	0.105	0.107	0.172	0.102	0.396	0.124	0.11	0.34	0.342	0.408	0.337	0.632	0.36	0.345	0.432	0.433	0.499	0.429	0.723	0.451	0.437	0.219	0.221	0.287	0.217	0.511	0.239	0.225	0.49	0.492	0.557	0.487	0.781	0.509	0.495	0.403	0.405	0.47	0.4	0.694	0.423	0.408	0.353	0.355	0.421	0.351	0.645	0.373	0.359
CPI-SS077F3546C	TLR4_CD14	simple:O00206	simple:P08571	TLR4	CD14	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.012	0.078	0.007	0.302	0.03	0.015	0.071	0.073	0.138	0.068	0.362	0.09	0.076	0.012	0.014	0.079	0.009	0.303	0.032	0.017	0.241	0.243	0.309	0.239	0.533	0.261	0.247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.009	0.075	0.004	0.299	0.027	0.012
CPI-SS09AEB9397	APOA1_CD14	simple:P02647	simple:P08571	APOA1	CD14	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.01	0.076	0.006	0.3	0.028	0.014	0.052	0.054	0.119	0.049	0.343	0.072	0.057	0.113	0.115	0.18	0.11	0.404	0.132	0.118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.023	0.088	0.018	0.312	0.041	0.026	0.012	0.014	0.08	0.01	0.304	0.032	0.018
CPI-SS082B13B46	TLR2_CD14	simple:O60603	simple:P08571	TLR2	CD14	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.01	0.075	0.005	0.299	0.027	0.013	0.272	0.274	0.34	0.27	0.564	0.292	0.278	0.039	0.041	0.107	0.037	0.331	0.059	0.045	0.401	0.403	0.468	0.398	0.692	0.42	0.406	0.014	0.016	0.081	0.011	0.305	0.034	0.019	0.005	0.007	0.072	0.002	0.296	0.025	0.01
CPI-SS05232CAF9	ITGB2_SPON2	simple:P05107	simple:Q9BUD6	ITGB2	SPON2	False	False	False	user_curated	False	0.059	0.061	0.095	0.131	0.0	0.698	0.2	0.039	0.041	0.076	0.111	0.0	0.678	0.18	0.685	0.687	0.722	0.757	0.0	1.325	0.826	0.116	0.117	0.152	0.188	0.0	0.755	0.256	0.775	0.777	0.812	0.847	0.0	1.415	0.916	0.722	0.724	0.759	0.794	0.0	1.362	0.863	0.404	0.406	0.441	0.476	0.0	1.044	0.545
CPI-SS09D3BE100	ITGB1_SPON2	simple:P05556	simple:Q9BUD6	ITGB1	SPON2	False	False	False	user_curated	False	0.105	0.107	0.142	0.177	0.0	0.745	0.246	0.341	0.343	0.378	0.413	0.0	0.98	0.482	0.432	0.434	0.469	0.504	0.0	1.072	0.573	0.22	0.222	0.257	0.292	0.0	0.86	0.361	0.491	0.492	0.527	0.563	0.0	1.13	0.631	0.404	0.406	0.44	0.476	0.0	1.043	0.545	0.354	0.356	0.391	0.426	0.0	0.994	0.495
CPI-SS07DCF8E87	ITGA5_SPON2	simple:P08648	simple:Q9BUD6	ITGA5	SPON2	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.013	0.048	0.083	0.0	0.651	0.152	0.312	0.314	0.349	0.384	0.0	0.952	0.453	0.124	0.126	0.161	0.196	0.0	0.764	0.265	0.156	0.158	0.193	0.228	0.0	0.795	0.297	0.104	0.105	0.14	0.176	0.0	0.743	0.244	0.046	0.047	0.082	0.118	0.0	0.685	0.186
CPI-SS03BD26E5B	ITGAM_SPON2	simple:P11215	simple:Q9BUD6	ITGAM	SPON2	False	False	False	user_curated	False	0.026	0.028	0.063	0.098	0.0	0.666	0.167	0.012	0.014	0.049	0.084	0.0	0.652	0.153	0.075	0.077	0.111	0.147	0.0	0.714	0.216	0.011	0.013	0.048	0.083	0.0	0.651	0.152	0.462	0.464	0.499	0.534	0.0	1.102	0.603	0.174	0.176	0.211	0.246	0.0	0.814	0.315	0.049	0.051	0.086	0.121	0.0	0.688	0.19
CPI-SS00EC73CED	ITGA4_SPON2	simple:P13612	simple:Q9BUD6	ITGA4	SPON2	False	False	False	user_curated	False	0.359	0.361	0.396	0.431	0.0	0.999	0.5	0.535	0.537	0.571	0.607	0.0	1.174	0.676	0.414	0.415	0.45	0.486	0.0	1.053	0.554	0.35	0.351	0.386	0.422	0.0	0.989	0.49	0.101	0.102	0.137	0.173	0.0	0.74	0.241	0.321	0.323	0.358	0.393	0.0	0.961	0.462	0.344	0.345	0.38	0.416	0.0	0.983	0.484
CPI-SS05D25F39E	ITGB2_JAM3	simple:P05107	simple:Q9BX67	ITGB2	JAM3	False	False	False	user_curated	False	0.066	0.056	0.0	0.054	0.0	0.081	0.0	0.046	0.036	0.0	0.034	0.0	0.062	0.0	0.693	0.683	0.0	0.681	0.0	0.708	0.0	0.123	0.113	0.0	0.111	0.0	0.138	0.0	0.783	0.772	0.0	0.77	0.0	0.798	0.0	0.73	0.72	0.0	0.717	0.0	0.745	0.0	0.412	0.402	0.0	0.4	0.0	0.427	0.0
CPI-SS0542D117A	ITGB1_JAM3	simple:P05556	simple:Q9BX67	ITGB1	JAM3	False	False	False	user_curated	False	0.113	0.103	0.0	0.101	0.0	0.128	0.0	0.348	0.338	0.0	0.336	0.0	0.364	0.0	0.44	0.43	0.0	0.428	0.0	0.455	0.0	0.228	0.218	0.0	0.215	0.0	0.243	0.0	0.498	0.488	0.0	0.486	0.0	0.513	0.0	0.411	0.401	0.0	0.399	0.0	0.427	0.0	0.361	0.351	0.0	0.349	0.0	0.377	0.0
CPI-SS03DE1223C	ITGAM_JAM3	simple:P11215	simple:Q9BX67	ITGAM	JAM3	False	False	False	user_curated	False	0.034	0.024	0.0	0.021	0.0	0.049	0.0	0.019	0.009	0.0	0.007	0.0	0.035	0.0	0.082	0.072	0.0	0.07	0.0	0.098	0.0	0.019	0.009	0.0	0.007	0.0	0.034	0.0	0.47	0.46	0.0	0.458	0.0	0.485	0.0	0.182	0.172	0.0	0.17	0.0	0.197	0.0	0.056	0.046	0.0	0.044	0.0	0.072	0.0
CPI-SS0551A73E8	PARD3_JAM3	simple:Q8TEW0	simple:Q9BX67	PARD3	JAM3	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.003	0.0	0.001	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS07939D079	ITGB2_S100A8	simple:P05107	simple:P05109	ITGB2	S100A8	False	False	False	user_curated	False	0.112	0.159	1.58	0.079	2.726	0.192	0.2	0.092	0.139	1.561	0.059	2.706	0.172	0.18	0.738	0.785	2.207	0.705	3.353	0.819	0.826	0.169	0.216	1.637	0.136	2.783	0.249	0.257	0.828	0.875	2.297	0.795	3.442	0.908	0.916	0.775	0.822	2.244	0.742	3.39	0.855	0.863	0.457	0.505	1.926	0.424	3.072	0.538	0.546
CPI-SS0EB5D4AA1	TLR4_S100A8	simple:O00206	simple:P05109	TLR4	S100A8	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064	0.111	1.533	0.031	2.678	0.144	0.152	0.124	0.172	1.593	0.091	2.739	0.205	0.213	0.066	0.113	1.534	0.033	2.68	0.146	0.154	0.295	0.342	1.764	0.262	2.91	0.375	0.383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061	0.108	1.53	0.028	2.675	0.141	0.149
CPI-SS0EBE756E8	ITGB2_S100A9	simple:P05107	simple:P06702	ITGB2	S100A9	False	False	False	user_curated	False	0.111	0.129	1.573	0.076	2.795	0.285	0.198	0.091	0.109	1.553	0.056	2.775	0.265	0.178	0.737	0.756	2.199	0.703	3.421	0.912	0.824	0.168	0.186	1.63	0.133	2.852	0.342	0.255	0.827	0.846	2.289	0.792	3.511	1.002	0.914	0.774	0.793	2.236	0.74	3.458	0.949	0.861	0.457	0.475	1.919	0.422	3.141	0.631	0.544
CPI-SS0A15A5445	TLR4_S100A9	simple:O00206	simple:P06702	TLR4	S100A9	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.063	0.081	1.525	0.028	2.747	0.237	0.15	0.124	0.142	1.586	0.089	2.808	0.298	0.211	0.065	0.083	1.527	0.03	2.749	0.239	0.152	0.294	0.313	1.756	0.26	2.978	0.469	0.381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.078	1.522	0.025	2.744	0.234	0.147
CPI-SS0E18854A9	ITGB2_FCER2	simple:P05107	simple:P06734	ITGB2	FCER2	False	False	False	user_curated	False	0.412	0.057	0.0	0.056	0.0	0.0	0.056	0.392	0.037	0.0	0.036	0.0	0.0	0.036	1.038	0.683	0.0	0.682	0.0	0.0	0.682	0.469	0.113	0.0	0.113	0.0	0.0	0.113	1.128	0.773	0.0	0.772	0.0	0.0	0.772	1.075	0.72	0.0	0.719	0.0	0.0	0.719	0.758	0.402	0.0	0.401	0.0	0.0	0.402
CPI-SS03540A7B0	ITGB2_ICAM2	simple:P05107	simple:P13598	ITGB2	ICAM2	False	False	False	user_curated	False	0.099	0.093	0.0	0.098	0.0	0.178	0.092	0.079	0.074	0.0	0.078	0.0	0.158	0.072	0.726	0.72	0.0	0.725	0.0	0.805	0.718	0.156	0.15	0.0	0.155	0.0	0.235	0.149	0.815	0.81	0.0	0.815	0.0	0.895	0.808	0.762	0.757	0.0	0.762	0.0	0.842	0.755	0.445	0.439	0.0	0.444	0.0	0.524	0.438
CPI-SS008AB1136	ITGAM_ICAM2	simple:P11215	simple:P13598	ITGAM	ICAM2	False	False	False	user_curated	False	0.066	0.061	0.0	0.066	0.0	0.146	0.059	0.052	0.047	0.0	0.052	0.0	0.131	0.045	0.115	0.11	0.0	0.114	0.0	0.194	0.108	0.052	0.046	0.0	0.051	0.0	0.131	0.044	0.503	0.497	0.0	0.502	0.0	0.582	0.495	0.215	0.209	0.0	0.214	0.0	0.294	0.208	0.089	0.084	0.0	0.088	0.0	0.168	0.082
CPI-SS06DE77FEF	ITGB2_ICAM3	simple:P05107	simple:P32942	ITGB2	ICAM3	False	False	False	user_curated	False	0.259	0.084	0.247	0.362	0.287	0.434	0.359	0.239	0.064	0.227	0.343	0.267	0.414	0.339	0.885	0.71	0.874	0.989	0.914	1.061	0.985	0.316	0.141	0.304	0.419	0.344	0.491	0.415	0.975	0.8	0.964	1.079	1.004	1.15	1.075	0.922	0.747	0.911	1.026	0.951	1.098	1.022	0.604	0.429	0.593	0.708	0.633	0.78	0.704
CPI-SS0309446DA	ITGAL_ICAM3	simple:P20701	simple:P32942	ITGAL	ICAM3	False	False	False	user_curated	False	0.22	0.045	0.208	0.323	0.248	0.395	0.32	0.222	0.047	0.21	0.326	0.25	0.397	0.322	0.474	0.298	0.462	0.577	0.502	0.649	0.573	0.231	0.056	0.219	0.334	0.259	0.406	0.331	0.312	0.137	0.3	0.416	0.34	0.487	0.412	0.626	0.45	0.614	0.729	0.654	0.801	0.725	0.46	0.285	0.448	0.563	0.488	0.635	0.56
CPI-SS0CEB36C52	ITGB2_ICAM5	simple:P05107	simple:Q9UMF0	ITGB2	ICAM5	False	False	False	user_curated	False	0.0	0.066	0.0	0.111	0.0	0.0	0.0	0.0	0.047	0.0	0.092	0.0	0.0	0.0	0.0	0.693	0.0	0.738	0.0	0.0	0.0	0.0	0.123	0.0	0.168	0.0	0.0	0.0	0.0	0.783	0.0	0.828	0.0	0.0	0.0	0.0	0.73	0.0	0.775	0.0	0.0	0.0	0.0	0.412	0.0	0.457	0.0	0.0	0.0
CPI-SS0C980DB1D	ITGAL_ICAM5	simple:P20701	simple:Q9UMF0	ITGAL	ICAM5	False	False	False	user_curated	False	0.0	0.027	0.0	0.072	0.0	0.0	0.0	0.0	0.03	0.0	0.075	0.0	0.0	0.0	0.0	0.281	0.0	0.326	0.0	0.0	0.0	0.0	0.038	0.0	0.083	0.0	0.0	0.0	0.0	0.12	0.0	0.165	0.0	0.0	0.0	0.0	0.433	0.0	0.478	0.0	0.0	0.0	0.0	0.267	0.0	0.312	0.0	0.0	0.0
CPI-SS07EC55C69	MICA_ICAM5	simple:Q29983	simple:Q9UMF0	MICA	ICAM5	False	False	False	user_curated	False	0.0	0.021	0.0	0.066	0.0	0.0	0.0	0.0	0.032	0.0	0.077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.0	0.084	0.0	0.0	0.0	0.0	0.046	0.0	0.091	0.0	0.0	0.0
CPI-SS02B184FA2	ITGAL_LYZ	simple:P20701	simple:P61626	ITGAL	LYZ	False	False	False	user_curated	False	0.117	0.134	2.703	0.111	2.412	0.285	0.181	0.119	0.136	2.706	0.114	2.414	0.287	0.183	0.371	0.387	2.957	0.365	2.665	0.539	0.435	0.128	0.145	2.715	0.123	2.423	0.296	0.192	0.209	0.226	2.796	0.204	2.504	0.377	0.273	0.523	0.539	3.109	0.517	2.817	0.691	0.587	0.357	0.374	2.944	0.352	2.652	0.525	0.421
CPI-SS0DC3F1D36	HLA-C_KIR3DL1	simple:P10321	simple:P43629	HLA-C	KIR3DL1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	1.437	1.418	0.0	0.0	0.0	0.0	0.0	0.361	0.342	0.0	0.0	0.0	0.0	0.0	1.338	1.318	0.0	0.0	0.0	0.0	0.0	0.807	0.788	0.0	0.0	0.0	0.0	0.0	1.294	1.275	0.0	0.0	0.0	0.0	0.0	1.857	1.837	0.0	0.0	0.0	0.0	0.0	1.713	1.693
CPI-SS0BAC44454	AXL_KIR3DL1	simple:P30530	simple:P43629	AXL	KIR3DL1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0E2DC2F01	HLA-B_KIR3DL1	simple:P01889	simple:P43629	HLA-B	KIR3DL1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	1.46	1.441	0.0	0.0	0.0	0.0	0.0	0.287	0.268	0.0	0.0	0.0	0.0	0.0	1.494	1.475	0.0	0.0	0.0	0.0	0.0	0.998	0.979	0.0	0.0	0.0	0.0	0.0	1.447	1.428	0.0	0.0	0.0	0.0	0.0	1.826	1.807	0.0	0.0	0.0	0.0	0.0	1.712	1.693
CPI-SS070C02196	HLA-A_KIR3DL1	simple:P04439	simple:P43629	HLA-A	KIR3DL1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	1.338	1.319	0.0	0.0	0.0	0.0	0.0	0.434	0.414	0.0	0.0	0.0	0.0	0.0	1.371	1.352	0.0	0.0	0.0	0.0	0.0	1.093	1.074	0.0	0.0	0.0	0.0	0.0	1.261	1.242	0.0	0.0	0.0	0.0	0.0	1.69	1.67	0.0	0.0	0.0	0.0	0.0	1.598	1.579
CPI-SS0659428ED	HLA-G_KIR3DL1	simple:P17693	simple:P43629	HLA-G	KIR3DL1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.037	0.018	0.0	0.0	0.0	0.0	0.0	0.025	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.011	0.0	0.0	0.0	0.0	0.0	0.091	0.072	0.0	0.0	0.0	0.0	0.0	0.057	0.037	0.0	0.0	0.0	0.0	0.0	0.038	0.018
CPI-SS048242083	HLA-F_KIR3DL1	simple:P30511	simple:P43629	HLA-F	KIR3DL1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.248	0.229	0.0	0.0	0.0	0.0	0.0	0.038	0.019	0.0	0.0	0.0	0.0	0.0	0.082	0.063	0.0	0.0	0.0	0.0	0.0	0.082	0.063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.471	0.452	0.0	0.0	0.0	0.0	0.0	0.438	0.418
CPI-SS082A7EC36	HLA-E_KIR3DL1	simple:P13747	simple:P43629	HLA-E	KIR3DL1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.913	0.894	0.0	0.0	0.0	0.0	0.0	0.162	0.142	0.0	0.0	0.0	0.0	0.0	0.599	0.58	0.0	0.0	0.0	0.0	0.0	0.592	0.573	0.0	0.0	0.0	0.0	0.0	0.985	0.966	0.0	0.0	0.0	0.0	0.0	1.339	1.32	0.0	0.0	0.0	0.0	0.0	1.222	1.203
CPI-SS0485DB044	HLA-C_CD8B	simple:P10321	simple:P10966	HLA-C	CD8B	False	False	False	user_curated	False	0.0	1.426	1.543	1.427	0.0	0.0	1.804	0.0	0.349	0.467	0.351	0.0	0.0	0.728	0.0	1.326	1.444	1.328	0.0	0.0	1.704	0.0	0.795	0.913	0.797	0.0	0.0	1.174	0.0	1.282	1.4	1.284	0.0	0.0	1.661	0.0	1.845	1.963	1.847	0.0	0.0	2.224	0.0	1.701	1.819	1.703	0.0	0.0	2.079
CPI-SS0E3102540	HLA-B_CD8B	simple:P01889	simple:P10966	HLA-B	CD8B	False	False	False	user_curated	False	0.0	1.449	1.566	1.451	0.0	0.0	1.827	0.0	0.276	0.393	0.278	0.0	0.0	0.654	0.0	1.483	1.6	1.484	0.0	0.0	1.861	0.0	0.986	1.104	0.988	0.0	0.0	1.365	0.0	1.436	1.553	1.438	0.0	0.0	1.814	0.0	1.815	1.932	1.816	0.0	0.0	2.193	0.0	1.7	1.818	1.702	0.0	0.0	2.079
CPI-SS06CBA6036	HLA-A_CD8B	simple:P04439	simple:P10966	HLA-A	CD8B	False	False	False	user_curated	False	0.0	1.326	1.444	1.328	0.0	0.0	1.705	0.0	0.422	0.54	0.424	0.0	0.0	0.801	0.0	1.36	1.478	1.362	0.0	0.0	1.738	0.0	1.082	1.199	1.083	0.0	0.0	1.46	0.0	1.249	1.367	1.251	0.0	0.0	1.628	0.0	1.678	1.796	1.68	0.0	0.0	2.056	0.0	1.586	1.704	1.588	0.0	0.0	1.965
CPI-SS0B6AD844B	LCK_CD8B	simple:P06239	simple:P10966	LCK	CD8B	False	False	False	user_curated	False	0.0	0.028	0.146	0.03	0.0	0.0	0.407	0.0	0.031	0.148	0.033	0.0	0.0	0.409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.148	0.032	0.0	0.0	0.409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.396	0.514	0.398	0.0	0.0	0.775	0.0	0.341	0.458	0.343	0.0	0.0	0.719
CPI-SS0C3A216C7	HLA-C_KIR2DL1	simple:P10321	simple:P43626	HLA-C	KIR2DL1	False	False	False	user_curated	False	0.0	0.0	1.522	0.0	0.0	1.447	1.415	0.0	0.0	0.446	0.0	0.0	0.371	0.339	0.0	0.0	1.422	0.0	0.0	1.347	1.316	0.0	0.0	0.891	0.0	0.0	0.816	0.785	0.0	0.0	1.378	0.0	0.0	1.304	1.272	0.0	0.0	1.941	0.0	0.0	1.866	1.835	0.0	0.0	1.797	0.0	0.0	1.722	1.69
CPI-SS0E9751BD3	HLA-B_KIR2DL1	simple:P01889	simple:P43626	HLA-B	KIR2DL1	False	False	False	user_curated	False	0.0	0.0	1.545	0.0	0.0	1.47	1.438	0.0	0.0	0.372	0.0	0.0	0.297	0.265	0.0	0.0	1.579	0.0	0.0	1.504	1.472	0.0	0.0	1.082	0.0	0.0	1.008	0.976	0.0	0.0	1.532	0.0	0.0	1.457	1.425	0.0	0.0	1.911	0.0	0.0	1.836	1.804	0.0	0.0	1.797	0.0	0.0	1.722	1.69
