id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	B|B	B|Ery	B|Gran	B|HSPC	B|Mono	B|NK	B|T	Ery|B	Ery|Ery	Ery|Gran	Ery|HSPC	Ery|Mono	Ery|NK	Ery|T	Gran|B	Gran|Ery	Gran|Gran	Gran|HSPC	Gran|Mono	Gran|NK	Gran|T	HSPC|B	HSPC|Ery	HSPC|Gran	HSPC|HSPC	HSPC|Mono	HSPC|NK	HSPC|T	Mono|B	Mono|Ery	Mono|Gran	Mono|HSPC	Mono|Mono	Mono|NK	Mono|T	NK|B	NK|Ery	NK|Gran	NK|HSPC	NK|Mono	NK|NK	NK|T	T|B	T|Ery	T|Gran	T|HSPC	T|Mono	T|NK	T|T
CPI-SS0DA990065	HLA-G_KIR2DL4	simple:P17693	simple:Q99706	HLA-G	KIR2DL4	False	False	False	user_curated	False	1.755																																																	
CPI-SS0284F55EF	SIGLEC6_KIR2DL4	simple:O43699	simple:Q99706	SIGLEC6	KIR2DL4	False	False	False	user_curated	False	1.755																																																	
CPI-SS045224892	NCR1_CD4	simple:O76036	simple:P01730	NCR1	CD4	False	False	False	user_curated	False	1.755																																																	
CPI-SS0427D5622	SIGLEC6_CD4	simple:O43699	simple:P01730	SIGLEC6	CD4	False	False	False	user_curated	False	1.755																																																	
CPI-SS0022C7B49	SIGLEC6_NCR1	simple:O43699	simple:O76036	SIGLEC6	NCR1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0EF952118	GP6_IL23A	simple:Q9HCN6	simple:Q9NPF7	GP6	IL23A	False	False	False	user_curated	False	1.755																																																	
CPI-SS072D05E13	IL12RB2_IL23A	simple:Q99665	simple:Q9NPF7	IL12RB2	IL23A	False	False	False	user_curated	False	1.755																																																	
CPI-SS0F10EA654	LILRB3_ANGPTL1	simple:O75022	simple:O95841	LILRB3	ANGPTL1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0FBC9234C	TNF_PTPRS	simple:P01375	simple:Q13332	TNF	PTPRS	False	False	False	user_curated	False	1.755																																																	
CPI-SS0D94A45F2	KLRC2_B2M	simple:P26717	simple:P61769	KLRC2	B2M	False	False	False	user_curated	False	1.755																																																	
CPI-SS0D53EBCE3	KIR2DL1_B2M	simple:P43626	simple:P61769	KIR2DL1	B2M	False	False	False	user_curated	False	1.755																																																	
CPI-SS019E41AF4	NCAM1_PTPRS	simple:P13591	simple:Q13332	NCAM1	PTPRS	False	False	False	user_curated	False	1.755																																																	
CPI-SS07E0A5C6D	EPHB6_AFDN	simple:O15197	simple:P55196	EPHB6	AFDN	False	False	False	user_curated	False	1.755																																																	
CPI-SS0C29E8C11	EPHB2_AFDN	simple:P29323	simple:P55196	EPHB2	AFDN	False	False	False	user_curated	False	1.755																																																	
CPI-SS0D396DFD6	PLXNA2_SEMA3C	simple:O75051	simple:Q99985	PLXNA2	SEMA3C	False	False	False	user_curated	False	1.755																																																	
CPI-SS0241A1F57	NRP2_SEMA3C	simple:O60462	simple:Q99985	NRP2	SEMA3C	False	False	False	user_curated	False	1.755																																																	
CPI-SS0FE4F9B5A	PLXNA3_SEMA3F	simple:P51805	simple:Q13275	PLXNA3	SEMA3F	False	False	False	user_curated	False	1.755																																																	
CPI-SS0F15C1AB3	NRP2_SEMA3F	simple:O60462	simple:Q13275	NRP2	SEMA3F	False	False	False	user_curated	False	1.755																																																	
CPI-SS0D22A09AD	NRP2_PGF	simple:O60462	simple:P49763	NRP2	PGF	False	False	False	user_curated	False	1.755																																																	
CPI-SS0E61DB5DF	FLT1_PGF	simple:P17948	simple:P49763	FLT1	PGF	False	False	False	user_curated	False	1.755																																																	
CPI-SS07D5DDE3C	PLXNB2_SEMA4A	simple:O15031	simple:Q9H3S1	PLXNB2	SEMA4A	False	False	False	user_curated	False	1.755																																																	
CPI-SS0D7D7BBD3	PLXNB1_SEMA4A	simple:O43157	simple:Q9H3S1	PLXNB1	SEMA4A	False	False	False	user_curated	False	1.755																																																	
CPI-SS07825917B	LILRB2_SEMA4A	simple:Q8N423	simple:Q9H3S1	LILRB2	SEMA4A	False	False	False	user_curated	False	1.755																																																	
CPI-SS00196923A	CD1C_B2M	simple:P29017	simple:P61769	CD1C	B2M	False	False	False	user_curated	False	1.755																																																	
CPI-SS0F63CF997	GPI_EPHA1	simple:P06744	simple:P21709	GPI	EPHA1	False	False	False	user_curated	False	1.755																																																	
CPI-SS039799099	FGFR1_NCAM1	simple:P11362	simple:P13591	FGFR1	NCAM1	False	False	False	user_curated	False	1.755																																																	
CPI-SS06D5FB6DD	GPC4_FGFRL1	simple:O75487	simple:Q8N441	GPC4	FGFRL1	False	False	False	user_curated	False	1.755																																																	
CPI-SS070943937	FGFR1_FGFRL1	simple:P11362	simple:Q8N441	FGFR1	FGFRL1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0FD346E93	MPZL3_KIAA0319L	simple:Q6UWV2	simple:Q8IZA0	MPZL3	KIAA0319L	False	False	False	user_curated	False	1.755																																																	
CPI-SS0DB1BC93A	NETO2_FCRL1	simple:Q8NC67	simple:Q96LA6	NETO2	FCRL1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0BBDCD5A4	TCTN3_FCRL1	simple:Q6NUS6	simple:Q96LA6	TCTN3	FCRL1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0B1116348	TNFSF9_FCRL1	simple:P41273	simple:Q96LA6	TNFSF9	FCRL1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0F21C501C	NT5E_FCRL1	simple:P21589	simple:Q96LA6	NT5E	FCRL1	False	False	False	user_curated	False	1.755																																																	
CPI-SS04CFC1A6F	CLEC12B_ILDR2	simple:Q2HXU8	simple:Q71H61	CLEC12B	ILDR2	False	False	False	user_curated	False	1.755																																																	
CPI-SS0EF42A647	CSF2RB_ILDR2	simple:P32927	simple:Q71H61	CSF2RB	ILDR2	False	False	False	user_curated	False	1.755																																																	
CPI-SS068DF8DFB	CRTAM_ILDR2	simple:O95727	simple:Q71H61	CRTAM	ILDR2	False	False	False	user_curated	False	1.755																																																	
CPI-SS044C341E6	KIR3DL1_B2M	simple:P43629	simple:P61769	KIR3DL1	B2M	False	False	False	user_curated	False	1.755																																																	
CPI-SS0D52EEBEE	FGFR1_EPHA1	simple:P11362	simple:P21709	FGFR1	EPHA1	False	False	False	user_curated	False	1.755																																																	
CPI-SS080692D28	CD44_MMP14	simple:P16070	simple:P50281	CD44	MMP14	False	False	False	user_curated	False	1.755																																																	
CPI-SS02209E289	FCGRT_LILRA2	simple:P55899	simple:Q8N149	FCGRT	LILRA2	False	False	False	user_curated	False	1.755																																																	
CPI-SS0A0FA0A2A	PRLR_EMC1	simple:P16471	simple:Q8N766	PRLR	EMC1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0922A32A6	FLT1_CD300LF	simple:P17948	simple:Q8TDQ1	FLT1	CD300LF	False	False	False	user_curated	False	1.755																																																	
CPI-SS09C0B8677	TGM2_ADGRG1	simple:P21980	simple:Q9Y653	TGM2	ADGRG1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0AC8476C2	HSP90AA1_FGFR3	simple:P07900	simple:P22607	HSP90AA1	FGFR3	False	False	False	user_curated	False	1.755																																																	
CPI-SS0F262A726	EPHA1_FGFR3	simple:P21709	simple:P22607	EPHA1	FGFR3	False	False	False	user_curated	False	1.755																																																	
CPI-SS0F74BE00C	LRRTM2_FGFR3	simple:O43300	simple:P22607	LRRTM2	FGFR3	False	False	False	user_curated	False	1.755																																																	
CPI-SS058965FAC	FGFRL1_PLVAP	simple:Q8N441	simple:Q9BX97	FGFRL1	PLVAP	False	False	False	user_curated	False	1.755																																																	
CPI-SS0F409EB9F	ENG_TRIP6	simple:P17813	simple:Q15654	ENG	TRIP6	False	False	False	user_curated	False	1.755																																																	
CPI-SS09260B4F1	ENG_KCNAB1	simple:P17813	simple:Q14722	ENG	KCNAB1	False	False	False	user_curated	False	1.755																																																	
CPI-SS07DC1C125	ANXA2_LGALS3	simple:P07355	simple:P17931	ANXA2	LGALS3	False	False	False	user_curated	False	1.755																																																	
CPI-SS077E6BC13	TGFBR2_OCLN	simple:P37173	simple:Q16625	TGFBR2	OCLN	False	False	False	user_curated	False	1.755																																																	
CPI-SS0A1DD1B11	TGFBR1_OCLN	simple:P36897	simple:Q16625	TGFBR1	OCLN	False	False	False	user_curated	False	1.755																																																	
CPI-SS03DFE51D8	ACVR2B_ACVR1C	simple:Q13705	simple:Q8NER5	ACVR2B	ACVR1C	False	False	False	user_curated	False	1.755																																																	
CPI-SS0C7914682	SIGLEC5_CD300LF	simple:O15389	simple:Q8TDQ1	SIGLEC5	CD300LF	False	False	False	user_curated	False	1.755																																																	
CPI-SS03B6D4097	GDF7_ACVR1C	simple:Q7Z4P5	simple:Q8NER5	GDF7	ACVR1C	False	False	False	user_curated	False	1.755																																																	
CPI-SS0250994FF	INHBA_ACVR1C	simple:P08476	simple:Q8NER5	INHBA	ACVR1C	False	False	False	user_curated	False	1.755																																																	
CPI-SS0BD6ECBE6	CD59_STAB1	simple:P13987	simple:Q9NY15	CD59	STAB1	False	False	False	user_curated	False	1.755																																																	
CPI-SS07DE8A866	IL18R1_NETO2	simple:Q13478	simple:Q8NC67	IL18R1	NETO2	False	False	False	user_curated	False	1.755																																																	
CPI-SS05410E490	LILRA1_NETO2	simple:O75019	simple:Q8NC67	LILRA1	NETO2	False	False	False	user_curated	False	1.755																																																	
CPI-SS0E075E5AF	NRG1_NETO2	simple:Q02297	simple:Q8NC67	NRG1	NETO2	False	False	False	user_curated	False	1.755																																																	
CPI-SS0D7DA6C43	ITGB4_ECM1	simple:P16144	simple:Q16610	ITGB4	ECM1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0CC5DCE80	CDH1_KLRG1	simple:P12830	simple:Q96E93	CDH1	KLRG1	False	False	False	user_curated	False	1.755																																																	
CPI-SS011614604	CDH1_CDH2	simple:P12830	simple:P19022	CDH1	CDH2	False	False	False	user_curated	False	1.755																																																	
CPI-SS08E3C0994	CDH1_PTPRM	simple:P12830	simple:P28827	CDH1	PTPRM	False	False	False	user_curated	False	1.755																																																	
CPI-SS09F7EC449	IFNAR1_PIK3CA	simple:P17181	simple:P42336	IFNAR1	PIK3CA	False	False	False	user_curated	False	1.755																																																	
CPI-SS005AE41F6	JAK1_TYK2	simple:P23458	simple:P29597	JAK1	TYK2	False	False	False	user_curated	False	1.755																																																	
CPI-SS0B66DF628	IFNAR1_TYK2	simple:P17181	simple:P29597	IFNAR1	TYK2	False	False	False	user_curated	False	1.755																																																	
CPI-SS0EB2B2DB1	GDF11_ACVR1C	simple:O95390	simple:Q8NER5	GDF11	ACVR1C	False	False	False	user_curated	False	1.755																																																	
CPI-SS0F45116B0	IL10_IL10RB	simple:P22301	simple:Q08334	IL10	IL10RB	False	False	False	user_curated	False	1.755																																																	
CPI-SS08916970E	TYRO3_CD300LF	simple:Q06418	simple:Q8TDQ1	TYRO3	CD300LF	False	False	False	user_curated	False	1.755																																																	
CPI-SS09D5B5F9C	LRP1_ERFE	simple:Q07954	simple:Q4G0M1	LRP1	ERFE	False	False	False	user_curated	False	1.755																																																	
CPI-SS04C548F6A	IFNG_IFNGR1	simple:P01579	simple:P15260	IFNG	IFNGR1	False	False	False	user_curated	False	1.755																																																	
CPI-SS026B4F6EE	LILRA1_IFNGR1	simple:O75019	simple:P15260	LILRA1	IFNGR1	False	False	False	user_curated	False	1.755																																																	
CPI-SS031DC84BB	SIGLEC5_IFNGR1	simple:O15389	simple:P15260	SIGLEC5	IFNGR1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0B416B8AA	NRP2_FCRL6	simple:O60462	simple:Q6DN72	NRP2	FCRL6	False	False	False	user_curated	False	1.755																																																	
CPI-SS05031DE7E	NRP2_RARRES1	simple:O60462	simple:P49788	NRP2	RARRES1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0A33486C0	NRP2_SEMA4F	simple:O60462	simple:O95754	NRP2	SEMA4F	False	False	False	user_curated	False	1.755																																																	
CPI-SS0A077C834	HLA-DQB2_LAG3	simple:P05538	simple:P18627	HLA-DQB2	LAG3	False	False	False	user_curated	False	1.755																																																	
CPI-SS01B1F254C	HLA-DQA2_LAG3	simple:P01906	simple:P18627	HLA-DQA2	LAG3	False	False	False	user_curated	False	1.755																																																	
CPI-SS012A9269F	LGALS3_LAG3	simple:P17931	simple:P18627	LGALS3	LAG3	False	False	False	user_curated	False	1.755																																																	
CPI-SS009167F64	DLL1_TNFRSF8	simple:O00548	simple:P28908	DLL1	TNFRSF8	False	False	False	user_curated	False	1.755																																																	
CPI-SS0ED247268	TNFSF12_TNFRSF8	simple:O43508	simple:P28908	TNFSF12	TNFRSF8	False	False	False	user_curated	False	1.755																																																	
CPI-SS0F6313ABA	TCTN1_TCTN2	simple:Q2MV58	simple:Q96GX1	TCTN1	TCTN2	False	False	False	user_curated	False	1.755																																																	
CPI-SS092F4D488	FLT1_PIGF	simple:P17948	simple:Q07326	FLT1	PIGF	False	False	False	user_curated	False	1.755																																																	
CPI-SS046378052	EFNA3_EPHB1	simple:P52797	simple:P54762	EFNA3	EPHB1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0FB480828	PARD3_LRRC4	simple:Q8TEW0	simple:Q9HBW1	PARD3	LRRC4	False	False	False	user_curated	False	1.755																																																	
CPI-SS0101E7378	NETO2_LRRC4	simple:Q8NC67	simple:Q9HBW1	NETO2	LRRC4	False	False	False	user_curated	False	1.755																																																	
CPI-SS091CCB0B8	NTNG2_LRRC4	simple:Q96CW9	simple:Q9HBW1	NTNG2	LRRC4	False	False	False	user_curated	False	1.755																																																	
CPI-SS07F5D2336	LRRN1_LRRC4	simple:Q6UXK5	simple:Q9HBW1	LRRN1	LRRC4	False	False	False	user_curated	False	1.755																																																	
CPI-SS06956E3DA	MPIG6B_IGFBP7	simple:O95866	simple:Q16270	MPIG6B	IGFBP7	False	False	False	user_curated	False	1.755																																																	
CPI-SS088D78C15	LTF_TREML2	simple:P02788	simple:Q5T2D2	LTF	TREML2	False	False	False	user_curated	False	1.755																																																	
CPI-SS03A349B0D	LRRTM2_TREML2	simple:O43300	simple:Q5T2D2	LRRTM2	TREML2	False	False	False	user_curated	False	1.755																																																	
CPI-SS011686FBF	KLRK1_MICA	simple:P26718	simple:Q29983	KLRK1	MICA	False	False	False	user_curated	False	1.755																																																	
CPI-SS0A5170B1E	LTF_MICA	simple:P02788	simple:Q29983	LTF	MICA	False	False	False	user_curated	False	1.755																																																	
CPI-SS0C9B2E800	LRRTM2_MICA	simple:O43300	simple:Q29983	LRRTM2	MICA	False	False	False	user_curated	False	1.755																																																	
CPI-SS0AC980D24	MPIG6B_OSCAR	simple:O95866	simple:Q8IYS5	MPIG6B	OSCAR	False	False	False	user_curated	False	1.755																																																	
CPI-SS086B7B4B5	LRRTM2_OSCAR	simple:O43300	simple:Q8IYS5	LRRTM2	OSCAR	False	False	False	user_curated	False	1.755																																																	
CPI-SS0B8E047C7	PRKCZ_LRRC4	simple:Q05513	simple:Q9HBW1	PRKCZ	LRRC4	False	False	False	user_curated	False	1.755																																																	
CPI-SS0E941CED6	IFNAR1_IL10RB	simple:P17181	simple:Q08334	IFNAR1	IL10RB	False	False	False	user_curated	False	1.755																																																	
CPI-SS0B2D98551	NRG2_LRRTM2	simple:O14511	simple:O43300	NRG2	LRRTM2	False	False	False	user_curated	False	1.755																																																	
CPI-SS0FB210F6A	NRG2_NRP2	simple:O14511	simple:O60462	NRG2	NRP2	False	False	False	user_curated	False	1.755																																																	
CPI-SS00086659A	TNFRSF6B_FASLG	simple:O95407	simple:P48023	TNFRSF6B	FASLG	False	False	False	user_curated	False	1.755																																																	
CPI-SS0BB7E7A9C	IFNGR1_SIGLEC14	simple:P15260	simple:Q08ET2	IFNGR1	SIGLEC14	False	False	False	user_curated	False	1.755																																																	
CPI-SS01733F1B1	SIGLEC5_SIGLEC14	simple:O15389	simple:Q08ET2	SIGLEC5	SIGLEC14	False	False	False	user_curated	False	1.755																																																	
CPI-SS0FD575FF9	FCAR_SIGLEC14	simple:P24071	simple:Q08ET2	FCAR	SIGLEC14	False	False	False	user_curated	False	1.755																																																	
CPI-SS0DD1E0632	CD33_SIGLEC14	simple:P20138	simple:Q08ET2	CD33	SIGLEC14	False	False	False	user_curated	False	1.755																																																	
CPI-SS0BA5F557A	CD300LB_SIGLEC14	simple:A8K4G0	simple:Q08ET2	CD300LB	SIGLEC14	False	False	False	user_curated	False	1.755																																																	
CPI-SS048539C54	CD300LB_LILRA1	simple:A8K4G0	simple:O75019	CD300LB	LILRA1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0A78F81E1	CD300LB_SIGLEC6	simple:A8K4G0	simple:O43699	CD300LB	SIGLEC6	False	False	False	user_curated	False	1.755																																																	
CPI-SS0E1473449	CD300LB_SIGLEC5	simple:A8K4G0	simple:O15389	CD300LB	SIGLEC5	False	False	False	user_curated	False	1.755																																																	
CPI-SS0F7C71905	SIGLEC14_SIGLEC15	simple:Q08ET2	simple:Q6ZMC9	SIGLEC14	SIGLEC15	False	False	False	user_curated	False	1.755																																																	
CPI-SS0298AE6B1	CD33_SIGLEC15	simple:P20138	simple:Q6ZMC9	CD33	SIGLEC15	False	False	False	user_curated	False	1.755																																																	
CPI-SS029E19E65	BMP8B_NBL1	simple:P34820	simple:P41271	BMP8B	NBL1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0049FD74F	TNFRSF10B_FASLG	simple:O14763	simple:P48023	TNFRSF10B	FASLG	False	False	False	user_curated	False	1.755																																																	
CPI-SS0C6B03859	BMP6_NBL1	simple:P22004	simple:P41271	BMP6	NBL1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0F7A6E611	ENG_BMPR1A	simple:P17813	simple:P36894	ENG	BMPR1A	False	False	False	user_curated	False	1.755																																																	
CPI-SS0256C40BB	BMP1_BMPR1A	simple:P13497	simple:P36894	BMP1	BMPR1A	False	False	False	user_curated	False	1.755																																																	
CPI-SS00EEC5F26	BMP8B_BMPR1A	simple:P34820	simple:P36894	BMP8B	BMPR1A	False	False	False	user_curated	False	1.755																																																	
CPI-SS03FDF2DF4	BMP6_BMPR1A	simple:P22004	simple:P36894	BMP6	BMPR1A	False	False	False	user_curated	False	1.755																																																	
CPI-SS0212612B2	GDF11_BMPR1A	simple:O95390	simple:P36894	GDF11	BMPR1A	False	False	False	user_curated	False	1.755																																																	
CPI-SS033C9CA58	BMP2_BMPR1A	simple:P12643	simple:P36894	BMP2	BMPR1A	False	False	False	user_curated	False	1.755																																																	
CPI-SS0D41E2DD4	MATN1_PTPRD	simple:P21941	simple:P23468	MATN1	PTPRD	False	False	False	user_curated	False	1.755																																																	
CPI-SS0485D00BC	TGFA_PTPRD	simple:P01135	simple:P23468	TGFA	PTPRD	False	False	False	user_curated	False	1.755																																																	
CPI-SS0D0BBEE9B	SLITRK5_PTPRD	simple:O94991	simple:P23468	SLITRK5	PTPRD	False	False	False	user_curated	False	1.755																																																	
CPI-SS0FD991CAE	CD40_IL11RA	simple:P25942	simple:Q14626	CD40	IL11RA	False	False	False	user_curated	False	1.755																																																	
CPI-SS00C3C0C99	IL1R2_TNFSF13B	simple:P27930	simple:Q9Y275	IL1R2	TNFSF13B	False	False	False	user_curated	False	1.755																																																	
CPI-SS0E2863F09	TNFRSF17_TNFSF13B	simple:Q02223	simple:Q9Y275	TNFRSF17	TNFSF13B	False	False	False	user_curated	False	1.755																																																	
CPI-SS0DCAAA31E	BMP2_NBL1	simple:P12643	simple:P41271	BMP2	NBL1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0A4F27388	TNFRSF1A_FASLG	simple:P19438	simple:P48023	TNFRSF1A	FASLG	False	False	False	user_curated	False	1.755																																																	
CPI-SS03A0C857B	FAS_FASLG	simple:P25445	simple:P48023	FAS	FASLG	False	False	False	user_curated	False	1.755																																																	
CPI-SS0320FFAFC	CTLA4_CD80	simple:P16410	simple:P33681	CTLA4	CD80	False	False	False	user_curated	False	1.755																																																	
CPI-SS0777989FE	DCBLD2_SEMA4B	simple:Q96PD2	simple:Q9NPR2	DCBLD2	SEMA4B	False	False	False	user_curated	False	1.755																																																	
CPI-SS0CD66E589	PLXNB2_SEMA4B	simple:O15031	simple:Q9NPR2	PLXNB2	SEMA4B	False	False	False	user_curated	False	1.755																																																	
CPI-SS0D4296DD4	PLXNB1_SEMA4B	simple:O43157	simple:Q9NPR2	PLXNB1	SEMA4B	False	False	False	user_curated	False	1.755																																																	
CPI-SS034B442CE	TNF_CELSR2	simple:P01375	simple:Q9HCU4	TNF	CELSR2	False	False	False	user_curated	False	1.755																																																	
CPI-SS0F3EC465D	FADD_TRADD	simple:Q13158	simple:Q15628	FADD	TRADD	False	False	False	user_curated	False	1.755																																																	
CPI-SS01037DCDC	TNF_TRADD	simple:P01375	simple:Q15628	TNF	TRADD	False	False	False	user_curated	False	1.755																																																	
CPI-SS0DED32BC6	TNFSF4_TRAF2	simple:P23510	simple:Q12933	TNFSF4	TRAF2	False	False	False	user_curated	False	1.755																																																	
CPI-SS08B472AE6	TNFSF9_TRAF2	simple:P41273	simple:Q12933	TNFSF9	TRAF2	False	False	False	user_curated	False	1.755																																																	
CPI-SS045D034B1	TNF_TRAF2	simple:P01375	simple:Q12933	TNF	TRAF2	False	False	False	user_curated	False	1.755																																																	
CPI-SS0E4B1484B	ICOSLG_ICOS	simple:O75144	simple:Q9Y6W8	ICOSLG	ICOS	False	False	False	user_curated	False	1.755																																																	
CPI-SS03B8E2D7A	TNF_ICOS	simple:P01375	simple:Q9Y6W8	TNF	ICOS	False	False	False	user_curated	False	1.755																																																	
CPI-SS0AB21032D	PLXNB2_SEMA4C	simple:O15031	simple:Q9C0C4	PLXNB2	SEMA4C	False	False	False	user_curated	False	1.755																																																	
CPI-SS0BF32D377	PLXNB1_SEMA4C	simple:O43157	simple:Q9C0C4	PLXNB1	SEMA4C	False	False	False	user_curated	False	1.755																																																	
CPI-SS0B81F1BF5	TNF_SEMA4C	simple:P01375	simple:Q9C0C4	TNF	SEMA4C	False	False	False	user_curated	False	1.755																																																	
CPI-SS0419B1A91	MFNG_NOTCH1	simple:O00587	simple:P46531	MFNG	NOTCH1	False	False	False	user_curated	False	1.755																																																	
CPI-SS04A5D6B6F	DLL1_NOTCH1	simple:O00548	simple:P46531	DLL1	NOTCH1	False	False	False	user_curated	False	1.755																																																	
CPI-SS08B133D8D	ADAM10_NOTCH1	simple:O14672	simple:P46531	ADAM10	NOTCH1	False	False	False	user_curated	False	1.755																																																	
CPI-SS02EBC1BB0	TNF_NOTCH1	simple:P01375	simple:P46531	TNF	NOTCH1	False	False	False	user_curated	False	1.755																																																	
CPI-SS010867E53	SEMA4F_VSIR	simple:O95754	simple:Q9H7M9	SEMA4F	VSIR	False	False	False	user_curated	False	1.755																																																	
CPI-SS0A42A3690	CCL4L2_VSIR	simple:Q8NHW4	simple:Q9H7M9	CCL4L2	VSIR	False	False	False	user_curated	False	1.755																																																	
CPI-SS03FA58286	TNF_VSIR	simple:P01375	simple:Q9H7M9	TNF	VSIR	False	False	False	user_curated	False	1.755																																																	
CPI-SS072806553	LILRB2_TNFRSF13C	simple:Q8N423	simple:Q96RJ3	LILRB2	TNFRSF13C	False	False	False	user_curated	False	1.755																																																	
CPI-SS065FD4729	CTLA4_WBP1	simple:P16410	simple:Q96G27	CTLA4	WBP1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0BC6AC3BA	CTLA4_FAM200A	simple:P16410	simple:Q8TCP9	CTLA4	FAM200A	False	False	False	user_curated	False	1.755																																																	
CPI-SS077D7365D	CD28_CD86	simple:P10747	simple:P42081	CD28	CD86	False	False	False	user_curated	False	1.755																																																	
CPI-SS0B0E09B1C	CTLA4_CD86	simple:P16410	simple:P42081	CTLA4	CD86	False	False	False	user_curated	False	1.755																																																	
CPI-SS07327E587	CD28_CD80	simple:P10747	simple:P33681	CD28	CD80	False	False	False	user_curated	False	1.755																																																	
CPI-SS089C2DB35	IFNGR1_CD33	simple:P15260	simple:P20138	IFNGR1	CD33	False	False	False	user_curated	False	1.755																																																	
CPI-SS08825C191	BMP6_ACVR1	simple:P22004	simple:Q04771	BMP6	ACVR1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0B5E172D4	VWF_SIRPA	simple:P04275	simple:P78324	VWF	SIRPA	False	False	False	user_curated	False	1.755																																																	
CPI-SS0293164E1	BMP2_ACVR1	simple:P12643	simple:Q04771	BMP2	ACVR1	False	False	False	user_curated	False	1.755																																																	
CPI-SS086F4422E	PTPRS_IL1RAP	simple:Q13332	simple:Q9NPH3	PTPRS	IL1RAP	False	False	False	user_curated	False	1.755																																																	
CPI-SS096F8C268	PTPRD_IL1RAP	simple:P23468	simple:Q9NPH3	PTPRD	IL1RAP	False	False	False	user_curated	False	1.755																																																	
CPI-SS0FA4C032E	IL1B_IL1RAP	simple:P01584	simple:Q9NPH3	IL1B	IL1RAP	False	False	False	user_curated	False	1.755																																																	
CPI-SS0A35FB6B2	CALM1_PTH2R	simple:P0DP23	simple:P49190	CALM1	PTH2R	False	False	False	user_curated	False	1.755																																																	
CPI-SS0F5F247FA	ITGA1_SORBS1	simple:P56199	simple:Q9BX66	ITGA1	SORBS1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0F1D5F98C	ITGB5_SORBS1	simple:P18084	simple:Q9BX66	ITGB5	SORBS1	False	False	False	user_curated	False	1.755																																																	
CPI-SS099F84931	INSR_SORBS1	simple:P06213	simple:Q9BX66	INSR	SORBS1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0B116E935	INSR_ENPP1	simple:P06213	simple:P22413	INSR	ENPP1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0FB415F14	CHRM3_ARF1	simple:P20309	simple:P84077	CHRM3	ARF1	False	False	False	user_curated	False	1.755																																																	
CPI-SS06A999D25	PLD2_ARF1	simple:O14939	simple:P84077	PLD2	ARF1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0C8E4D226	ADM_CALCRL	simple:P35318	simple:Q16602	ADM	CALCRL	False	False	False	user_curated	False	1.755																																																	
CPI-SS0E4634D3D	CD74_ACKR3	simple:P04233	simple:P25106	CD74	ACKR3	False	False	False	user_curated	False	1.755																																																	
CPI-SS018633D28	MIF_ACKR3	simple:P14174	simple:P25106	MIF	ACKR3	False	False	False	user_curated	False	1.755																																																	
CPI-SS09F2B397A	RGMA_TFR2	simple:Q96B86	simple:Q9UP52	RGMA	TFR2	False	False	False	user_curated	False	1.755																																																	
CPI-SS00BCAE157	P4HB_GPR162	simple:P07237	simple:Q16538	P4HB	GPR162	False	False	False	user_curated	False	1.755																																																	
CPI-SS0994D4DD1	LTF_GPR162	simple:P02788	simple:Q16538	LTF	GPR162	False	False	False	user_curated	False	1.755																																																	
CPI-SS07A05C698	B2M_HFE	simple:P61769	simple:Q30201	B2M	HFE	False	False	False	user_curated	False	1.755																																																	
CPI-SS0C0206F07	LRP3_LDLR	simple:O75074	simple:P01130	LRP3	LDLR	False	False	False	user_curated	False	1.755																																																	
CPI-SS0B0911C23	F8_LDLR	simple:P00451	simple:P01130	F8	LDLR	False	False	False	user_curated	False	1.755																																																	
CPI-SS0CB25BBAE	SCT_VIPR2	simple:P09683	simple:P41587	SCT	VIPR2	False	False	False	user_curated	False	1.755																																																	
CPI-SS0C80895AD	PAM_DPP4	simple:P19021	simple:P27487	PAM	DPP4	False	False	False	user_curated	False	1.755																																																	
CPI-SS0C5D2E4C2	ADA_DPP4	simple:P00813	simple:P27487	ADA	DPP4	False	False	False	user_curated	False	1.755																																																	
