"","interaction_ID","sender_celltype","sender_gene","receiver_celltype","receiver_gene","ligand_log2FC","ligand_p_val_adj","receptor_log2FC","receptor_p_val_adj"
"259","NK:ICAM2_Mono:ITGB2","NK","ICAM2","Mono","ITGB2",NA,NA,NA,NA
"260","NK:ICAM3_Mono:ITGAL","NK","ICAM3","Mono","ITGAL",NA,NA,NA,NA
"261","NK:ICAM3_Mono:ITGB2","NK","ICAM3","Mono","ITGB2",NA,NA,NA,NA
"262","NK:LGALS1_Mono:ITGB1","NK","LGALS1","Mono","ITGB1",0.276963032888893,4.09503805195545e-36,NA,NA
"263","NK:LGALS1_Mono:PTPRC","NK","LGALS1","Mono","PTPRC",0.276963032888893,4.09503805195545e-36,NA,NA
"264","NK:LGALS9_Mono:CD44","NK","LGALS9","Mono","CD44",NA,NA,NA,NA
"265","NK:LGALS9_Mono:CD47","NK","LGALS9","Mono","CD47",NA,NA,NA,NA
"266","NK:LGALS9_Mono:HAVCR2","NK","LGALS9","Mono","HAVCR2",NA,NA,NA,NA
"267","NK:LGALS9_Mono:LRP1","NK","LGALS9","Mono","LRP1",NA,NA,NA,NA
"268","NK:LGALS9_Mono:PTPRC","NK","LGALS9","Mono","PTPRC",NA,NA,NA,NA
"269","NK:LGALS9_Mono:SLC1A5","NK","LGALS9","Mono","SLC1A5",NA,NA,NA,NA
"270","NK:LMAN1_Mono:MCFD2","NK","LMAN1","Mono","MCFD2",NA,NA,NA,NA
"271","NK:MIF_Mono:ACKR3","NK","MIF","Mono","ACKR3",NA,NA,0.259583131144177,0
"272","NK:MIF_Mono:CD44","NK","MIF","Mono","CD44",NA,NA,NA,NA
"273","NK:MIF_Mono:CD74","NK","MIF","Mono","CD74",NA,NA,NA,NA
"274","NK:MIF_Mono:CXCR4","NK","MIF","Mono","CXCR4",NA,NA,0.331253411563128,0
"275","NK:MIF_Mono:TNFRSF14","NK","MIF","Mono","TNFRSF14",NA,NA,NA,NA
"276","NK:RPS19_Mono:C5AR1","NK","RPS19","Mono","C5AR1",NA,NA,NA,NA
"277","NK:S100A8_Mono:CD36","NK","S100A8","Mono","CD36",NA,NA,0.282537866386678,0
"278","NK:S100A8_Mono:CD68","NK","S100A8","Mono","CD68",NA,NA,NA,NA
"279","NK:S100A8_Mono:ITGB2","NK","S100A8","Mono","ITGB2",NA,NA,NA,NA
"280","NK:S100A8_Mono:TLR4","NK","S100A8","Mono","TLR4",NA,NA,NA,NA
"281","NK:S100A9_Mono:ALCAM","NK","S100A9","Mono","ALCAM",NA,NA,NA,NA
"282","NK:S100A9_Mono:CD36","NK","S100A9","Mono","CD36",NA,NA,0.282537866386678,0
"283","NK:S100A9_Mono:CD68","NK","S100A9","Mono","CD68",NA,NA,NA,NA
"284","NK:S100A9_Mono:ITGB2","NK","S100A9","Mono","ITGB2",NA,NA,NA,NA
"285","NK:S100A9_Mono:TLR4","NK","S100A9","Mono","TLR4",NA,NA,NA,NA
"286","NK:SPON2_Mono:ITGA4","NK","SPON2","Mono","ITGA4",NA,NA,NA,NA
"287","NK:SPON2_Mono:ITGA5","NK","SPON2","Mono","ITGA5",NA,NA,NA,NA
"288","NK:SPON2_Mono:ITGAM","NK","SPON2","Mono","ITGAM",NA,NA,NA,NA
"289","NK:SPON2_Mono:ITGB1","NK","SPON2","Mono","ITGB1",NA,NA,NA,NA
"290","NK:SPON2_Mono:ITGB2","NK","SPON2","Mono","ITGB2",NA,NA,NA,NA
"291","NK:TGOLN2_Mono:BTN3A1","NK","TGOLN2","Mono","BTN3A1",NA,NA,NA,NA
"292","NK:TNFSF10_Mono:TNFRSF10B","NK","TNFSF10","Mono","TNFRSF10B",NA,NA,NA,NA
"293","B:ANXA2_Mono:DYSF","B","ANXA2","Mono","DYSF",NA,NA,NA,NA
"294","B:ANXA2_Mono:TLR2","B","ANXA2","Mono","TLR2",NA,NA,NA,NA
"295","B:AREG_Mono:ICAM1","B","AREG","Mono","ICAM1",NA,NA,NA,NA
"296","B:CD22_Mono:PTPRC","B","CD22","Mono","PTPRC",NA,NA,NA,NA
"297","B:CD47_Mono:SIGLEC1","B","CD47","Mono","SIGLEC1",NA,NA,NA,NA
"298","B:CD47_Mono:SIRPA","B","CD47","Mono","SIRPA",NA,NA,NA,NA
"299","B:CD52_Mono:SIGLEC10","B","CD52","Mono","SIGLEC10",NA,NA,NA,NA
"300","B:CD53_Mono:CD37","B","CD53","Mono","CD37",-0.262254322349261,2.15900310282872e-49,NA,NA
"301","B:CD55_Mono:ADGRE2","B","CD55","Mono","ADGRE2",NA,NA,NA,NA
"302","B:CD55_Mono:ADGRE5","B","CD55","Mono","ADGRE5",NA,NA,NA,NA
"303","B:CD55_Mono:CR1","B","CD55","Mono","CR1",NA,NA,NA,NA
"304","B:CD69_Mono:SIRPA","B","CD69","Mono","SIRPA",0.342504240902662,5.2534341688739e-85,NA,NA
"305","B:CD82_Mono:CD37","B","CD82","Mono","CD37",NA,NA,NA,NA
"306","B:FCER2_Mono:ITGB2","B","FCER2","Mono","ITGB2",NA,NA,NA,NA
"307","B:GRN_Mono:SORT1","B","GRN","Mono","SORT1",NA,NA,NA,NA
"308","B:GRN_Mono:TNFRSF1A","B","GRN","Mono","TNFRSF1A",NA,NA,NA,NA
"309","B:GRN_Mono:TNFRSF1B","B","GRN","Mono","TNFRSF1B",NA,NA,NA,NA
"310","B:HLA-B_Mono:CANX","B","HLA-B","Mono","CANX",NA,NA,NA,NA
"311","B:HLA-B_Mono:LILRA1","B","HLA-B","Mono","LILRA1",NA,NA,NA,NA
"312","B:HLA-B_Mono:LILRB1","B","HLA-B","Mono","LILRB1",NA,NA,NA,NA
"313","B:HLA-B_Mono:LILRB2","B","HLA-B","Mono","LILRB2",NA,NA,NA,NA
"314","B:HLA-B_Mono:SIGLEC10","B","HLA-B","Mono","SIGLEC10",NA,NA,NA,NA
"315","B:HLA-DRA_Mono:CD37","B","HLA-DRA","Mono","CD37",NA,NA,NA,NA
"316","B:HLA-DRA_Mono:CD4","B","HLA-DRA","Mono","CD4",NA,NA,NA,NA
"317","B:HLA-DRA_Mono:CD53","B","HLA-DRA","Mono","CD53",NA,NA,NA,NA
"318","B:HLA-DRA_Mono:CD63","B","HLA-DRA","Mono","CD63",NA,NA,0.258755429782416,0
"319","B:HLA-DRA_Mono:CD81","B","HLA-DRA","Mono","CD81",NA,NA,NA,NA
"320","B:HLA-DRA_Mono:CD82","B","HLA-DRA","Mono","CD82",NA,NA,NA,NA
"321","B:HLA-DRA_Mono:CD9","B","HLA-DRA","Mono","CD9",NA,NA,0.352976124957498,0
"322","B:HLA-DRB1_Mono:CD37","B","HLA-DRB1","Mono","CD37",NA,NA,NA,NA
"323","B:HLA-DRB1_Mono:CD4","B","HLA-DRB1","Mono","CD4",NA,NA,NA,NA
"324","B:HLA-DRB1_Mono:CD53","B","HLA-DRB1","Mono","CD53",NA,NA,NA,NA
"325","B:HLA-DRB1_Mono:CD81","B","HLA-DRB1","Mono","CD81",NA,NA,NA,NA
"326","B:HLA-DRB1_Mono:CD82","B","HLA-DRB1","Mono","CD82",NA,NA,NA,NA
"327","B:HSP90AA1_Mono:LRP1","B","HSP90AA1","Mono","LRP1",NA,NA,NA,NA
"328","B:HSP90B1_Mono:ASGR1","B","HSP90B1","Mono","ASGR1",NA,NA,NA,NA
"329","B:HSP90B1_Mono:LRP1","B","HSP90B1","Mono","LRP1",NA,NA,NA,NA
"330","B:HSP90B1_Mono:TLR2","B","HSP90B1","Mono","TLR2",NA,NA,NA,NA
"331","B:HSP90B1_Mono:TLR4","B","HSP90B1","Mono","TLR4",NA,NA,NA,NA
"332","B:HSPA4_Mono:TLR4","B","HSPA4","Mono","TLR4",NA,NA,NA,NA
"333","B:ICAM3_Mono:ITGAL","B","ICAM3","Mono","ITGAL",NA,NA,NA,NA
"334","B:ICAM3_Mono:ITGB2","B","ICAM3","Mono","ITGB2",NA,NA,NA,NA
"335","B:IL1B_Mono:IL1R2","B","IL1B","Mono","IL1R2",NA,NA,NA,NA
"336","B:IL1B_Mono:IL1RAP","B","IL1B","Mono","IL1RAP",NA,NA,NA,NA
"337","B:IL1B_Mono:SIGIRR","B","IL1B","Mono","SIGIRR",NA,NA,NA,NA
"338","B:LGALS1_Mono:ITGB1","B","LGALS1","Mono","ITGB1",NA,NA,NA,NA
"339","B:LGALS1_Mono:PTPRC","B","LGALS1","Mono","PTPRC",NA,NA,NA,NA
"340","B:LGALS9_Mono:CD44","B","LGALS9","Mono","CD44",NA,NA,NA,NA
"341","B:LGALS9_Mono:CD47","B","LGALS9","Mono","CD47",NA,NA,NA,NA
"342","B:LGALS9_Mono:HAVCR2","B","LGALS9","Mono","HAVCR2",NA,NA,NA,NA
"343","B:LGALS9_Mono:LRP1","B","LGALS9","Mono","LRP1",NA,NA,NA,NA
"344","B:LGALS9_Mono:PTPRC","B","LGALS9","Mono","PTPRC",NA,NA,NA,NA
"345","B:LGALS9_Mono:SLC1A5","B","LGALS9","Mono","SLC1A5",NA,NA,NA,NA
"346","B:LTB_Mono:CD40","B","LTB","Mono","CD40",-0.367301712302093,9.33511976883981e-125,NA,NA
"347","B:LTB_Mono:LTBR","B","LTB","Mono","LTBR",-0.367301712302093,9.33511976883981e-125,NA,NA
"348","B:LTB_Mono:TNFRSF1A","B","LTB","Mono","TNFRSF1A",-0.367301712302093,9.33511976883981e-125,NA,NA
"349","B:LY86_Mono:CD180","B","LY86","Mono","CD180",NA,NA,NA,NA
"350","B:MIF_Mono:ACKR3","B","MIF","Mono","ACKR3",NA,NA,0.259583131144177,0
"351","B:MIF_Mono:CD44","B","MIF","Mono","CD44",NA,NA,NA,NA
"352","B:MIF_Mono:CD74","B","MIF","Mono","CD74",NA,NA,NA,NA
"353","B:MIF_Mono:CXCR4","B","MIF","Mono","CXCR4",NA,NA,0.331253411563128,0
"354","B:MIF_Mono:TNFRSF14","B","MIF","Mono","TNFRSF14",NA,NA,NA,NA
"355","B:MS4A1_Mono:CD53","B","MS4A1","Mono","CD53",NA,NA,NA,NA
"356","B:MS4A1_Mono:CD82","B","MS4A1","Mono","CD82",NA,NA,NA,NA
"357","B:RPS19_Mono:C5AR1","B","RPS19","Mono","C5AR1",NA,NA,NA,NA
"358","B:S100A8_Mono:CD36","B","S100A8","Mono","CD36",NA,NA,0.282537866386678,0
"359","B:S100A8_Mono:CD68","B","S100A8","Mono","CD68",NA,NA,NA,NA
"360","B:S100A8_Mono:ITGB2","B","S100A8","Mono","ITGB2",NA,NA,NA,NA
"361","B:S100A8_Mono:TLR4","B","S100A8","Mono","TLR4",NA,NA,NA,NA
"362","B:S100A9_Mono:ALCAM","B","S100A9","Mono","ALCAM",NA,NA,NA,NA
"363","B:S100A9_Mono:CD36","B","S100A9","Mono","CD36",NA,NA,0.282537866386678,0
"364","B:S100A9_Mono:CD68","B","S100A9","Mono","CD68",NA,NA,NA,NA
"365","B:S100A9_Mono:ITGB2","B","S100A9","Mono","ITGB2",NA,NA,NA,NA
"366","B:S100A9_Mono:TLR4","B","S100A9","Mono","TLR4",NA,NA,NA,NA
"367","B:TGOLN2_Mono:BTN3A1","B","TGOLN2","Mono","BTN3A1",NA,NA,NA,NA
"368","B:TNFRSF13C_Mono:LILRB2","B","TNFRSF13C","Mono","LILRB2",NA,NA,NA,NA
"369","HSPC:ADGRA3_Mono:SIGLEC10","HSPC","ADGRA3","Mono","SIGLEC10",NA,NA,NA,NA
"370","HSPC:ALOX5AP_Mono:ALOX5","HSPC","ALOX5AP","Mono","ALOX5",NA,NA,NA,NA
"371","HSPC:CD14_Mono:ITGA4","HSPC","CD14","Mono","ITGA4",NA,NA,NA,NA
"372","HSPC:CD14_Mono:ITGB1","HSPC","CD14","Mono","ITGB1",NA,NA,NA,NA
"373","HSPC:CD14_Mono:ITGB2","HSPC","CD14","Mono","ITGB2",NA,NA,NA,NA
"374","HSPC:CD14_Mono:TLR4","HSPC","CD14","Mono","TLR4",NA,NA,NA,NA
"375","HSPC:CD52_Mono:SIGLEC10","HSPC","CD52","Mono","SIGLEC10",NA,NA,NA,NA
"376","HSPC:CD53_Mono:CD37","HSPC","CD53","Mono","CD37",NA,NA,NA,NA
"377","HSPC:CD69_Mono:SIRPA","HSPC","CD69","Mono","SIRPA",NA,NA,NA,NA
"378","HSPC:CD82_Mono:CD37","HSPC","CD82","Mono","CD37",NA,NA,NA,NA
"379","HSPC:CD9_Mono:CD36","HSPC","CD9","Mono","CD36",NA,NA,0.282537866386678,0
"380","HSPC:FSTL1_Mono:DIP2A","HSPC","FSTL1","Mono","DIP2A",NA,NA,NA,NA
"381","HSPC:HLA-DRB1_Mono:CD37","HSPC","HLA-DRB1","Mono","CD37",NA,NA,NA,NA
"382","HSPC:HLA-DRB1_Mono:CD4","HSPC","HLA-DRB1","Mono","CD4",NA,NA,NA,NA
"383","HSPC:HLA-DRB1_Mono:CD53","HSPC","HLA-DRB1","Mono","CD53",NA,NA,NA,NA
"384","HSPC:HLA-DRB1_Mono:CD81","HSPC","HLA-DRB1","Mono","CD81",NA,NA,NA,NA
"385","HSPC:HLA-DRB1_Mono:CD82","HSPC","HLA-DRB1","Mono","CD82",NA,NA,NA,NA
"386","HSPC:HSPA4_Mono:TLR4","HSPC","HSPA4","Mono","TLR4",NA,NA,NA,NA
"387","HSPC:LILRA6_Mono:CD300E","HSPC","LILRA6","Mono","CD300E",NA,NA,NA,NA
"388","HSPC:LILRB4_Mono:LAIR1","HSPC","LILRB4","Mono","LAIR1",NA,NA,NA,NA
"389","HSPC:LMAN1_Mono:MCFD2","HSPC","LMAN1","Mono","MCFD2",NA,NA,NA,NA
"390","HSPC:LY86_Mono:CD180","HSPC","LY86","Mono","CD180",NA,NA,NA,NA
"391","HSPC:MPZL3_Mono:MPZL2","HSPC","MPZL3","Mono","MPZL2",NA,NA,NA,NA
"392","HSPC:PROCR_Mono:SIGLEC10","HSPC","PROCR","Mono","SIGLEC10",NA,NA,NA,NA
"393","HSPC:QDPR_Mono:DYSF","HSPC","QDPR","Mono","DYSF",NA,NA,NA,NA
"394","HSPC:RPS19_Mono:C5AR1","HSPC","RPS19","Mono","C5AR1",NA,NA,NA,NA
"395","HSPC:S100A8_Mono:CD36","HSPC","S100A8","Mono","CD36",NA,NA,0.282537866386678,0
"396","HSPC:S100A8_Mono:CD68","HSPC","S100A8","Mono","CD68",NA,NA,NA,NA
"397","HSPC:S100A8_Mono:ITGB2","HSPC","S100A8","Mono","ITGB2",NA,NA,NA,NA
"398","HSPC:S100A8_Mono:TLR4","HSPC","S100A8","Mono","TLR4",NA,NA,NA,NA
"399","HSPC:ST14_Mono:BTN3A1","HSPC","ST14","Mono","BTN3A1",NA,NA,NA,NA
"400","HSPC:TGOLN2_Mono:BTN3A1","HSPC","TGOLN2","Mono","BTN3A1",NA,NA,NA,NA
"401","HSPC:TNF_Mono:FAS","HSPC","TNF","Mono","FAS",NA,NA,NA,NA
"402","HSPC:TNF_Mono:FFAR2","HSPC","TNF","Mono","FFAR2",NA,NA,NA,NA
"403","HSPC:TNF_Mono:LTBR","HSPC","TNF","Mono","LTBR",NA,NA,NA,NA
"404","HSPC:TNF_Mono:TNFRSF1A","HSPC","TNF","Mono","TNFRSF1A",NA,NA,NA,NA
"405","HSPC:TNF_Mono:TNFRSF1B","HSPC","TNF","Mono","TNFRSF1B",NA,NA,NA,NA
"406","HSPC:TNF_Mono:TRADD","HSPC","TNF","Mono","TRADD",NA,NA,NA,NA
"407","HSPC:TNF_Mono:VSIR","HSPC","TNF","Mono","VSIR",NA,NA,NA,NA
"408","HSPC:TNFRSF13C_Mono:LILRB2","HSPC","TNFRSF13C","Mono","LILRB2",NA,NA,NA,NA
"409","HSPC:TNFRSF6B_Mono:SIGLEC10","HSPC","TNFRSF6B","Mono","SIGLEC10",NA,NA,NA,NA
"410","HSPC:TNFSF10_Mono:TNFRSF10B","HSPC","TNFSF10","Mono","TNFRSF10B",NA,NA,NA,NA
"411","HSPC:TNFSF13_Mono:FAS","HSPC","TNFSF13","Mono","FAS",NA,NA,NA,NA
"412","HSPC:TNFSF13_Mono:TNFRSF14","HSPC","TNFSF13","Mono","TNFRSF14",NA,NA,NA,NA
"413","HSPC:TNFSF13_Mono:TNFRSF1A","HSPC","TNFSF13","Mono","TNFRSF1A",NA,NA,NA,NA
"414","HSPC:TNFSF13B_Mono:CD40","HSPC","TNFSF13B","Mono","CD40",NA,NA,NA,NA
"415","HSPC:TNFSF13B_Mono:IL1R2","HSPC","TNFSF13B","Mono","IL1R2",NA,NA,NA,NA
"416","HSPC:TNFSF13B_Mono:TFRC","HSPC","TNFSF13B","Mono","TFRC",NA,NA,NA,NA
"417","HSPC:TOR2A_Mono:ATP5F1B","HSPC","TOR2A","Mono","ATP5F1B",NA,NA,NA,NA
"418","HSPC:VSTM1_Mono:LAMP1","HSPC","VSTM1","Mono","LAMP1",NA,NA,NA,NA
"419","Ery:ADM_Mono:ACKR3","Ery","ADM","Mono","ACKR3",NA,NA,0.259583131144177,0
"420","Ery:ALOX5AP_Mono:ALOX5","Ery","ALOX5AP","Mono","ALOX5",NA,NA,NA,NA
"421","Ery:ANXA2_Mono:DYSF","Ery","ANXA2","Mono","DYSF",NA,NA,NA,NA
"422","Ery:ANXA2_Mono:TLR2","Ery","ANXA2","Mono","TLR2",NA,NA,NA,NA
"423","Ery:CD14_Mono:ITGA4","Ery","CD14","Mono","ITGA4",NA,NA,NA,NA
"424","Ery:CD14_Mono:ITGB1","Ery","CD14","Mono","ITGB1",NA,NA,NA,NA
"425","Ery:CD14_Mono:ITGB2","Ery","CD14","Mono","ITGB2",NA,NA,NA,NA
"426","Ery:CD14_Mono:TLR4","Ery","CD14","Mono","TLR4",NA,NA,NA,NA
"427","Ery:CD36_Mono:TLR4","Ery","CD36","Mono","TLR4",NA,NA,NA,NA
"428","Ery:CD47_Mono:SIGLEC1","Ery","CD47","Mono","SIGLEC1",NA,NA,NA,NA
"429","Ery:CD47_Mono:SIRPA","Ery","CD47","Mono","SIRPA",NA,NA,NA,NA
"430","Ery:CD53_Mono:CD37","Ery","CD53","Mono","CD37",NA,NA,NA,NA
"431","Ery:CD55_Mono:ADGRE2","Ery","CD55","Mono","ADGRE2",NA,NA,NA,NA
"432","Ery:CD55_Mono:ADGRE5","Ery","CD55","Mono","ADGRE5",NA,NA,NA,NA
"433","Ery:CD55_Mono:CR1","Ery","CD55","Mono","CR1",NA,NA,NA,NA
"434","Ery:CD59_Mono:SIGLEC1","Ery","CD59","Mono","SIGLEC1",NA,NA,NA,NA
"435","Ery:CD82_Mono:CD37","Ery","CD82","Mono","CD37",-0.265601021427961,1.92871032516903e-41,NA,NA
"436","Ery:FCGR1A_Mono:LILRB3","Ery","FCGR1A","Mono","LILRB3",NA,NA,NA,NA
"437","Ery:FCGR1A_Mono:PILRA","Ery","FCGR1A","Mono","PILRA",NA,NA,NA,NA
"438","Ery:GRN_Mono:SORT1","Ery","GRN","Mono","SORT1",NA,NA,NA,NA
"439","Ery:GRN_Mono:TNFRSF1A","Ery","GRN","Mono","TNFRSF1A",NA,NA,NA,NA
"440","Ery:GRN_Mono:TNFRSF1B","Ery","GRN","Mono","TNFRSF1B",NA,NA,NA,NA
"441","Ery:HLA-B_Mono:CANX","Ery","HLA-B","Mono","CANX",NA,NA,NA,NA
"442","Ery:HLA-B_Mono:LILRA1","Ery","HLA-B","Mono","LILRA1",NA,NA,NA,NA
"443","Ery:HLA-B_Mono:LILRB1","Ery","HLA-B","Mono","LILRB1",NA,NA,NA,NA
"444","Ery:HLA-B_Mono:LILRB2","Ery","HLA-B","Mono","LILRB2",NA,NA,NA,NA
"445","Ery:HLA-B_Mono:SIGLEC10","Ery","HLA-B","Mono","SIGLEC10",NA,NA,NA,NA
"446","Ery:HLA-DRB1_Mono:CD37","Ery","HLA-DRB1","Mono","CD37",NA,NA,NA,NA
"447","Ery:HLA-DRB1_Mono:CD4","Ery","HLA-DRB1","Mono","CD4",NA,NA,NA,NA
"448","Ery:HLA-DRB1_Mono:CD53","Ery","HLA-DRB1","Mono","CD53",NA,NA,NA,NA
"449","Ery:HLA-DRB1_Mono:CD81","Ery","HLA-DRB1","Mono","CD81",NA,NA,NA,NA
"450","Ery:HLA-DRB1_Mono:CD82","Ery","HLA-DRB1","Mono","CD82",NA,NA,NA,NA
"451","Ery:HSP90B1_Mono:ASGR1","Ery","HSP90B1","Mono","ASGR1",NA,NA,NA,NA
"452","Ery:HSP90B1_Mono:LRP1","Ery","HSP90B1","Mono","LRP1",NA,NA,NA,NA
"453","Ery:HSP90B1_Mono:TLR2","Ery","HSP90B1","Mono","TLR2",NA,NA,NA,NA
"454","Ery:HSP90B1_Mono:TLR4","Ery","HSP90B1","Mono","TLR4",NA,NA,NA,NA
"455","Ery:HSPA1A_Mono:TLR4","Ery","HSPA1A","Mono","TLR4",NA,NA,NA,NA
"456","Ery:ICAM4_Mono:ITGA4","Ery","ICAM4","Mono","ITGA4",NA,NA,NA,NA
"457","Ery:ICAM4_Mono:ITGAL","Ery","ICAM4","Mono","ITGAL",NA,NA,NA,NA
"458","Ery:ICAM4_Mono:ITGAM","Ery","ICAM4","Mono","ITGAM",NA,NA,NA,NA
"459","Ery:ICAM4_Mono:ITGB1","Ery","ICAM4","Mono","ITGB1",NA,NA,NA,NA
"460","Ery:ICAM4_Mono:ITGB2","Ery","ICAM4","Mono","ITGB2",NA,NA,NA,NA
"461","Ery:IL1B_Mono:IL1R2","Ery","IL1B","Mono","IL1R2",NA,NA,NA,NA
"462","Ery:IL1B_Mono:IL1RAP","Ery","IL1B","Mono","IL1RAP",NA,NA,NA,NA
"463","Ery:IL1B_Mono:SIGIRR","Ery","IL1B","Mono","SIGIRR",NA,NA,NA,NA
"464","Ery:LGALS1_Mono:ITGB1","Ery","LGALS1","Mono","ITGB1",NA,NA,NA,NA
"465","Ery:LGALS1_Mono:PTPRC","Ery","LGALS1","Mono","PTPRC",NA,NA,NA,NA
"466","Ery:LGALS9_Mono:CD44","Ery","LGALS9","Mono","CD44",NA,NA,NA,NA
"467","Ery:LGALS9_Mono:CD47","Ery","LGALS9","Mono","CD47",NA,NA,NA,NA
"468","Ery:LGALS9_Mono:HAVCR2","Ery","LGALS9","Mono","HAVCR2",NA,NA,NA,NA
"469","Ery:LGALS9_Mono:LRP1","Ery","LGALS9","Mono","LRP1",NA,NA,NA,NA
"470","Ery:LGALS9_Mono:PTPRC","Ery","LGALS9","Mono","PTPRC",NA,NA,NA,NA
"471","Ery:LGALS9_Mono:SLC1A5","Ery","LGALS9","Mono","SLC1A5",NA,NA,NA,NA
"472","Ery:LILRB1_Mono:LILRA5","Ery","LILRB1","Mono","LILRA5",NA,NA,NA,NA
"473","Ery:MIF_Mono:ACKR3","Ery","MIF","Mono","ACKR3",-0.480775155305684,5.61228137518567e-82,0.259583131144177,0
"474","Ery:MIF_Mono:CD44","Ery","MIF","Mono","CD44",-0.480775155305684,5.61228137518567e-82,NA,NA
"475","Ery:MIF_Mono:CD74","Ery","MIF","Mono","CD74",-0.480775155305684,5.61228137518567e-82,NA,NA
"476","Ery:MIF_Mono:CXCR4","Ery","MIF","Mono","CXCR4",-0.480775155305684,5.61228137518567e-82,0.331253411563128,0
"477","Ery:MIF_Mono:TNFRSF14","Ery","MIF","Mono","TNFRSF14",-0.480775155305684,5.61228137518567e-82,NA,NA
"478","Ery:RNASE2_Mono:TLR2","Ery","RNASE2","Mono","TLR2",NA,NA,NA,NA
"479","Ery:RPS19_Mono:C5AR1","Ery","RPS19","Mono","C5AR1",NA,NA,NA,NA
"480","Ery:S100A8_Mono:CD36","Ery","S100A8","Mono","CD36",NA,NA,0.282537866386678,0
"481","Ery:S100A8_Mono:CD68","Ery","S100A8","Mono","CD68",NA,NA,NA,NA
"482","Ery:S100A8_Mono:ITGB2","Ery","S100A8","Mono","ITGB2",NA,NA,NA,NA
"483","Ery:S100A8_Mono:TLR4","Ery","S100A8","Mono","TLR4",NA,NA,NA,NA
"484","Ery:S100A9_Mono:ALCAM","Ery","S100A9","Mono","ALCAM",NA,NA,NA,NA
"485","Ery:S100A9_Mono:CD36","Ery","S100A9","Mono","CD36",NA,NA,0.282537866386678,0
"486","Ery:S100A9_Mono:CD68","Ery","S100A9","Mono","CD68",NA,NA,NA,NA
"487","Ery:S100A9_Mono:ITGB2","Ery","S100A9","Mono","ITGB2",NA,NA,NA,NA
"488","Ery:S100A9_Mono:TLR4","Ery","S100A9","Mono","TLR4",NA,NA,NA,NA
"489","Ery:TGOLN2_Mono:BTN3A1","Ery","TGOLN2","Mono","BTN3A1",NA,NA,NA,NA
"490","Ery:TLR2_Mono:CD14","Ery","TLR2","Mono","CD14",NA,NA,NA,NA
"491","Ery:TLR2_Mono:CD36","Ery","TLR2","Mono","CD36",NA,NA,0.282537866386678,0
"492","Ery:TNFSF9_Mono:HLA-DPA1","Ery","TNFSF9","Mono","HLA-DPA1",NA,NA,-0.440879013599167,0
"493","Ery:TOR2A_Mono:ATP5F1B","Ery","TOR2A","Mono","ATP5F1B",NA,NA,NA,NA
"494","DC:AREG_Mono:ICAM1","DC","AREG","Mono","ICAM1",-0.309635305785611,3.07184088379252e-13,NA,NA
"495","DC:CD14_Mono:ITGA4","DC","CD14","Mono","ITGA4",NA,NA,NA,NA
"496","DC:CD14_Mono:ITGB1","DC","CD14","Mono","ITGB1",NA,NA,NA,NA
"497","DC:CD14_Mono:ITGB2","DC","CD14","Mono","ITGB2",NA,NA,NA,NA
"498","DC:CD14_Mono:TLR4","DC","CD14","Mono","TLR4",NA,NA,NA,NA
"499","DC:CD36_Mono:TLR4","DC","CD36","Mono","TLR4",NA,NA,NA,NA
"500","DC:CD52_Mono:SIGLEC10","DC","CD52","Mono","SIGLEC10",NA,NA,NA,NA
"501","DC:CD53_Mono:CD37","DC","CD53","Mono","CD37",NA,NA,NA,NA
"502","DC:CD55_Mono:ADGRE2","DC","CD55","Mono","ADGRE2",NA,NA,NA,NA
"503","DC:CD55_Mono:ADGRE5","DC","CD55","Mono","ADGRE5",NA,NA,NA,NA
"504","DC:CD55_Mono:CR1","DC","CD55","Mono","CR1",NA,NA,NA,NA
"505","DC:CD82_Mono:CD37","DC","CD82","Mono","CD37",NA,NA,NA,NA
"506","DC:FYN_Mono:SPN","DC","FYN","Mono","SPN",NA,NA,NA,NA
"507","DC:HLA-DRA_Mono:CD37","DC","HLA-DRA","Mono","CD37",NA,NA,NA,NA
"508","DC:HLA-DRA_Mono:CD4","DC","HLA-DRA","Mono","CD4",NA,NA,NA,NA
"509","DC:HLA-DRA_Mono:CD53","DC","HLA-DRA","Mono","CD53",NA,NA,NA,NA
"510","DC:HLA-DRA_Mono:CD63","DC","HLA-DRA","Mono","CD63",NA,NA,0.258755429782416,0
"511","DC:HLA-DRA_Mono:CD81","DC","HLA-DRA","Mono","CD81",NA,NA,NA,NA
"512","DC:HLA-DRA_Mono:CD82","DC","HLA-DRA","Mono","CD82",NA,NA,NA,NA
"513","DC:HLA-DRA_Mono:CD9","DC","HLA-DRA","Mono","CD9",NA,NA,0.352976124957498,0
"514","DC:HLA-DRB1_Mono:CD37","DC","HLA-DRB1","Mono","CD37",NA,NA,NA,NA
"515","DC:HLA-DRB1_Mono:CD4","DC","HLA-DRB1","Mono","CD4",NA,NA,NA,NA
"516","DC:HLA-DRB1_Mono:CD53","DC","HLA-DRB1","Mono","CD53",NA,NA,NA,NA
"517","DC:HLA-DRB1_Mono:CD81","DC","HLA-DRB1","Mono","CD81",NA,NA,NA,NA
"518","DC:HLA-DRB1_Mono:CD82","DC","HLA-DRB1","Mono","CD82",NA,NA,NA,NA
"519","DC:HSP90B1_Mono:ASGR1","DC","HSP90B1","Mono","ASGR1",NA,NA,NA,NA
