id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	B|B	B|DC	B|Gran	B|HSPC	B|Mono	B|NK	B|T	DC|B	DC|DC	DC|Gran	DC|HSPC	DC|Mono	DC|NK	DC|T	Gran|B	Gran|DC	Gran|Gran	Gran|HSPC	Gran|Mono	Gran|NK	Gran|T	HSPC|B	HSPC|DC	HSPC|Gran	HSPC|HSPC	HSPC|Mono	HSPC|NK	HSPC|T	Mono|B	Mono|DC	Mono|Gran	Mono|HSPC	Mono|Mono	Mono|NK	Mono|T	NK|B	NK|DC	NK|Gran	NK|HSPC	NK|Mono	NK|NK	NK|T	T|B	T|DC	T|Gran	T|HSPC	T|Mono	T|NK	T|T
CPI-SS01158CABF	FFAR2_FAM3C	simple:O15552	simple:Q92520	FFAR2	FAM3C	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.128	0.04	0.0	0.031	0.039	0.043	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.123	0.035	0.0	0.026	0.034	0.038	0.023
CPI-SS055E061C9	LAMP1_FAM3C	simple:P11279	simple:Q92520	LAMP1	FAM3C	False	False	False	user_curated	False	0.273	0.185	0.0	0.176	0.184	0.188	0.174	0.386	0.298	0.0	0.289	0.297	0.301	0.287	0.406	0.318	0.0	0.309	0.317	0.321	0.307	0.351	0.263	0.0	0.254	0.262	0.266	0.252	0.441	0.353	0.0	0.344	0.352	0.356	0.342	0.399	0.311	0.0	0.302	0.31	0.314	0.3	0.275	0.187	0.0	0.178	0.186	0.19	0.175
CPI-SS0AFC7BACF	ADGRG5_FAM3C	simple:Q8IZF4	simple:Q92520	ADGRG5	FAM3C	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.152	0.064	0.0	0.055	0.063	0.067	0.053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.124	0.036	0.0	0.027	0.035	0.039	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.133	0.046	0.0	0.037	0.045	0.049	0.034	0.124	0.037	0.0	0.027	0.036	0.04	0.025
CPI-SS0CD88C2A8	HLA-C_CD53	simple:P10321	simple:P19397	HLA-C	CD53	False	False	False	user_curated	False	0.676	0.753	0.787	0.698	0.815	0.711	0.684	0.594	0.671	0.705	0.616	0.733	0.629	0.602	0.57	0.647	0.681	0.593	0.71	0.606	0.579	0.487	0.564	0.598	0.509	0.626	0.522	0.495	0.637	0.714	0.748	0.659	0.776	0.672	0.645	0.818	0.895	0.929	0.841	0.958	0.854	0.826	0.742	0.819	0.853	0.765	0.882	0.778	0.75
CPI-SS0D60AC3F3	HLA-DRA_CD53	simple:P01903	simple:P19397	HLA-DRA	CD53	False	False	False	user_curated	False	0.827	0.904	0.938	0.85	0.967	0.863	0.836	0.741	0.818	0.852	0.763	0.88	0.776	0.749	0.338	0.415	0.449	0.361	0.478	0.374	0.346	0.246	0.323	0.357	0.268	0.385	0.281	0.254	0.549	0.626	0.659	0.571	0.688	0.584	0.557	0.067	0.144	0.177	0.089	0.206	0.102	0.075	0.092	0.169	0.203	0.115	0.232	0.127	0.1
CPI-SS0B5B0130D	HLA-DRB1_CD53	simple:P01911	simple:P19397	HLA-DRB1	CD53	False	False	False	user_curated	False	0.783	0.86	0.894	0.806	0.923	0.819	0.791	0.628	0.705	0.739	0.65	0.767	0.663	0.636	0.257	0.334	0.368	0.279	0.396	0.292	0.265	0.192	0.269	0.303	0.215	0.332	0.228	0.2	0.44	0.517	0.551	0.462	0.579	0.475	0.448	0.11	0.187	0.221	0.133	0.25	0.146	0.118	0.154	0.232	0.265	0.177	0.294	0.19	0.163
CPI-SS0CBFFA92D	CD37_CD53	simple:P11049	simple:P19397	CD37	CD53	False	False	False	user_curated	False	0.655	0.732	0.766	0.678	0.795	0.69	0.663	0.369	0.446	0.48	0.392	0.509	0.405	0.377	0.247	0.324	0.357	0.269	0.386	0.282	0.255	0.376	0.453	0.487	0.398	0.516	0.411	0.384	0.327	0.404	0.438	0.349	0.466	0.362	0.335	0.377	0.454	0.488	0.4	0.517	0.413	0.386	0.386	0.463	0.497	0.409	0.526	0.422	0.394
CPI-SS09000A318	CD2_CD53	simple:P06729	simple:P19397	CD2	CD53	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.055	0.132	0.166	0.078	0.195	0.091	0.063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.053	0.13	0.164	0.076	0.193	0.089	0.061	0.053	0.13	0.164	0.076	0.193	0.088	0.061	0.079	0.156	0.19	0.102	0.219	0.115	0.088	0.183	0.26	0.294	0.206	0.323	0.218	0.191
CPI-SS0B8685246	MS4A1_CD53	simple:P11836	simple:P19397	MS4A1	CD53	False	False	False	user_curated	False	0.374	0.451	0.485	0.397	0.514	0.41	0.382	0.061	0.138	0.172	0.083	0.2	0.096	0.069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.053	0.13	0.164	0.076	0.193	0.089	0.062	0.053	0.13	0.164	0.076	0.193	0.089	0.061	0.056	0.133	0.166	0.078	0.195	0.091	0.064	0.06	0.138	0.171	0.083	0.2	0.096	0.069
CPI-SS07D7CD643	AXL_PILRA	simple:P30530	simple:Q9UKJ1	AXL	PILRA	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.025	0.048	0.021	0.141	0.016	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.012	0.036	0.008	0.128	0.003	0.002
CPI-SS0647D7ACA	SIGLEC6_PILRA	simple:O43699	simple:Q9UKJ1	SIGLEC6	PILRA	False	False	False	user_curated	False	0.009	0.019	0.042	0.014	0.134	0.01	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.013	0.036	0.008	0.128	0.004	0.002	0.003	0.013	0.036	0.008	0.128	0.004	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.012	0.035	0.007	0.128	0.003	0.001
CPI-SS0FDD0955E	LILRB2_PILRA	simple:Q8N423	simple:Q9UKJ1	LILRB2	PILRA	False	False	False	user_curated	False	0.034	0.043	0.066	0.039	0.159	0.034	0.033	0.009	0.018	0.041	0.013	0.134	0.009	0.007	0.012	0.022	0.045	0.017	0.137	0.013	0.011	0.004	0.013	0.036	0.008	0.129	0.004	0.002	0.147	0.157	0.18	0.152	0.272	0.148	0.146	0.003	0.012	0.035	0.008	0.128	0.003	0.002	0.004	0.013	0.036	0.009	0.129	0.004	0.003
CPI-SS0093746AC	LILRA1_PILRA	simple:O75019	simple:Q9UKJ1	LILRA1	PILRA	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.019	0.043	0.015	0.135	0.01	0.009	0.017	0.027	0.05	0.022	0.142	0.018	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042	0.051	0.074	0.047	0.167	0.042	0.041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.012	0.035	0.008	0.128	0.003	0.002
CPI-SS02B0475ED	GP6_PILRA	simple:Q9HCN6	simple:Q9UKJ1	GP6	PILRA	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.013	0.036	0.008	0.128	0.004	0.002	0.004	0.013	0.036	0.009	0.129	0.004	0.003	0.005	0.014	0.037	0.01	0.13	0.005	0.004
CPI-SS0CB6E657F	BTN3A2_PILRA	simple:P78410	simple:Q9UKJ1	BTN3A2	PILRA	False	False	False	user_curated	False	0.007	0.016	0.039	0.011	0.131	0.007	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.021	0.044	0.017	0.137	0.012	0.011	0.024	0.033	0.056	0.028	0.149	0.024	0.022	0.01	0.019	0.043	0.015	0.135	0.01	0.009	0.048	0.058	0.081	0.053	0.173	0.049	0.047	0.034	0.043	0.066	0.038	0.159	0.034	0.032
CPI-SS0D418093A	FCGR1A_PILRA	simple:P12314	simple:Q9UKJ1	FCGR1A	PILRA	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.022	0.045	0.018	0.138	0.013	0.012	0.012	0.022	0.045	0.017	0.137	0.013	0.011	0.008	0.017	0.04	0.012	0.132	0.008	0.006	0.045	0.054	0.077	0.049	0.169	0.045	0.043	0.003	0.012	0.035	0.008	0.128	0.003	0.002	0.003	0.013	0.036	0.008	0.128	0.004	0.002
CPI-SS01560CA22	CD99_PILRA	simple:P14209	simple:Q9UKJ1	CD99	PILRA	False	False	False	user_curated	False	0.154	0.164	0.187	0.159	0.279	0.155	0.153	0.46	0.469	0.492	0.464	0.585	0.46	0.458	0.471	0.48	0.503	0.475	0.596	0.471	0.469	0.505	0.514	0.537	0.51	0.63	0.505	0.504	0.468	0.478	0.501	0.473	0.593	0.469	0.467	0.463	0.473	0.496	0.468	0.588	0.464	0.462	0.383	0.393	0.416	0.388	0.508	0.384	0.382
CPI-SS0629F8C0B	AXL_PILRB	simple:P30530	simple:Q9UKJ0	AXL	PILRB	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.108	0.064	0.0	0.054	0.031	0.074	0.052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.095	0.052	0.0	0.041	0.018	0.061	0.039
CPI-SS04F2DB78D	CD99_PILRB	simple:P14209	simple:Q9UKJ0	CD99	PILRB	False	False	False	user_curated	False	0.246	0.203	0.0	0.192	0.17	0.212	0.19	0.551	0.508	0.0	0.497	0.475	0.517	0.496	0.562	0.519	0.0	0.508	0.486	0.528	0.507	0.596	0.553	0.0	0.543	0.52	0.563	0.541	0.56	0.517	0.0	0.506	0.483	0.526	0.504	0.555	0.512	0.0	0.501	0.478	0.521	0.499	0.475	0.432	0.0	0.421	0.399	0.441	0.419
CPI-SS03A4F7DC8	AXL_GAS6	simple:P30530	simple:Q14393	AXL	GAS6	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.142	0.032	0.016	0.038	0.015	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.129	0.019	0.003	0.025	0.002	0.002
CPI-SS085195142	TYRO3_GAS6	simple:Q06418	simple:Q14393	TYRO3	GAS6	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.133	0.023	0.007	0.029	0.006	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.132	0.022	0.006	0.028	0.005	0.005	0.0	0.132	0.021	0.006	0.028	0.004	0.004	0.0	0.13	0.019	0.004	0.026	0.002	0.002	0.0	0.13	0.02	0.004	0.026	0.003	0.003
CPI-SS0415CC75D	MERTK_GAS6	simple:Q12866	simple:Q14393	MERTK	GAS6	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.147	0.036	0.021	0.043	0.02	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.139	0.028	0.013	0.035	0.011	0.011	0.0	0.138	0.028	0.012	0.034	0.011	0.011	0.0	0.129	0.018	0.003	0.025	0.002	0.002	0.0	0.13	0.019	0.004	0.026	0.002	0.002
CPI-SS0962EEF38	AXL_VSIG10L	simple:P30530	simple:Q86VR7	AXL	VSIG10L	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.017	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.004	0.0	0.001
CPI-SS0D0252D87	AXL_IL15RA	simple:P30530	simple:Q13261	AXL	IL15RA	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.031	0.027	0.019	0.025	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.019	0.014	0.006	0.012	0.014
CPI-SS077B160B9	IL15_IL15RA	simple:P40933	simple:Q13261	IL15	IL15RA	False	False	False	user_curated	False	0.0	0.023	0.023	0.018	0.01	0.016	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.019	0.015	0.007	0.013	0.015	0.0	0.028	0.028	0.023	0.015	0.022	0.024	0.0	0.026	0.026	0.021	0.013	0.019	0.022	0.0	0.022	0.023	0.018	0.01	0.016	0.018
CPI-SS093581076	IL2RB_IL15RA	simple:P14784	simple:Q13261	IL2RB	IL15RA	False	False	False	user_curated	False	0.0	0.021	0.021	0.016	0.008	0.015	0.017	0.0	0.021	0.021	0.016	0.008	0.014	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.019	0.015	0.007	0.013	0.015	0.0	0.021	0.021	0.017	0.009	0.015	0.017	0.0	0.221	0.221	0.216	0.208	0.214	0.217	0.0	0.088	0.089	0.084	0.076	0.082	0.084
CPI-SS093447AB3	MPZ_LILRA6	simple:P25189	simple:Q6PI73	MPZ	LILRA6	False	False	False	user_curated	False	0.0	0.01	0.0	0.004	0.026	0.003	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.027	0.049	0.027	0.027	0.0	0.013	0.0	0.007	0.029	0.007	0.007	0.0	0.01	0.0	0.004	0.026	0.004	0.004	0.0	0.012	0.0	0.006	0.028	0.006	0.006	0.0	0.007	0.0	0.001	0.024	0.001	0.001
CPI-SS0DBE8749A	CEACAM21_LILRA6	simple:Q3KPI0	simple:Q6PI73	CEACAM21	LILRA6	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.004	0.027	0.004	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.002	0.024	0.001	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.003	0.025	0.002	0.003	0.0	0.01	0.0	0.005	0.027	0.004	0.004
CPI-SS064048522	CD300E_LILRA6	simple:Q496F6	simple:Q6PI73	CD300E	LILRA6	False	False	False	user_curated	False	0.0	0.013	0.0	0.008	0.03	0.007	0.007	0.0	0.02	0.0	0.014	0.036	0.014	0.014	0.0	0.01	0.0	0.004	0.027	0.004	0.004	0.0	0.009	0.0	0.003	0.025	0.002	0.002	0.0	0.283	0.0	0.277	0.299	0.277	0.277	0.0	0.009	0.0	0.004	0.026	0.003	0.003	0.0	0.01	0.0	0.005	0.027	0.004	0.004
CPI-SS08760A26C	ADAM10_CADM1	simple:O14672	simple:Q9BY67	ADAM10	CADM1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.039	0.044	0.0	0.0	0.0	0.0	0.0	0.08	0.086	0.0	0.0	0.0	0.0	0.0	0.117	0.122	0.0	0.0	0.0	0.0	0.0	0.106	0.111	0.0	0.0	0.0	0.0	0.0	0.148	0.153	0.0	0.0	0.0	0.0	0.0	0.13	0.135	0.0	0.0	0.0	0.0	0.0	0.05	0.056
CPI-SS0C9696AAA	CRTAM_CADM1	simple:O95727	simple:Q9BY67	CRTAM	CADM1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.01	0.0	0.0	0.0	0.0	0.0	0.013	0.018	0.0	0.0	0.0	0.0	0.0	0.005	0.011	0.0	0.0	0.0	0.0	0.0	0.026	0.031
CPI-SS07DC3F89F	PTPN13_CADM1	simple:Q12923	simple:Q9BY67	PTPN13	CADM1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.008
CPI-SS0FE4FDCE9	SDK2_CADM4	simple:Q58EX2	simple:Q8NFZ8	SDK2	CADM4	False	False	False	user_curated	False	0.005	0.023	0.0	0.0	0.005	0.0	0.003	0.007	0.026	0.0	0.0	0.007	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.045	0.0	0.0	0.027	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.022	0.0	0.0	0.003	0.0	0.001
CPI-SS04DEA1250	ADRA2A_CCL5	simple:P08913	simple:P13501	ADRA2A	CCL5	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.048	0.0	0.041	0.033	0.619	0.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.01	0.002	0.588	0.419	0.0	0.022	0.0	0.015	0.006	0.593	0.423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS062E8DFF9	CCRL2_CCL5	simple:O00421	simple:P13501	CCRL2	CCL5	False	False	False	user_curated	False	0.0	0.025	0.0	0.018	0.01	0.596	0.427	0.0	0.025	0.0	0.017	0.009	0.596	0.426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.009	0.001	0.588	0.418	0.0	0.029	0.0	0.021	0.013	0.6	0.43	0.0	0.019	0.0	0.011	0.003	0.59	0.42	0.0	0.022	0.0	0.014	0.006	0.593	0.423
CPI-SS0B386AD2D	ADRA2A_CCL23	simple:P08913	simple:P55773	ADRA2A	CCL23	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.033	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.002	0.002	0.0	0.0	0.0	0.007	0.0	0.006	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0F3DB0252	FPR2_CCL23	simple:P25090	simple:P55773	FPR2	CCL23	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.007	0.007	0.0	0.0	0.0	0.002	0.0	0.001	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS09199F78C	CCR1_CCL23	simple:P32246	simple:P55773	CCR1	CCL23	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.019	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.001	0.001	0.0	0.0	0.0	0.09	0.0	0.088	0.089	0.0	0.0	0.0	0.002	0.0	0.001	0.002	0.0	0.0	0.0	0.004	0.0	0.002	0.003
CPI-SS0E50063CE	ADRA2A_CCL28	simple:P08913	simple:Q9NRJ3	ADRA2A	CCL28	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.053	0.0	0.0	0.055	0.033	0.087	0.061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.024	0.003	0.056	0.03	0.027	0.0	0.0	0.029	0.007	0.061	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0A7DD8A5E	CCR1_CCL28	simple:P32246	simple:Q9NRJ3	CCR1	CCL28	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.041	0.019	0.073	0.047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.023	0.002	0.056	0.03	0.109	0.0	0.0	0.111	0.089	0.143	0.117	0.022	0.0	0.0	0.024	0.002	0.056	0.03	0.023	0.0	0.0	0.025	0.003	0.057	0.031
CPI-SS064C772FE	CCR10_CCL28	simple:P46092	simple:Q9NRJ3	CCR10	CCL28	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.033	0.011	0.065	0.039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.024	0.002	0.056	0.03	0.023	0.0	0.0	0.025	0.004	0.058	0.032	0.024	0.0	0.0	0.026	0.004	0.058	0.032	0.023	0.0	0.0	0.025	0.003	0.057	0.031
CPI-SS0C58C26C6	ADRA2A_CXCL16	simple:P08913	simple:Q9H2A7	ADRA2A	CXCL16	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.088	0.0	0.038	0.184	0.035	0.054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.057	0.0	0.007	0.153	0.004	0.023	0.013	0.062	0.0	0.011	0.158	0.009	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS00F282936	CXCR6_CXCL16	simple:O00574	simple:Q9H2A7	CXCR6	CXCL16	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.057	0.0	0.007	0.153	0.004	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.067	0.0	0.016	0.163	0.014	0.033
CPI-SS0FEC087E8	ADRA2A_CXCL8	simple:P08913	simple:P10145	ADRA2A	CXCL8	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.113	0.184	0.068	0.423	0.074	0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.082	0.153	0.037	0.392	0.043	0.007	0.013	0.087	0.158	0.042	0.397	0.048	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS05C0E5B47	SDC3_CXCL8	simple:O75056	simple:P10145	SDC3	CXCL8	False	False	False	user_curated	False	0.057	0.131	0.202	0.086	0.441	0.092	0.056	0.01	0.084	0.155	0.039	0.394	0.045	0.008	0.015	0.089	0.16	0.044	0.399	0.05	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.086	0.157	0.042	0.396	0.047	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.081	0.152	0.036	0.391	0.042	0.006
CPI-SS00CB8F3DE	ADRA2A_CXCL1	simple:P08913	simple:P09341	ADRA2A	CXCL1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061	0.033	0.043	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.002	0.012	0.0	0.001	0.0	0.0	0.034	0.007	0.016	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS057A07DC7	ADRA2A_CXCL2	simple:P08913	simple:P19875	ADRA2A	CXCL2	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.078	0.11	0.087	0.136	0.033	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047	0.079	0.056	0.106	0.002	0.002	0.0	0.052	0.084	0.061	0.11	0.007	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS024CF9FC8	ADRA2A_CXCL3	simple:P08913	simple:P19876	ADRA2A	CXCL3	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.052	0.065	0.059	0.033	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.034	0.029	0.002	0.003	0.0	0.0	0.026	0.039	0.033	0.007	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS00A43DE53	ADRA2A_NMU	simple:P08913	simple:P48645	ADRA2A	NMU	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.007	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0CEFE09D8	ADRA2A_CCL20	simple:P08913	simple:P78556	ADRA2A	CCL20	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.008	0.0	0.0	0.0	0.0	0.0	0.007	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0F8C664D9	CXCR3_CCL20	simple:P49682	simple:P78556	CXCR3	CCL20	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.049	0.055	0.0	0.0	0.0	0.0	0.0	0.011	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.01	0.0	0.0	0.0	0.0	0.0	0.007	0.014	0.0	0.0	0.0	0.0	0.0	0.049	0.056	0.0	0.0	0.0	0.0	0.0	0.141	0.148
CPI-SS07F015051	CCR6_CCL20	simple:P51684	simple:P78556	CCR6	CCL20	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.083	0.089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.008	0.0	0.0	0.0	0.0	0.0	0.003	0.01	0.0	0.0	0.0	0.0	0.0	0.001	0.008	0.0	0.0	0.0	0.0	0.0	0.043	0.05
