gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B	DC	Gran	HSPC	Mono	NK	T
SDK2	Q58EX2	False	SDK2_HUMAN		CPI-SS056D5F439	0.004	0.01	0.0	0.049	0.0	0.0	0.002
PLXNB2	O15031	False	PLXNB2_HUMAN		CPI-SS0397E30BE	0.027	0.131	0.259	0.091	0.291	0.006	0.002
NEGR1	Q7Z3B1	False	NEGR1_HUMAN		CPI-SS047DD662F	0.0	0.126	0.11	0.292	0.013	0.001	0.0
CD99	P14209	False	CD99_HUMAN		CPI-SS00EE2358D	0.304	0.915	0.936	1.005	0.932	0.922	0.762
IGSF3	O75054	False	IGSF3_HUMAN		CPI-SS05F207A72	0.0	0.0	0.0	0.0	0.002	0.0	0.0
NOTCH2	Q04721	False	NOTCH2_HUMAN		CPI-SS07D71C546	0.083	0.142	0.095	0.041	0.214	0.049	0.047
IL10RB	Q08334	False	IL10RB_HUMAN		CPI-SS0482992EA	0.087	0.163	0.082	0.058	0.178	0.025	0.023
S100A9	P06702	False	S100A9_HUMAN		CPI-SS048518585	0.0	0.39	1.453	0.003	1.671	0.085	0.011
S100A8	P05109	False	S100A8_HUMAN		CPI-SS05C3568B3	0.0	0.268	1.063	0.003	1.364	0.057	0.001
FCRL1	Q96LA6	False	FCRL1_HUMAN		CPI-SS0DE661F9B	0.047	0.0	0.0	0.0	0.0	0.0	0.0
TNFSF12	O43508	False	TNFSF12_HUMAN		CPI-SS0D14C760A	0.025	0.02	0.019	0.012	0.06	0.071	0.051
HMGB1	P09429	False	HMGB1_HUMAN		CPI-SS072251A9E	1.07	1.249	1.212	1.144	1.111	1.332	1.206
HP	P00738	False	HP_HUMAN		CPI-SS09955437E	0.0	0.0	0.086	0.0	0.064	0.001	0.0
LILRA6	Q6PI73	False	LILRA6_HUMAN		CPI-SS0AC3FFC8B	0.0	0.013	0.0	0.002	0.046	0.001	0.001
F8	P00451	False	F8_HUMAN		CPI-SS040E214BD	0.0	0.009	0.021	0.002	0.01	0.003	0.003
HP	P00738	False	HP_HUMAN		CPI-SS00066C66A	0.0	0.0	0.086	0.0	0.064	0.001	0.0
ADAM10	O14672	False	ADAM10_HUMAN		CPI-SS059C6CBC2	0.075	0.157	0.229	0.208	0.293	0.257	0.097
ADAM10	O14672	False	ADAM10_HUMAN		CPI-SS06D625799	0.075	0.157	0.229	0.208	0.293	0.257	0.097
ADAM10	O14672	False	ADAM10_HUMAN		CPI-SS0A2C1C6CE	0.075	0.157	0.229	0.208	0.293	0.257	0.097
ADAM10	O14672	False	ADAM10_HUMAN		CPI-SS0BECC0DD3	0.075	0.157	0.229	0.208	0.293	0.257	0.097
TSPAN13	O95857	False	TSPAN13_HUMAN		CPI-SS0CFC35868	0.006	0.146	0.0	0.052	0.004	0.005	0.002
ADAM10	O14672	False	ADAM10_HUMAN		CPI-SS01BCCEDA6	0.075	0.157	0.229	0.208	0.293	0.257	0.097
ADAM10	O14672	False	ADAM10_HUMAN		CPI-SS0660CD281	0.075	0.157	0.229	0.208	0.293	0.257	0.097
ADAM10	O14672	False	ADAM10_HUMAN		CPI-SS0868AEF95	0.075	0.157	0.229	0.208	0.293	0.257	0.097
ADAM10	O14672	False	ADAM10_HUMAN		CPI-SS0A03A0CBF	0.075	0.157	0.229	0.208	0.293	0.257	0.097
EPOR	P19235	False	EPOR_HUMAN		CPI-SS091600C50	0.004	0.0	0.0	0.007	0.004	0.014	0.021
TNFRSF10A	O00220	False	TNFRSF10A_HUMAN		CPI-SS0E3B5FD1B	0.026	0.0	0.019	0.002	0.02	0.0	0.034
JAK2	O60674	False	JAK2_HUMAN		CPI-SS008113846	0.026	0.137	0.113	0.076	0.074	0.021	0.017
EPOR	P19235	False	EPOR_HUMAN		CPI-SS0E71CCB88	0.004	0.0	0.0	0.007	0.004	0.014	0.021
IFNG	P01579	False	IFNG_HUMAN		CPI-SS071B6D5F0	0.0	0.0	0.0	0.0	0.0	0.038	0.026
EPOR	P19235	False	EPOR_HUMAN		CPI-SS05BACE560	0.004	0.0	0.0	0.007	0.004	0.014	0.021
EPOR	P19235	False	EPOR_HUMAN		CPI-SS0E2B3EF82	0.004	0.0	0.0	0.007	0.004	0.014	0.021
CEACAM1	P13688	False	CEACAM1_HUMAN		CPI-SS0B80D33CE	0.0	0.0	0.0	0.003	0.002	0.003	0.005
LGALS9	O00182	False	LGALS9_HUMAN		CPI-SS0E23CEB91	0.099	0.233	0.19	0.256	0.289	0.069	0.026
HMGB1	P09429	False	HMGB1_HUMAN		CPI-SS0FB4FDC64	1.07	1.249	1.212	1.144	1.111	1.332	1.206
MICA	Q29983	False	MICA_HUMAN		CPI-SS0B8087A17	0.005	0.009	0.058	0.006	0.006	0.026	0.009
ULBP3	Q9BZM4	False	ULBP3_HUMAN		CPI-SS08C62174E	0.0	0.007	0.0	0.001	0.009	0.003	0.001
MICB	Q29980	False	MICB_HUMAN		CPI-SS09A0B734B	0.017	0.043	0.0	0.022	0.016	0.062	0.039
ULBP2	Q9BZM5	False	ULBP2_HUMAN		CPI-SS029E933F2	0.0	0.013	0.0	0.003	0.013	0.005	0.016
AGRN	O00468	False	AGRN_HUMAN		CPI-SS0566C7910	0.0	0.053	0.029	0.009	0.032	0.004	0.001
HP	P00738	False	HP_HUMAN		CPI-SS06BA49E35	0.0	0.0	0.086	0.0	0.064	0.001	0.0
LGALS9	O00182	False	LGALS9_HUMAN		CPI-SS06721FACB	0.099	0.233	0.19	0.256	0.289	0.069	0.026
LGALS9	O00182	False	LGALS9_HUMAN		CPI-SS002DF6C31	0.099	0.233	0.19	0.256	0.289	0.069	0.026
LGALS9	O00182	False	LGALS9_HUMAN		CPI-SS08877A081	0.099	0.233	0.19	0.256	0.289	0.069	0.026
MMP9	P14780	False	MMP9_HUMAN		CPI-SS0F76A0A74	0.015	0.0	0.0	0.0	0.012	0.004	0.007
LAMP1	P11279	False	LAMP1_HUMAN		CPI-SS064281234	0.301	0.527	0.568	0.458	0.637	0.553	0.305
IL6ST	P40189	False	IL6ST_HUMAN		CPI-SS0CF2358E9	0.067	0.32	0.163	0.231	0.237	0.082	0.177
ITGA4	P13612	False	ITGA4_HUMAN		CPI-SS0C36CAE10	0.057	0.245	0.176	0.275	0.279	0.222	0.22
ITGA4	P13612	False	ITGA4_HUMAN		CPI-SS0E3695B92	0.057	0.245	0.176	0.275	0.279	0.222	0.22
HLA-DRA	P01903	False	HLA-DRA_HUMAN		CPI-SS06571E05E	1.551	1.377	0.573	0.387	0.993	0.029	0.08
TIMP1	P01033	False	TIMP1_HUMAN		CPI-SS05BDE8B70	0.049	0.333	0.365	0.216	0.868	0.138	0.217
HLA-DRA	P01903	False	HLA-DRA_HUMAN		CPI-SS03C85A29D	1.551	1.377	0.573	0.387	0.993	0.029	0.08
HLA-DRB1	P01911	False	HLA-DRB1_HUMAN		CPI-SS059A8EB91	1.463	1.152	0.41	0.281	0.776	0.116	0.205
CD2	P06729	False	CD2_HUMAN		CPI-SS0A4045603	0.0	0.007	0.0	0.003	0.002	0.055	0.262
CD2	P06729	False	CD2_HUMAN		CPI-SS03A96DA10	0.0	0.007	0.0	0.003	0.002	0.055	0.262
CD2	P06729	False	CD2_HUMAN		CPI-SS0413D46BB	0.0	0.007	0.0	0.003	0.002	0.055	0.262
MDGA1	Q8NFP4	False	MDGA1_HUMAN		CPI-SS048C20B1D	0.016	0.0	0.0	0.004	0.0	0.008	0.006
CD247	P20963	False	CD247_HUMAN		CPI-SS0056BEE00	0.02	0.027	0.008	0.012	0.005	0.925	0.485
CD276	Q5ZPR3	False	CD276_HUMAN		CPI-SS0A41D67A2	0.004	0.0	0.0	0.0	0.003	0.0	0.001
CD79A	P11912	False	CD79A_HUMAN		CPI-SS0CC9F3B13	1.409	0.059	0.0	0.006	0.008	0.003	0.003
TNFSF9	P41273	False	TNFSF9_HUMAN		CPI-SS0431D2256	0.04	0.054	0.0	0.001	0.006	0.003	0.01
TNFSF9	P41273	False	TNFSF9_HUMAN		CPI-SS047CD2E9F	0.04	0.054	0.0	0.001	0.006	0.003	0.01
CD69	Q07108	False	CD69_HUMAN		CPI-SS06A7159A8	0.221	0.032	0.057	0.176	0.08	0.328	0.643
CD8A	P01732	False	CD8A_HUMAN		CPI-SS0E171D68A	0.013	0.032	0.0	0.012	0.009	0.1	0.436
SLC16A4	O15374	False	SLC16A4_HUMAN		CPI-SS04AD1BAC9	0.031	0.022	0.0	0.012	0.006	0.067	0.025
CD8B	P10966	False	CD8B_HUMAN		CPI-SS000AD971E	0.002	0.0	0.0	0.004	0.0	0.007	0.212
CD8A	P01732	False	CD8A_HUMAN		CPI-SS07873619C	0.013	0.032	0.0	0.012	0.009	0.1	0.436
TNFRSF17	Q02223	False	TNFRSF17_HUMAN		CPI-SS0F14A922C	0.006	0.019	0.0	0.0	0.0	0.0	0.001
TNFRSF17	Q02223	False	TNFRSF17_HUMAN		CPI-SS094E9B7E1	0.006	0.019	0.0	0.0	0.0	0.0	0.001
CCR2	P41597	False	CCR2_HUMAN		CPI-SS004BACDDD	0.0	0.006	0.0	0.0	0.03	0.001	0.0
CCR2	P41597	False	CCR2_HUMAN		CPI-SS089716E86	0.0	0.006	0.0	0.0	0.03	0.001	0.0
LAG3	P18627	False	LAG3_HUMAN		CPI-SS08DCD0534	0.0	0.015	0.0	0.01	0.005	0.005	0.04
LAG3	P18627	False	LAG3_HUMAN		CPI-SS0DDC6EF4D	0.0	0.015	0.0	0.01	0.005	0.005	0.04
C1QB	P02746	False	C1QB_HUMAN		CPI-SS043858F99	0.0	0.0	0.0	0.0	0.009	0.0	0.0
LTF	P02788	False	LTF_HUMAN		CPI-SS060130A78	0.004	0.0	0.0	0.0	0.045	0.007	0.0
LTF	P02788	False	LTF_HUMAN		CPI-SS0A1E5628B	0.004	0.0	0.0	0.0	0.045	0.007	0.0
PSAP	P07602	False	PSAP_HUMAN		CPI-SS0E6842555	0.595	1.022	1.151	0.308	1.362	0.562	0.305
HSP90B1	P14625	False	HSP90B1_HUMAN		CPI-SS0CACF79C1	0.475	0.956	0.822	0.69	0.578	0.766	0.475
VCAN	P13611	False	VCAN_HUMAN		CPI-SS084FDDF43	0.0	0.271	0.731	0.016	1.119	0.005	0.002
CD14	P08571	False	CD14_HUMAN		CPI-SS056053483	0.016	0.07	0.206	0.0	0.61	0.014	0.008
HSP90B1	P14625	False	HSP90B1_HUMAN		CPI-SS09FA96171	0.475	0.956	0.822	0.69	0.578	0.766	0.475
IRAK4	Q9NWZ3	False	IRAK4_HUMAN		CPI-SS0621B2743	0.032	0.166	0.077	0.074	0.051	0.078	0.064
FARP2	O94887	False	FARP2_HUMAN		CPI-SS0AA6F9F3A	0.156	0.115	0.03	0.031	0.054	0.043	0.024
SEMA6B	Q9H3T3	False	SEMA6B_HUMAN		CPI-SS0F2BBEFD1	0.005	0.046	0.015	0.008	0.162	0.006	0.003
FARP2	O94887	False	FARP2_HUMAN		CPI-SS0119E6ECC	0.156	0.115	0.03	0.031	0.054	0.043	0.024
PLXNC1	O60486	False	PLXNC1_HUMAN		CPI-SS02B567BC7	0.024	0.055	0.021	0.059	0.036	0.009	0.02
ICOSLG	O75144	False	ICOSLG_HUMAN		CPI-SS0061538EC	0.324	0.318	0.041	0.114	0.073	0.0	0.025
ICOSLG	O75144	False	ICOSLG_HUMAN		CPI-SS0469D07EA	0.324	0.318	0.041	0.114	0.073	0.0	0.025
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0BEB3022A	0.0	0.0	0.0	0.026	0.004	0.009	0.017
BPI	P17213	False	BPI_HUMAN		CPI-SS0FD369AFF	0.0	0.0	0.195	0.0	0.035	0.002	0.001
IGSF10	Q6WRI0	False	IGSF10_HUMAN		CPI-SS02C85DC24	0.0	0.047	0.0	0.076	0.0	0.0	0.001
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS02BC55076	0.0	0.0	0.0	0.026	0.004	0.009	0.017
TNFRSF13B	O14836	False	TNFRSF13B_HUMAN		CPI-SS0AA47D179	0.069	0.009	0.0	0.0	0.002	0.001	0.0
IL10	P22301	False	IL10_HUMAN		CPI-SS0ECAA2324	0.0	0.008	0.045	0.007	0.065	0.0	0.001
CD27	P26842	False	CD27_HUMAN		CPI-SS0D4BF6CA3	0.022	0.0	0.0	0.002	0.0	0.002	0.049
PTPRD	P23468	False	PTPRD_HUMAN		CPI-SS0B54A391A	0.0	0.0	0.0	0.0	0.002	0.0	0.0
PTPRD	P23468	False	PTPRD_HUMAN		CPI-SS00B8FBA7D	0.0	0.0	0.0	0.0	0.002	0.0	0.0
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS08AFCDA64	0.023	0.159	0.0	0.0	0.0	0.0	0.001
ROBO3	Q96MS0	False	ROBO3_HUMAN		CPI-SS0F2FBF1F6	0.0	0.016	0.0	0.049	0.0	0.015	0.004
PSPN	O60542	False	PSPN_HUMAN		CPI-SS0A90BA43B	0.0	0.0	0.0	0.006	0.002	0.004	0.0
CD14	P08571	False	CD14_HUMAN		CPI-SS0326BE09E	0.016	0.07	0.206	0.0	0.61	0.014	0.008
SEMA4A	Q9H3S1	False	SEMA4A_HUMAN		CPI-SS044C72D0D	0.005	0.131	0.063	0.012	0.202	0.0	0.007
SEMA3C	Q99985	False	SEMA3C_HUMAN		CPI-SS0E7B91F39	0.004	0.03	0.0	0.001	0.002	0.001	0.0
SELL	P14151	False	SELL_HUMAN		CPI-SS0EB5AEC83	0.008	0.234	0.06	0.265	0.093	0.029	0.065
SELP	P16109	False	SELP_HUMAN		CPI-SS015E1E2C6	0.0	0.0	0.0	0.001	0.0	0.0	0.0
SELL	P14151	False	SELL_HUMAN		CPI-SS0D8CC2248	0.008	0.234	0.06	0.265	0.093	0.029	0.065
F2R	P25116	False	F2R_HUMAN		CPI-SS096D49CD0	0.004	0.047	0.053	0.065	0.022	0.251	0.125
GZMB	P10144	False	GZMB_HUMAN		CPI-SS013B06D78	0.006	0.22	0.041	0.006	0.0	0.997	0.16
TLR2	O60603	False	TLR2_HUMAN		CPI-SS007504828	0.009	0.067	0.176	0.055	0.171	0.007	0.002
SELP	P16109	False	SELP_HUMAN		CPI-SS06ABF2F5A	0.0	0.0	0.0	0.001	0.0	0.0	0.0
RET	P07949	False	RET_HUMAN		CPI-SS0AB196F4D	0.0	0.007	0.0	0.005	0.0	0.0	0.0
GFRA2	O00451	False	GFRA2_HUMAN		CPI-SS0CAAEEB71	0.0	0.0	0.0	0.0	0.009	0.001	0.0
RET	P07949	False	RET_HUMAN		CPI-SS09F42E353	0.0	0.007	0.0	0.005	0.0	0.0	0.0
TGFBR2	P37173	False	TGFBR2_HUMAN		CPI-SS0997B680C	0.201	0.403	0.144	0.123	0.203	0.203	0.18
PLXNA2	O75051	False	PLXNA2_HUMAN		CPI-SS062CA4722	0.0	0.0	0.0	0.0	0.0	0.001	0.001
PLXNA2	O75051	False	PLXNA2_HUMAN		CPI-SS0991832A3	0.0	0.0	0.0	0.0	0.0	0.001	0.001
SLC16A7	O60669	False	SLC16A7_HUMAN		CPI-SS0544B24DF	0.05	0.071	0.101	0.094	0.069	0.096	0.061
TNFSF10	P50591	False	TNFSF10_HUMAN		CPI-SS00E80BA8F	0.012	0.043	0.0	0.023	0.028	0.173	0.103
PSPN	O60542	False	PSPN_HUMAN		CPI-SS0A8C96DB2	0.0	0.0	0.0	0.006	0.002	0.004	0.0
GFRA2	O00451	False	GFRA2_HUMAN		CPI-SS091FFB132	0.0	0.0	0.0	0.0	0.009	0.001	0.0
ADORA2B	P29275	False	ADORA2B_HUMAN		CPI-SS079728E8B	0.0	0.006	0.0	0.004	0.011	0.0	0.0
ADORA2A	P29274	False	ADORA2A_HUMAN		CPI-SS03E273233	0.047	0.05	0.019	0.01	0.052	0.01	0.007
ADORA2B	P29275	False	ADORA2B_HUMAN		CPI-SS061F30C20	0.0	0.006	0.0	0.004	0.011	0.0	0.0
ADORA2A	P29274	False	ADORA2A_HUMAN		CPI-SS0B01D8766	0.047	0.05	0.019	0.01	0.052	0.01	0.007
TBXA2R	P21731	False	TBXA2R_HUMAN		CPI-SS042EB8C7A	0.0	0.0	0.0	0.001	0.0	0.003	0.0
PTGIR	P43119	False	PTGIR_HUMAN		CPI-SS05D406038	0.0	0.024	0.056	0.009	0.032	0.001	0.0
PTGER3	P43115	False	PTGER3_HUMAN		CPI-SS043E0F61D	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LEAP2	Q969E1	False	LEAP2_HUMAN		CPI-SS02DF51C5C	0.021	0.024	0.0	0.056	0.011	0.023	0.019
TBXA2R	P21731	False	TBXA2R_HUMAN		CPI-SS06D2C0475	0.0	0.0	0.0	0.001	0.0	0.003	0.0
CD7	P09564	False	CD7_HUMAN		CPI-SS0B3A04187	0.006	0.084	0.019	0.046	0.024	0.95	0.432
CHRM3	P20309	False	CHRM3_HUMAN		CPI-SS09392AE55	0.0	0.0	0.0	0.001	0.0	0.0	0.0
DAG1	Q14118	False	DAG1_HUMAN		CPI-SS0A3163194	0.061	0.028	0.0	0.007	0.07	0.026	0.019
TGFBR2	P37173	False	TGFBR2_HUMAN		CPI-SS0EED155F0	0.201	0.403	0.144	0.123	0.203	0.203	0.18
PTDSS1	P48651	False	PTDSS1_HUMAN		CPI-SS07173104C	0.094	0.144	0.182	0.175	0.11	0.099	0.077
NMU	P48645	False	NMU_HUMAN		CPI-SS018BD4882	0.0	0.0	0.0	0.002	0.0	0.0	0.001
GPI	P06744	False	GPI_HUMAN		CPI-SS0F8A4DB6D	0.064	0.226	0.603	0.272	0.328	0.121	0.138
OPRL1	P41146	False	OPRL1_HUMAN		CPI-SS0314D3CCF	0.0	0.0	0.0	0.002	0.004	0.004	0.0
CXADR	P78310	False	CXADR_HUMAN		CPI-SS00AC4C4C0	0.0	0.0	0.0	0.0	0.004	0.0	0.002
EFEMP2	O95967	False	EFEMP2_HUMAN		CPI-SS074FE4C02	0.0	0.0	0.0	0.005	0.006	0.005	0.002
EFEMP2	O95967	False	EFEMP2_HUMAN		CPI-SS0C8D9821F	0.0	0.0	0.0	0.005	0.006	0.005	0.002
SLPI	P03973	False	SLPI_HUMAN		CPI-SS0C9834B1D	0.004	0.0	0.054	0.0	0.005	0.0	0.0
TPH1	P17752	False	TPH1_HUMAN		CPI-SS00A6E1AB9	0.005	0.02	0.0	0.017	0.003	0.004	0.007
TPH1	P17752	False	TPH1_HUMAN		CPI-SS04F854358	0.005	0.02	0.0	0.017	0.003	0.004	0.007
PECAM1	P16284	False	PECAM1_HUMAN		CPI-SS0E0DEA7D5	0.044	0.078	0.217	0.091	0.37	0.061	0.022
DYSF	O75923	False	DYSF_HUMAN		CPI-SS00D8D246A	0.0	0.009	0.0	0.002	0.008	0.005	0.004
IL2RA	P01589	False	IL2RA_HUMAN		CPI-SS04D1AB4B5	0.0	0.0	0.0	0.0	0.0	0.0	0.01
IL2RA	P01589	False	IL2RA_HUMAN		CPI-SS07D81C1FE	0.0	0.0	0.0	0.0	0.0	0.0	0.01
IL2RB	P14784	False	IL2RB_HUMAN		CPI-SS0205C2780	0.007	0.006	0.0	0.003	0.007	0.406	0.142
IL2RG	P31785	False	IL2RG_HUMAN		CPI-SS0EF8CC32C	0.076	0.253	0.1	0.091	0.043	0.416	0.24
IL6ST	P40189	False	IL6ST_HUMAN		CPI-SS098EB45A0	0.067	0.32	0.163	0.231	0.237	0.082	0.177
IL6ST	P40189	False	IL6ST_HUMAN		CPI-SS01898A278	0.067	0.32	0.163	0.231	0.237	0.082	0.177
PTPN6	P29350	False	PTPN6_HUMAN		CPI-SS05F8AE2D1	0.162	0.126	0.268	0.182	0.218	0.066	0.028
NCR3	O14931	False	NCR3_HUMAN		CPI-SS027AFFC0E	0.046	0.007	0.0	0.005	0.002	0.37	0.085
NCR3	O14931	False	NCR3_HUMAN		CPI-SS02955C9A6	0.046	0.007	0.0	0.005	0.002	0.37	0.085
NCR3	O14931	False	NCR3_HUMAN		CPI-SS0F94547B2	0.046	0.007	0.0	0.005	0.002	0.37	0.085
NCR3	O14931	False	NCR3_HUMAN		CPI-SS00F740E80	0.046	0.007	0.0	0.005	0.002	0.37	0.085
SMO	Q99835	False	SMO_HUMAN		CPI-SS02FC2F9DE	0.01	0.0	0.0	0.004	0.002	0.0	0.0
KLRK1	P26718	False	KLRK1_HUMAN		CPI-SS0215EEB87	0.0	0.009	0.0	0.008	0.01	0.211	0.139
F3	P13726	False	F3_HUMAN		CPI-SS0A81C6702	0.005	0.0	0.024	0.006	0.002	0.0	0.001
KLRK1	P26718	False	KLRK1_HUMAN		CPI-SS057DA7A52	0.0	0.009	0.0	0.008	0.01	0.211	0.139
KLRK1	P26718	False	KLRK1_HUMAN		CPI-SS07B38BA70	0.0	0.009	0.0	0.008	0.01	0.211	0.139
IL12A	P29459	False	IL12A_HUMAN		CPI-SS0B0F18200	0.016	0.0	0.0	0.01	0.003	0.005	0.01
IL12A	P29459	False	IL12A_HUMAN		CPI-SS06B88323E	0.016	0.0	0.0	0.01	0.003	0.005	0.01
KLRB1	Q12918	False	KLRB1_HUMAN		CPI-SS0FDCCF145	0.003	0.001	0.007	0.005	0.001	1.09	0.442
KLRB1	Q12918	False	KLRB1_HUMAN		CPI-SS0E292C126	0.003	0.001	0.007	0.005	0.001	1.09	0.442
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS02A0FF87F	0.244	0.069	0.0	0.05	0.067	0.074	0.046
IL10	P22301	False	IL10_HUMAN		CPI-SS04DB1A67D	0.0	0.008	0.045	0.007	0.065	0.0	0.001
IL10RB	Q08334	False	IL10RB_HUMAN		CPI-SS0B81DFF66	0.087	0.163	0.082	0.058	0.178	0.025	0.023
IFNL1	Q8IU54	False	IFNL1_HUMAN		CPI-SS03B964701	0.0	0.0	0.0	0.0	0.0	0.005	0.001
IL10	P22301	False	IL10_HUMAN		CPI-SS0FC978E30	0.0	0.008	0.045	0.007	0.065	0.0	0.001
IL10	P22301	False	IL10_HUMAN		CPI-SS00F4BAA12	0.0	0.008	0.045	0.007	0.065	0.0	0.001
IL10RB	Q08334	False	IL10RB_HUMAN		CPI-SS0B36B7830	0.087	0.163	0.082	0.058	0.178	0.025	0.023
IL10RB	Q08334	False	IL10RB_HUMAN		CPI-SS091E687E1	0.087	0.163	0.082	0.058	0.178	0.025	0.023
RYR1	P21817	False	RYR1_HUMAN		CPI-SS0D0EEF076	0.009	0.0	0.0	0.0	0.007	0.001	0.0
HDC	P19113	False	HDC_HUMAN		CPI-SS02BC79A7E	0.0	0.006	0.0	0.0	0.0	0.0	0.0
GFRA2	O00451	False	GFRA2_HUMAN		CPI-SS0BE7FA2B5	0.0	0.0	0.0	0.0	0.009	0.001	0.0
CD55	P08174	False	CD55_HUMAN		CPI-SS061A7E099	0.476	0.136	0.33	0.218	0.523	0.289	0.367
CD55	P08174	False	CD55_HUMAN		CPI-SS0AC7CC959	0.476	0.136	0.33	0.218	0.523	0.289	0.367
COPA	P53621	False	COPA_HUMAN		CPI-SS065F7DA2A	0.261	0.351	0.318	0.356	0.263	0.355	0.372
NAMPT	P43490	False	NAMPT_HUMAN		CPI-SS09A3FA737	0.362	0.373	0.858	0.302	0.985	0.125	0.212
JAML	Q86YT9	False	JAML_HUMAN		CPI-SS0BB8D2F19	0.0	0.11	0.015	0.003	0.102	0.009	0.033
SCGB3A1	Q96QR1	False	SCGB3A1_HUMAN		CPI-SS0DF5E47DB	0.0	0.0	0.021	0.009	0.019	0.001	0.004
NEO1	Q92859	False	NEO1_HUMAN		CPI-SS071DA8AF5	0.0	0.0	0.0	0.001	0.002	0.02	0.023
SMAD3	P84022	False	SMAD3_HUMAN		CPI-SS05A1B2FD3	0.113	0.086	0.079	0.05	0.165	0.07	0.059
PGRMC1	O00264	False	PGRMC1_HUMAN		CPI-SS0579A6472	0.038	0.071	0.203	0.128	0.072	0.068	0.075
PIK3CD	O00329	False	PIK3CD_HUMAN		CPI-SS0DEE82C61	0.033	0.047	0.042	0.04	0.05	0.057	0.044
CCR10	P46092	False	CCR10_HUMAN		CPI-SS0B937681C	0.0	0.019	0.0	0.001	0.005	0.006	0.004
CCR10	P46092	False	CCR10_HUMAN		CPI-SS018FD7A77	0.0	0.019	0.0	0.001	0.005	0.006	0.004
CXCR1	P25024	False	CXCR1_HUMAN		CPI-SS0C7012011	0.0	0.006	0.0	0.0	0.0	0.006	0.0
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS06AEE6C79	0.0	0.0	0.0	0.0	0.0	0.011	0.001
IGSF10	Q6WRI0	False	IGSF10_HUMAN		CPI-SS04D270110	0.0	0.047	0.0	0.076	0.0	0.0	0.001
DSC2	Q02487	False	DSC2_HUMAN		CPI-SS06D13FCD3	0.0	0.0	0.025	0.005	0.036	0.0	0.0
TNFSF4	P23510	False	TNFSF4_HUMAN		CPI-SS04456F441	0.0	0.0	0.0	0.001	0.0	0.0	0.0
ADGRB1	O14514	False	ADGRB1_HUMAN		CPI-SS010387F5D	0.006	0.013	0.0	0.003	0.0	0.0	0.0
ADGRB1	O14514	False	ADGRB1_HUMAN		CPI-SS018A2D6DF	0.006	0.013	0.0	0.003	0.0	0.0	0.0
OMG	P23515	False	OMG_HUMAN		CPI-SS009283C77	0.0	0.0	0.0	0.004	0.005	0.007	0.005
GPR171	O14626	False	GPR171_HUMAN		CPI-SS03F92AD34	0.0	0.006	0.0	0.012	0.0	0.0	0.021
TRAF2	Q12933	False	TRAF2_HUMAN		CPI-SS0918D7FE5	0.025	0.0	0.021	0.023	0.0	0.021	0.012
CEP290	O15078	False	CEP290_HUMAN		CPI-SS0BA2082C1	0.043	0.053	0.025	0.059	0.03	0.072	0.06
TCTN1	Q2MV58	False	TCTN1_HUMAN		CPI-SS0E94B7BDB	0.015	0.01	0.024	0.02	0.005	0.003	0.006
TCTN1	Q2MV58	False	TCTN1_HUMAN		CPI-SS0DDE47758	0.015	0.01	0.024	0.02	0.005	0.003	0.006
TCTN1	Q2MV58	False	TCTN1_HUMAN		CPI-SS00D264675	0.015	0.01	0.024	0.02	0.005	0.003	0.006
TCTN1	Q2MV58	False	TCTN1_HUMAN		CPI-SS030ADB296	0.015	0.01	0.024	0.02	0.005	0.003	0.006
TCTN1	Q2MV58	False	TCTN1_HUMAN		CPI-SS0C4FA2746	0.015	0.01	0.024	0.02	0.005	0.003	0.006
TCTN1	Q2MV58	False	TCTN1_HUMAN		CPI-SS07A6FB783	0.015	0.01	0.024	0.02	0.005	0.003	0.006
MGRN1	O60291	False	MGRN1_HUMAN		CPI-SS064F77048	0.112	0.091	0.209	0.254	0.125	0.085	0.067
ATRN	O75882	False	ATRN_HUMAN		CPI-SS00C5443D7	0.011	0.021	0.07	0.032	0.05	0.019	0.008
MPZL2	O60487	False	MPZL2_HUMAN		CPI-SS0401A8708	0.0	0.0	0.0	0.001	0.0	0.001	0.001
MPZL2	O60487	False	MPZL2_HUMAN		CPI-SS01DAD80BF	0.0	0.0	0.0	0.001	0.0	0.001	0.001
LRRN2	O75325	False	LRRN2_HUMAN		CPI-SS0B6EE9967	0.0	0.0	0.0	0.004	0.0	0.001	0.0
PRSS23	O95084	False	PRSS23_HUMAN		CPI-SS0E02BDF99	0.0	0.0	0.0	0.002	0.003	0.194	0.012
LY86	O95711	False	LY86_HUMAN		CPI-SS058EEE861	0.148	0.01	0.111	0.006	0.063	0.005	0.003
CP	P00450	False	CP_HUMAN		CPI-SS03D12FEFF	0.006	0.0	0.0	0.0	0.002	0.004	0.002
ATP5F1B	P06576	False	ATP5F1B_HUMAN		CPI-SS0737C4A81	0.523	0.571	0.61	0.665	0.525	0.586	0.486
MANSC1	Q9H8J5	False	MANSC1_HUMAN		CPI-SS006077406	0.006	0.0	0.0	0.011	0.002	0.001	0.006
